s,C,C,C,C
Time,"Tz0mm","Tz100mm","Tz50mm","Tz75mm"
 2.7700000E+003, 6.6415849E+001, 2.5092598E+001, 2.8853016E+001, 2.5572473E+001
 2.7800000E+003, 6.6432668E+001, 2.5094549E+001, 2.8879171E+001, 2.5579829E+001
 2.7900000E+003, 6.6449404E+001, 2.5096527E+001, 2.8905333E+001, 2.5587231E+001
 2.8000000E+003, 6.6466058E+001, 2.5098533E+001, 2.8931501E+001, 2.5594677E+001
 2.8100000E+003, 6.6482629E+001, 2.5100566E+001, 2.8957674E+001, 2.5602169E+001
 2.8200000E+003, 6.6499120E+001, 2.5102627E+001, 2.8983852E+001, 2.5609704E+001
 2.8300000E+003, 6.6515530E+001, 2.5104716E+001, 2.9010035E+001, 2.5617285E+001
 2.8400000E+003, 6.6531860E+001, 2.5106834E+001, 2.9036221E+001, 2.5624910E+001
 2.8500000E+003, 6.6548112E+001, 2.5108979E+001, 2.9062411E+001, 2.5632579E+001
 2.8600000E+003, 6.6564284E+001, 2.5111153E+001, 2.9088604E+001, 2.5640292E+001
 2.8700000E+003, 6.6580379E+001, 2.5113356E+001, 2.9114799E+001, 2.5648048E+001
 2.8800000E+003, 6.6596397E+001, 2.5115587E+001, 2.9140996E+001, 2.5655849E+001
 2.8900000E+003, 6.6612338E+001, 2.5117847E+001, 2.9167195E+001, 2.5663693E+001
 2.9000000E+003, 6.6628203E+001, 2.5120136E+001, 2.9193395E+001, 2.5671581E+001
 2.9100000E+003, 6.6643993E+001, 2.5122454E+001, 2.9219596E+001, 2.5679511E+001
 2.9200000E+003, 6.6659708E+001, 2.5124802E+001, 2.9245797E+001, 2.5687485E+001
 2.9300000E+003, 6.6675349E+001, 2.5127179E+001, 2.9271999E+001, 2.5695502E+001
 2.9400000E+003, 6.6690916E+001, 2.5129585E+001, 2.9298199E+001, 2.5703561E+001
 2.9500000E+003, 6.6706410E+001, 2.5132021E+001, 2.9324399E+001, 2.5711663E+001
 2.9600000E+003, 6.6721832E+001, 2.5134487E+001, 2.9350597E+001, 2.5719807E+001
 2.9700000E+003, 6.6737181E+001, 2.5136982E+001, 2.9376793E+001, 2.5727993E+001
 2.9800000E+003, 6.6752460E+001, 2.5139508E+001, 2.9402987E+001, 2.5736222E+001
 2.9900000E+003, 6.6767667E+001, 2.5142063E+001, 2.9429179E+001, 2.5744492E+001
 3.0000000E+003, 6.6782804E+001, 2.5144649E+001, 2.9455367E+001, 2.5752805E+001
 3.0100000E+003, 6.6797872E+001, 2.5147265E+001, 2.9481553E+001, 2.5761158E+001
 3.0200000E+003, 6.6812870E+001, 2.5149912E+001, 2.9507734E+001, 2.5769553E+001
 3.0300000E+003, 6.6827800E+001, 2.5152589E+001, 2.9533912E+001, 2.5777989E+001
 3.0400000E+003, 6.6842662E+001, 2.5155297E+001, 2.9560085E+001, 2.5786467E+001
 3.0500000E+003, 6.6857456E+001, 2.5158036E+001, 2.9586253E+001, 2.5794985E+001
 3.0600000E+003, 6.6872183E+001, 2.5160805E+001, 2.9612416E+001, 2.5803544E+001
 3.0700000E+003, 6.6886843E+001, 2.5163606E+001, 2.9638573E+001, 2.5812143E+001
 3.0800000E+003, 6.6901437E+001, 2.5166438E+001, 2.9664725E+001, 2.5820783E+001
 3.0900000E+003, 6.6915966E+001, 2.5169300E+001, 2.9690870E+001, 2.5829463E+001
 3.1000000E+003, 6.6930430E+001, 2.5172195E+001, 2.9717009E+001, 2.5838183E+001
 3.1100000E+003, 6.6944829E+001, 2.5175120E+001, 2.9743141E+001, 2.5846943E+001
 3.1200000E+003, 6.6959164E+001, 2.5178077E+001, 2.9769266E+001, 2.5855742E+001
 3.1300000E+003, 6.6973435E+001, 2.5181066E+001, 2.9795383E+001, 2.5864581E+001
 3.1400000E+003, 6.6987643E+001, 2.5184086E+001, 2.9821492E+001, 2.5873459E+001
 3.1500000E+003, 6.7001788E+001, 2.5187138E+001, 2.9847593E+001, 2.5882377E+001
 3.1600000E+003, 6.7015871E+001, 2.5190222E+001, 2.9873686E+001, 2.5891333E+001
 3.1700000E+003, 6.7029892E+001, 2.5193338E+001, 2.9899770E+001, 2.5900329E+001
 3.1800000E+003, 6.7043852E+001, 2.5196486E+001, 2.9925845E+001, 2.5909363E+001
 3.1900000E+003, 6.7057751E+001, 2.5199666E+001, 2.9951910E+001, 2.5918435E+001
 3.2000000E+003, 6.7071590E+001, 2.5202878E+001, 2.9977966E+001, 2.5927546E+001
 3.2100000E+003, 6.7085368E+001, 2.5206122E+001, 3.0004011E+001, 2.5936695E+001
 3.2200000E+003, 6.7099087E+001, 2.5209399E+001, 3.0030047E+001, 2.5945882E+001
 3.2300000E+003, 6.7112747E+001, 2.5212708E+001, 3.0056072E+001, 2.5955106E+001
 3.2400000E+003, 6.7126348E+001, 2.5216050E+001, 3.0082086E+001, 2.5964369E+001
 3.2500000E+003, 6.7139891E+001, 2.5219424E+001, 3.0108089E+001, 2.5973668E+001
 3.2600000E+003, 6.7153376E+001, 2.5222831E+001, 3.0134081E+001, 2.5983006E+001
 3.2700000E+003, 6.7166803E+001, 2.5226271E+001, 3.0160061E+001, 2.5992380E+001
 3.2800000E+003, 6.7180173E+001, 2.5229743E+001, 3.0186029E+001, 2.6001791E+001
 3.2900000E+003, 6.7193487E+001, 2.5233249E+001, 3.0211986E+001, 2.6011239E+001
 3.3000000E+003, 6.7206744E+001, 2.5236787E+001, 3.0237930E+001, 2.6020723E+001
 3.3100000E+003, 6.7219946E+001, 2.5240358E+001, 3.0263861E+001, 2.6030244E+001
 3.3200000E+003, 6.7233092E+001, 2.5243963E+001, 3.0289779E+001, 2.6039802E+001
 3.3300000E+003, 6.7246182E+001, 2.5247600E+001, 3.0315684E+001, 2.6049395E+001
 3.3400000E+003, 6.7259219E+001, 2.5251271E+001, 3.0341576E+001, 2.6059024E+001
 3.3500000E+003, 6.7272200E+001, 2.5254974E+001, 3.0367455E+001, 2.6068689E+001
 3.3600000E+003, 6.7285128E+001, 2.5258712E+001, 3.0393319E+001, 2.6078390E+001
 3.3700000E+003, 6.7298003E+001, 2.5262482E+001, 3.0419170E+001, 2.6088126E+001
 3.3800000E+003, 6.7310824E+001, 2.5266286E+001, 3.0445006E+001, 2.6097897E+001
 3.3900000E+003, 6.7323592E+001, 2.5270123E+001, 3.0470828E+001, 2.6107704E+001
 3.4000000E+003, 6.7336308E+001, 2.5273994E+001, 3.0496635E+001, 2.6117545E+001
 3.4100000E+003, 6.7348971E+001, 2.5277898E+001, 3.0522427E+001, 2.6127421E+001
 3.4200000E+003, 6.7361583E+001, 2.5281836E+001, 3.0548205E+001, 2.6137332E+001
 3.4300000E+003, 6.7374144E+001, 2.5285808E+001, 3.0573967E+001, 2.6147277E+001
 3.4400000E+003, 6.7386653E+001, 2.5289813E+001, 3.0599713E+001, 2.6157257E+001
 3.4500000E+003, 6.7399112E+001, 2.5293852E+001, 3.0625444E+001, 2.6167270E+001
 3.4600000E+003, 6.7411520E+001, 2.5297924E+001, 3.0651158E+001, 2.6177318E+001
 3.4700000E+003, 6.7423878E+001, 2.5302031E+001, 3.0676857E+001, 2.6187399E+001
 3.4800000E+003, 6.7436187E+001, 2.5306171E+001, 3.0702539E+001, 2.6197514E+001
 3.4900000E+003, 6.7448446E+001, 2.5310345E+001, 3.0728205E+001, 2.6207662E+001
 3.5000000E+003, 6.7460656E+001, 2.5314553E+001, 3.0753855E+001, 2.6217844E+001
 3.5100000E+003, 6.7472817E+001, 2.5318795E+001, 3.0779487E+001, 2.6228058E+001
 3.5200000E+003, 6.7484931E+001, 2.5323071E+001, 3.0805102E+001, 2.6238306E+001
 3.5300000E+003, 6.7496995E+001, 2.5327382E+001, 3.0830701E+001, 2.6248587E+001
 3.5400000E+003, 6.7509013E+001, 2.5331726E+001, 3.0856282E+001, 2.6258900E+001
 3.5500000E+003, 6.7520982E+001, 2.5336104E+001, 3.0881845E+001, 2.6269245E+001
 3.5600000E+003, 6.7532905E+001, 2.5340516E+001, 3.0907391E+001, 2.6279623E+001
 3.5700000E+003, 6.7544781E+001, 2.5344962E+001, 3.0932918E+001, 2.6290033E+001
 3.5800000E+003, 6.7556610E+001, 2.5349443E+001, 3.0958428E+001, 2.6300475E+001
 3.5900000E+003, 6.7568393E+001, 2.5353957E+001, 3.0983920E+001, 2.6310949E+001
 3.6000000E+003, 6.7580131E+001, 2.5358506E+001, 3.1009393E+001, 2.6321455E+001
 3.6100000E+003, 6.7591822E+001, 2.5363089E+001, 3.1034848E+001, 2.6331992E+001
 3.6200000E+003, 6.7603469E+001, 2.5367706E+001, 3.1060284E+001, 2.6342560E+001
 3.6300000E+003, 6.7615070E+001, 2.5372358E+001, 3.1085701E+001, 2.6353160E+001
 3.6400000E+003, 6.7626626E+001, 2.5377043E+001, 3.1111100E+001, 2.6363791E+001
 3.6500000E+003, 6.7638139E+001, 2.5381763E+001, 3.1136479E+001, 2.6374452E+001
 3.6600000E+003, 6.7649606E+001, 2.5386518E+001, 3.1161839E+001, 2.6385145E+001
 3.6700000E+003, 6.7661031E+001, 2.5391306E+001, 3.1187180E+001, 2.6395868E+001
 3.6800000E+003, 6.7672411E+001, 2.5396129E+001, 3.1212501E+001, 2.6406621E+001
 3.6900000E+003, 6.7683748E+001, 2.5400986E+001, 3.1237803E+001, 2.6417405E+001
 3.7000000E+003, 6.7695042E+001, 2.5405878E+001, 3.1263085E+001, 2.6428218E+001
 3.7100000E+003, 6.7706294E+001, 2.5410804E+001, 3.1288347E+001, 2.6439062E+001
 3.7200000E+003, 6.7717502E+001, 2.5415764E+001, 3.1313589E+001, 2.6449935E+001
 3.7300000E+003, 6.7728669E+001, 2.5420758E+001, 3.1338811E+001, 2.6460838E+001
 3.7400000E+003, 6.7739794E+001, 2.5425787E+001, 3.1364012E+001, 2.6471771E+001
 3.7500000E+003, 6.7750877E+001, 2.5430850E+001, 3.1389194E+001, 2.6482733E+001
 3.7600000E+003, 6.7761918E+001, 2.5435948E+001, 3.1414354E+001, 2.6493724E+001
 3.7700000E+003, 6.7772918E+001, 2.5441080E+001, 3.1439495E+001, 2.6504745E+001
 3.7800000E+003, 6.7783878E+001, 2.5446246E+001, 3.1464614E+001, 2.6515794E+001
 3.7900000E+003, 6.7794796E+001, 2.5451446E+001, 3.1489713E+001, 2.6526872E+001
 3.8000000E+003, 6.7805674E+001, 2.5456681E+001, 3.1514791E+001, 2.6537978E+001
 3.8100000E+003, 6.7816513E+001, 2.5461951E+001, 3.1539847E+001, 2.6549113E+001
 3.8200000E+003, 6.7827311E+001, 2.5467254E+001, 3.1564883E+001, 2.6560276E+001
 3.8300000E+003, 6.7838069E+001, 2.5472592E+001, 3.1589897E+001, 2.6571468E+001
 3.8400000E+003, 6.7848788E+001, 2.5477964E+001, 3.1614890E+001, 2.6582687E+001
 3.8500000E+003, 6.7859468E+001, 2.5483371E+001, 3.1639862E+001, 2.6593935E+001
 3.8600000E+003, 6.7870109E+001, 2.5488811E+001, 3.1664812E+001, 2.6605210E+001
 3.8700000E+003, 6.7880711E+001, 2.5494287E+001, 3.1689740E+001, 2.6616512E+001
 3.8800000E+003, 6.7891274E+001, 2.5499796E+001, 3.1714646E+001, 2.6627842E+001
 3.8900000E+003, 6.7901800E+001, 2.5505339E+001, 3.1739531E+001, 2.6639200E+001
 3.9000000E+003, 6.7912287E+001, 2.5510917E+001, 3.1764394E+001, 2.6650584E+001
 3.9100000E+003, 6.7922736E+001, 2.5516529E+001, 3.1789235E+001, 2.6661996E+001
 3.9200000E+003, 6.7933148E+001, 2.5522176E+001, 3.1814054E+001, 2.6673434E+001
 3.9300000E+003, 6.7943523E+001, 2.5527856E+001, 3.1838850E+001, 2.6684899E+001
 3.9400000E+003, 6.7953860E+001, 2.5533571E+001, 3.1863625E+001, 2.6696391E+001
 3.9500000E+003, 6.7964161E+001, 2.5539320E+001, 3.1888377E+001, 2.6707909E+001
 3.9600000E+003, 6.7974425E+001, 2.5545102E+001, 3.1913107E+001, 2.6719453E+001
 3.9700000E+003, 6.7984652E+001, 2.5550919E+001, 3.1937814E+001, 2.6731024E+001
 3.9800000E+003, 6.7994843E+001, 2.5556771E+001, 3.1962498E+001, 2.6742621E+001
 3.9900000E+003, 6.8004998E+001, 2.5562656E+001, 3.1987160E+001, 2.6754243E+001
 4.0000000E+003, 6.8015117E+001, 2.5568575E+001, 3.2011800E+001, 2.6765891E+001
 4.0100000E+003, 6.8025201E+001, 2.5574528E+001, 3.2036416E+001, 2.6777565E+001
 4.0200000E+003, 6.8035249E+001, 2.5580516E+001, 3.2061010E+001, 2.6789265E+001
 4.0300000E+003, 6.8045262E+001, 2.5586537E+001, 3.2085581E+001, 2.6800989E+001
 4.0400000E+003, 6.8055240E+001, 2.5592592E+001, 3.2110128E+001, 2.6812739E+001
 4.0500000E+003, 6.8065184E+001, 2.5598681E+001, 3.2134653E+001, 2.6824514E+001
 4.0600000E+003, 6.8075092E+001, 2.5604804E+001, 3.2159155E+001, 2.6836314E+001
 4.0700000E+003, 6.8084967E+001, 2.5610961E+001, 3.2183633E+001, 2.6848138E+001
 4.0800000E+003, 6.8094807E+001, 2.5617151E+001, 3.2208089E+001, 2.6859988E+001
 4.0900000E+003, 6.8104613E+001, 2.5623376E+001, 3.2232521E+001, 2.6871862E+001
 4.1000000E+003, 6.8114385E+001, 2.5629634E+001, 3.2256929E+001, 2.6883760E+001
 4.1100000E+003, 6.8124124E+001, 2.5635926E+001, 3.2281315E+001, 2.6895682E+001
 4.1200000E+003, 6.8133829E+001, 2.5642252E+001, 3.2305676E+001, 2.6907629E+001
 4.1300000E+003, 6.8143501E+001, 2.5648611E+001, 3.2330015E+001, 2.6919600E+001
 4.1400000E+003, 6.8153140E+001, 2.5655004E+001, 3.2354330E+001, 2.6931594E+001
 4.1500000E+003, 6.8162746E+001, 2.5661430E+001, 3.2378621E+001, 2.6943613E+001
 4.1600000E+003, 6.8172320E+001, 2.5667890E+001, 3.2402888E+001, 2.6955654E+001
 4.1700000E+003, 6.8181861E+001, 2.5674383E+001, 3.2427132E+001, 2.6967720E+001
 4.1800000E+003, 6.8191370E+001, 2.5680910E+001, 3.2451352E+001, 2.6979809E+001
 4.1900000E+003, 6.8200846E+001, 2.5687471E+001, 3.2475549E+001, 2.6991921E+001
 4.2000000E+003, 6.8210291E+001, 2.5694064E+001, 3.2499721E+001, 2.7004056E+001
 4.2100000E+003, 6.8219704E+001, 2.5700692E+001, 3.2523870E+001, 2.7016214E+001
 4.2200000E+003, 6.8229085E+001, 2.5707352E+001, 3.2547995E+001, 2.7028395E+001
 4.2300000E+003, 6.8238436E+001, 2.5714046E+001, 3.2572095E+001, 2.7040598E+001
 4.2400000E+003, 6.8247754E+001, 2.5720772E+001, 3.2596172E+001, 2.7052825E+001
 4.2500000E+003, 6.8257042E+001, 2.5727532E+001, 3.2620225E+001, 2.7065074E+001
 4.2600000E+003, 6.8266299E+001, 2.5734326E+001, 3.2644254E+001, 2.7077345E+001
 4.2700000E+003, 6.8275525E+001, 2.5741152E+001, 3.2668258E+001, 2.7089638E+001
 4.2800000E+003, 6.8284721E+001, 2.5748011E+001, 3.2692239E+001, 2.7101954E+001
 4.2900000E+003, 6.8293886E+001, 2.5754903E+001, 3.2716195E+001, 2.7114291E+001
 4.3000000E+003, 6.8303021E+001, 2.5761828E+001, 3.2740127E+001, 2.7126651E+001
 4.3100000E+003, 6.8312127E+001, 2.5768786E+001, 3.2764035E+001, 2.7139032E+001
 4.3200000E+003, 6.8321202E+001, 2.5775777E+001, 3.2787919E+001, 2.7151434E+001
 4.3300000E+003, 6.8330247E+001, 2.5782801E+001, 3.2811779E+001, 2.7163859E+001
 4.3400000E+003, 6.8339263E+001, 2.5789857E+001, 3.2835614E+001, 2.7176304E+001
 4.3500000E+003, 6.8348250E+001, 2.5796947E+001, 3.2859424E+001, 2.7188771E+001
 4.3600000E+003, 6.8357207E+001, 2.5804068E+001, 3.2883211E+001, 2.7201259E+001
 4.3700000E+003, 6.8366136E+001, 2.5811223E+001, 3.2906973E+001, 2.7213769E+001
 4.3800000E+003, 6.8375035E+001, 2.5818409E+001, 3.2930711E+001, 2.7226299E+001
 4.3900000E+003, 6.8383906E+001, 2.5825629E+001, 3.2954424E+001, 2.7238850E+001
 4.4000000E+003, 6.8392748E+001, 2.5832881E+001, 3.2978113E+001, 2.7251421E+001
 4.4100000E+003, 6.8401562E+001, 2.5840165E+001, 3.3001777E+001, 2.7264013E+001
 4.4200000E+003, 6.8410347E+001, 2.5847481E+001, 3.3025417E+001, 2.7276626E+001
 4.4300000E+003, 6.8419104E+001, 2.5854830E+001, 3.3049032E+001, 2.7289259E+001
 4.4400000E+003, 6.8427833E+001, 2.5862211E+001, 3.3072623E+001, 2.7301912E+001
 4.4500000E+003, 6.8436535E+001, 2.5869624E+001, 3.3096189E+001, 2.7314586E+001
 4.4600000E+003, 6.8445209E+001, 2.5877069E+001, 3.3119731E+001, 2.7327279E+001
 4.4700000E+003, 6.8453855E+001, 2.5884546E+001, 3.3143248E+001, 2.7339992E+001
 4.4800000E+003, 6.8462474E+001, 2.5892056E+001, 3.3166741E+001, 2.7352725E+001
 4.4900000E+003, 6.8471065E+001, 2.5899597E+001, 3.3190209E+001, 2.7365478E+001
 4.5000000E+003, 6.8479630E+001, 2.5907170E+001, 3.3213652E+001, 2.7378250E+001
 4.5100000E+003, 6.8488167E+001, 2.5914774E+001, 3.3237071E+001, 2.7391042E+001
 4.5200000E+003, 6.8496678E+001, 2.5922411E+001, 3.3260465E+001, 2.7403853E+001
 4.5300000E+003, 6.8505162E+001, 2.5930079E+001, 3.3283835E+001, 2.7416683E+001
 4.5400000E+003, 6.8513619E+001, 2.5937779E+001, 3.3307180E+001, 2.7429533E+001
 4.5500000E+003, 6.8522050E+001, 2.5945510E+001, 3.3330500E+001, 2.7442401E+001
 4.5600000E+003, 6.8530455E+001, 2.5953273E+001, 3.3353796E+001, 2.7455289E+001
 4.5700000E+003, 6.8538834E+001, 2.5961068E+001, 3.3377067E+001, 2.7468195E+001
 4.5800000E+003, 6.8547187E+001, 2.5968893E+001, 3.3400313E+001, 2.7481120E+001
 4.5900000E+003, 6.8555513E+001, 2.5976750E+001, 3.3423534E+001, 2.7494063E+001
 4.6000000E+003, 6.8563815E+001, 2.5984638E+001, 3.3446731E+001, 2.7507025E+001
 4.6100000E+003, 6.8572090E+001, 2.5992558E+001, 3.3469904E+001, 2.7520006E+001
 4.6200000E+003, 6.8580340E+001, 2.6000508E+001, 3.3493051E+001, 2.7533004E+001
 4.6300000E+003, 6.8588565E+001, 2.6008490E+001, 3.3516174E+001, 2.7546021E+001
 4.6400000E+003, 6.8596764E+001, 2.6016503E+001, 3.3539272E+001, 2.7559056E+001
 4.6500000E+003, 6.8604939E+001, 2.6024546E+001, 3.3562346E+001, 2.7572109E+001
 4.6600000E+003, 6.8613088E+001, 2.6032621E+001, 3.3585394E+001, 2.7585179E+001
 4.6700000E+003, 6.8621213E+001, 2.6040726E+001, 3.3608419E+001, 2.7598268E+001
 4.6800000E+003, 6.8629313E+001, 2.6048862E+001, 3.3631418E+001, 2.7611374E+001
 4.6900000E+003, 6.8637389E+001, 2.6057028E+001, 3.3654393E+001, 2.7624498E+001
 4.7000000E+003, 6.8645440E+001, 2.6065225E+001, 3.3677343E+001, 2.7637639E+001
 4.7100000E+003, 6.8653466E+001, 2.6073453E+001, 3.3700268E+001, 2.7650797E+001
 4.7200000E+003, 6.8661469E+001, 2.6081711E+001, 3.3723169E+001, 2.7663973E+001
 4.7300000E+003, 6.8669447E+001, 2.6089999E+001, 3.3746045E+001, 2.7677166E+001
 4.7400000E+003, 6.8677402E+001, 2.6098318E+001, 3.3768897E+001, 2.7690376E+001
 4.7500000E+003, 6.8685332E+001, 2.6106667E+001, 3.3791723E+001, 2.7703603E+001
 4.7600000E+003, 6.8693239E+001, 2.6115046E+001, 3.3814526E+001, 2.7716846E+001
 4.7700000E+003, 6.8701123E+001, 2.6123456E+001, 3.3837303E+001, 2.7730107E+001
 4.7800000E+003, 6.8708983E+001, 2.6131895E+001, 3.3860056E+001, 2.7743384E+001
 4.7900000E+003, 6.8716819E+001, 2.6140364E+001, 3.3882784E+001, 2.7756678E+001
 4.8000000E+003, 6.8724633E+001, 2.6148864E+001, 3.3905488E+001, 2.7769988E+001
 4.8100000E+003, 6.8732423E+001, 2.6157393E+001, 3.3928167E+001, 2.7783315E+001
 4.8200000E+003, 6.8740190E+001, 2.6165952E+001, 3.3950821E+001, 2.7796658E+001
 4.8300000E+003, 6.8747934E+001, 2.6174540E+001, 3.3973451E+001, 2.7810017E+001
 4.8400000E+003, 6.8755656E+001, 2.6183158E+001, 3.3996057E+001, 2.7823392E+001
 4.8500000E+003, 6.8763354E+001, 2.6191806E+001, 3.4018637E+001, 2.7836783E+001
 4.8600000E+003, 6.8771031E+001, 2.6200483E+001, 3.4041194E+001, 2.7850191E+001
 4.8700000E+003, 6.8778685E+001, 2.6209189E+001, 3.4063725E+001, 2.7863614E+001
 4.8800000E+003, 6.8786316E+001, 2.6217925E+001, 3.4086232E+001, 2.7877052E+001
 4.8900000E+003, 6.8793925E+001, 2.6226690E+001, 3.4108715E+001, 2.7890506E+001
 4.9000000E+003, 6.8801512E+001, 2.6235485E+001, 3.4131173E+001, 2.7903976E+001
 4.9100000E+003, 6.8809078E+001, 2.6244308E+001, 3.4153607E+001, 2.7917462E+001
 4.9200000E+003, 6.8816621E+001, 2.6253160E+001, 3.4176016E+001, 2.7930962E+001
 4.9300000E+003, 6.8824142E+001, 2.6262042E+001, 3.4198401E+001, 2.7944478E+001
 4.9400000E+003, 6.8831642E+001, 2.6270952E+001, 3.4220761E+001, 2.7958009E+001
 4.9500000E+003, 6.8839120E+001, 2.6279891E+001, 3.4243097E+001, 2.7971555E+001
 4.9600000E+003, 6.8846577E+001, 2.6288859E+001, 3.4265409E+001, 2.7985117E+001
 4.9700000E+003, 6.8854012E+001, 2.6297855E+001, 3.4287696E+001, 2.7998693E+001
 4.9800000E+003, 6.8861426E+001, 2.6306880E+001, 3.4309959E+001, 2.8012284E+001
 4.9900000E+003, 6.8868819E+001, 2.6315934E+001, 3.4332197E+001, 2.8025889E+001
 5.0000000E+003, 6.8876190E+001, 2.6325016E+001, 3.4354411E+001, 2.8039509E+001
 5.0100000E+003, 6.8883541E+001, 2.6334126E+001, 3.4376601E+001, 2.8053144E+001
 5.0200000E+003, 6.8890871E+001, 2.6343264E+001, 3.4398767E+001, 2.8066794E+001
 5.0300000E+003, 6.8898180E+001, 2.6352431E+001, 3.4420908E+001, 2.8080457E+001
 5.0400000E+003, 6.8905469E+001, 2.6361626E+001, 3.4443025E+001, 2.8094135E+001
 5.0500000E+003, 6.8912736E+001, 2.6370849E+001, 3.4465118E+001, 2.8107827E+001
 5.0600000E+003, 6.8919984E+001, 2.6380100E+001, 3.4487186E+001, 2.8121534E+001
 5.0700000E+003, 6.8927211E+001, 2.6389379E+001, 3.4509231E+001, 2.8135254E+001
 5.0800000E+003, 6.8934418E+001, 2.6398686E+001, 3.4531251E+001, 2.8148988E+001
 5.0900000E+003, 6.8941604E+001, 2.6408020E+001, 3.4553247E+001, 2.8162737E+001
 5.1000000E+003, 6.8948770E+001, 2.6417382E+001, 3.4575219E+001, 2.8176499E+001
 5.1100000E+003, 6.8955917E+001, 2.6426772E+001, 3.4597167E+001, 2.8190274E+001
 5.1200000E+003, 6.8963043E+001, 2.6436189E+001, 3.4619091E+001, 2.8204064E+001
 5.1300000E+003, 6.8970150E+001, 2.6445633E+001, 3.4640991E+001, 2.8217867E+001
 5.1400000E+003, 6.8977237E+001, 2.6455105E+001, 3.4662867E+001, 2.8231683E+001
 5.1500000E+003, 6.8984304E+001, 2.6464605E+001, 3.4684719E+001, 2.8245513E+001
 5.1600000E+003, 6.8991352E+001, 2.6474131E+001, 3.4706546E+001, 2.8259356E+001
 5.1700000E+003, 6.8998380E+001, 2.6483685E+001, 3.4728350E+001, 2.8273212E+001
 5.1800000E+003, 6.9005389E+001, 2.6493265E+001, 3.4750130E+001, 2.8287081E+001
 5.1900000E+003, 6.9012379E+001, 2.6502873E+001, 3.4771886E+001, 2.8300964E+001
 5.2000000E+003, 6.9019350E+001, 2.6512507E+001, 3.4793619E+001, 2.8314859E+001
 5.2100000E+003, 6.9026301E+001, 2.6522169E+001, 3.4815327E+001, 2.8328767E+001
 5.2200000E+003, 6.9033234E+001, 2.6531857E+001, 3.4837012E+001, 2.8342689E+001
 5.2300000E+003, 6.9040147E+001, 2.6541571E+001, 3.4858672E+001, 2.8356623E+001
 5.2400000E+003, 6.9047042E+001, 2.6551312E+001, 3.4880309E+001, 2.8370569E+001
 5.2500000E+003, 6.9053918E+001, 2.6561080E+001, 3.4901923E+001, 2.8384528E+001
 5.2600000E+003, 6.9060775E+001, 2.6570874E+001, 3.4923512E+001, 2.8398500E+001
 5.2700000E+003, 6.9067614E+001, 2.6580695E+001, 3.4945078E+001, 2.8412484E+001
 5.2800000E+003, 6.9074434E+001, 2.6590542E+001, 3.4966621E+001, 2.8426480E+001
 5.2900000E+003, 6.9081236E+001, 2.6600414E+001, 3.4988139E+001, 2.8440489E+001
 5.3000000E+003, 6.9088020E+001, 2.6610313E+001, 3.5009634E+001, 2.8454510E+001
 5.3100000E+003, 6.9094785E+001, 2.6620239E+001, 3.5031106E+001, 2.8468543E+001
 5.3200000E+003, 6.9101532E+001, 2.6630189E+001, 3.5052554E+001, 2.8482588E+001
 5.3300000E+003, 6.9108261E+001, 2.6640166E+001, 3.5073978E+001, 2.8496645E+001
 5.3400000E+003, 6.9114972E+001, 2.6650169E+001, 3.5095379E+001, 2.8510714E+001
 5.3500000E+003, 6.9121665E+001, 2.6660197E+001, 3.5116757E+001, 2.8524795E+001
 5.3600000E+003, 6.9128341E+001, 2.6670251E+001, 3.5138111E+001, 2.8538887E+001
 5.3700000E+003, 6.9134998E+001, 2.6680331E+001, 3.5159442E+001, 2.8552992E+001
 5.3800000E+003, 6.9141638E+001, 2.6690436E+001, 3.5180749E+001, 2.8567107E+001
 5.3900000E+003, 6.9148261E+001, 2.6700566E+001, 3.5202033E+001, 2.8581235E+001
 5.4000000E+003, 6.9154865E+001, 2.6710722E+001, 3.5223294E+001, 2.8595374E+001
 5.4100000E+003, 6.9161453E+001, 2.6720903E+001, 3.5244532E+001, 2.8609524E+001
 5.4200000E+003, 6.9168023E+001, 2.6731109E+001, 3.5265746E+001, 2.8623685E+001
 5.4300000E+003, 6.9174576E+001, 2.6741340E+001, 3.5286937E+001, 2.8637858E+001
 5.4400000E+003, 6.9181111E+001, 2.6751596E+001, 3.5308105E+001, 2.8652042E+001
 5.4500000E+003, 6.9187630E+001, 2.6761877E+001, 3.5329250E+001, 2.8666237E+001
 5.4600000E+003, 6.9194131E+001, 2.6772183E+001, 3.5350372E+001, 2.8680443E+001
 5.4700000E+003, 6.9200616E+001, 2.6782513E+001, 3.5371471E+001, 2.8694660E+001
 5.4800000E+003, 6.9207083E+001, 2.6792868E+001, 3.5392546E+001, 2.8708888E+001
 5.4900000E+003, 6.9213534E+001, 2.6803248E+001, 3.5413599E+001, 2.8723127E+001
 5.5000000E+003, 6.9219968E+001, 2.6813652E+001, 3.5434629E+001, 2.8737377E+001
 5.5100000E+003, 6.9226385E+001, 2.6824081E+001, 3.5455635E+001, 2.8751637E+001
 5.5200000E+003, 6.9232786E+001, 2.6834534E+001, 3.5476619E+001, 2.8765908E+001
 5.5300000E+003, 6.9239170E+001, 2.6845012E+001, 3.5497580E+001, 2.8780189E+001
 5.5400000E+003, 6.9245538E+001, 2.6855513E+001, 3.5518519E+001, 2.8794481E+001
 5.5500000E+003, 6.9251889E+001, 2.6866039E+001, 3.5539434E+001, 2.8808783E+001
