s,C,C,C,C
Time,"Tz0mm","Tz100mm","Tz50mm","Tz75mm"
 5.5600000E+003, 6.9258224E+001, 2.6876588E+001, 3.5560327E+001, 2.8823096E+001
 5.5700000E+003, 6.9264543E+001, 2.6887162E+001, 3.5581196E+001, 2.8837419E+001
 5.5800000E+003, 6.9270845E+001, 2.6897760E+001, 3.5602044E+001, 2.8851752E+001
 5.5900000E+003, 6.9277132E+001, 2.6908381E+001, 3.5622868E+001, 2.8866095E+001
 5.6000000E+003, 6.9283402E+001, 2.6919026E+001, 3.5643670E+001, 2.8880448E+001
 5.6100000E+003, 6.9289657E+001, 2.6929694E+001, 3.5664450E+001, 2.8894812E+001
 5.6200000E+003, 6.9295896E+001, 2.6940386E+001, 3.5685206E+001, 2.8909185E+001
 5.6300000E+003, 6.9302118E+001, 2.6951102E+001, 3.5705941E+001, 2.8923568E+001
 5.6400000E+003, 6.9308325E+001, 2.6961841E+001, 3.5726652E+001, 2.8937961E+001
 5.6500000E+003, 6.9314517E+001, 2.6972603E+001, 3.5747342E+001, 2.8952364E+001
 5.6600000E+003, 6.9320693E+001, 2.6983389E+001, 3.5768009E+001, 2.8966777E+001
 5.6700000E+003, 6.9326853E+001, 2.6994198E+001, 3.5788653E+001, 2.8981199E+001
 5.6800000E+003, 6.9332997E+001, 2.7005029E+001, 3.5809275E+001, 2.8995630E+001
 5.6900000E+003, 6.9339127E+001, 2.7015884E+001, 3.5829875E+001, 2.9010071E+001
 5.7000000E+003, 6.9345241E+001, 2.7026762E+001, 3.5850453E+001, 2.9024522E+001
 5.7100000E+003, 6.9351339E+001, 2.7037662E+001, 3.5871008E+001, 2.9038982E+001
 5.7200000E+003, 6.9357423E+001, 2.7048585E+001, 3.5891542E+001, 2.9053451E+001
 5.7300000E+003, 6.9363491E+001, 2.7059531E+001, 3.5912053E+001, 2.9067930E+001
 5.7400000E+003, 6.9369544E+001, 2.7070500E+001, 3.5932542E+001, 2.9082418E+001
 5.7500000E+003, 6.9375582E+001, 2.7081491E+001, 3.5953008E+001, 2.9096914E+001
 5.7600000E+003, 6.9381605E+001, 2.7092504E+001, 3.5973453E+001, 2.9111420E+001
 5.7700000E+003, 6.9387614E+001, 2.7103540E+001, 3.5993876E+001, 2.9125935E+001
 5.7800000E+003, 6.9393607E+001, 2.7114598E+001, 3.6014277E+001, 2.9140459E+001
 5.7900000E+003, 6.9399586E+001, 2.7125678E+001, 3.6034656E+001, 2.9154992E+001
 5.8000000E+003, 6.9405550E+001, 2.7136781E+001, 3.6055013E+001, 2.9169533E+001
 5.8100000E+003, 6.9411499E+001, 2.7147905E+001, 3.6075348E+001, 2.9184084E+001
 5.8200000E+003, 6.9417434E+001, 2.7159051E+001, 3.6095661E+001, 2.9198643E+001
 5.8300000E+003, 6.9423354E+001, 2.7170220E+001, 3.6115952E+001, 2.9213210E+001
 5.8400000E+003, 6.9429259E+001, 2.7181410E+001, 3.6136222E+001, 2.9227786E+001
 5.8500000E+003, 6.9435151E+001, 2.7192622E+001, 3.6156470E+001, 2.9242371E+001
 5.8600000E+003, 6.9441028E+001, 2.7203855E+001, 3.6176697E+001, 2.9256964E+001
 5.8700000E+003, 6.9446890E+001, 2.7215110E+001, 3.6196901E+001, 2.9271566E+001
 5.8800000E+003, 6.9452739E+001, 2.7226386E+001, 3.6217084E+001, 2.9286176E+001
 5.8900000E+003, 6.9458573E+001, 2.7237684E+001, 3.6237246E+001, 2.9300794E+001
 5.9000000E+003, 6.9464393E+001, 2.7249003E+001, 3.6257386E+001, 2.9315421E+001
 5.9100000E+003, 6.9470199E+001, 2.7260344E+001, 3.6277504E+001, 2.9330055E+001
 5.9200000E+003, 6.9475991E+001, 2.7271706E+001, 3.6297602E+001, 2.9344698E+001
 5.9300000E+003, 6.9481769E+001, 2.7283088E+001, 3.6317677E+001, 2.9359349E+001
 5.9400000E+003, 6.9487533E+001, 2.7294492E+001, 3.6337732E+001, 2.9374008E+001
 5.9500000E+003, 6.9493284E+001, 2.7305917E+001, 3.6357764E+001, 2.9388675E+001
 5.9600000E+003, 6.9499020E+001, 2.7317362E+001, 3.6377776E+001, 2.9403349E+001
 5.9700000E+003, 6.9504743E+001, 2.7328828E+001, 3.6397767E+001, 2.9418032E+001
 5.9800000E+003, 6.9510453E+001, 2.7340315E+001, 3.6417736E+001, 2.9432722E+001
 5.9900000E+003, 6.9516148E+001, 2.7351823E+001, 3.6437684E+001, 2.9447420E+001
 6.0000000E+003, 6.9521831E+001, 2.7363351E+001, 3.6457611E+001, 2.9462126E+001
 6.0100000E+003, 6.9527499E+001, 2.7374900E+001, 3.6477516E+001, 2.9476839E+001
 6.0200000E+003, 6.9533154E+001, 2.7386469E+001, 3.6497401E+001, 2.9491560E+001
 6.0300000E+003, 6.9538796E+001, 2.7398058E+001, 3.6517265E+001, 2.9506288E+001
 6.0400000E+003, 6.9544425E+001, 2.7409668E+001, 3.6537107E+001, 2.9521024E+001
 6.0500000E+003, 6.9550040E+001, 2.7421298E+001, 3.6556929E+001, 2.9535768E+001
 6.0600000E+003, 6.9555642E+001, 2.7432948E+001, 3.6576730E+001, 2.9550518E+001
 6.0700000E+003, 6.9561231E+001, 2.7444618E+001, 3.6596510E+001, 2.9565276E+001
 6.0800000E+003, 6.9566807E+001, 2.7456307E+001, 3.6616269E+001, 2.9580041E+001
 6.0900000E+003, 6.9572369E+001, 2.7468017E+001, 3.6636007E+001, 2.9594813E+001
 6.1000000E+003, 6.9577919E+001, 2.7479747E+001, 3.6655725E+001, 2.9609593E+001
 6.1100000E+003, 6.9583456E+001, 2.7491496E+001, 3.6675422E+001, 2.9624379E+001
 6.1200000E+003, 6.9588980E+001, 2.7503264E+001, 3.6695098E+001, 2.9639173E+001
 6.1300000E+003, 6.9594491E+001, 2.7515053E+001, 3.6714753E+001, 2.9653974E+001
 6.1400000E+003, 6.9599989E+001, 2.7526861E+001, 3.6734388E+001, 2.9668781E+001
 6.1500000E+003, 6.9605475E+001, 2.7538688E+001, 3.6754002E+001, 2.9683595E+001
 6.1600000E+003, 6.9610947E+001, 2.7550534E+001, 3.6773596E+001, 2.9698417E+001
 6.1700000E+003, 6.9616408E+001, 2.7562400E+001, 3.6793170E+001, 2.9713244E+001
 6.1800000E+003, 6.9621855E+001, 2.7574285E+001, 3.6812723E+001, 2.9728079E+001
 6.1900000E+003, 6.9627290E+001, 2.7586189E+001, 3.6832255E+001, 2.9742920E+001
 6.2000000E+003, 6.9632713E+001, 2.7598112E+001, 3.6851767E+001, 2.9757768E+001
 6.2100000E+003, 6.9638123E+001, 2.7610054E+001, 3.6871259E+001, 2.9772623E+001
 6.2200000E+003, 6.9643521E+001, 2.7622015E+001, 3.6890730E+001, 2.9787484E+001
 6.2300000E+003, 6.9648906E+001, 2.7633995E+001, 3.6910182E+001, 2.9802351E+001
 6.2400000E+003, 6.9654279E+001, 2.7645993E+001, 3.6929613E+001, 2.9817225E+001
 6.2500000E+003, 6.9659640E+001, 2.7658010E+001, 3.6949024E+001, 2.9832106E+001
 6.2600000E+003, 6.9664988E+001, 2.7670046E+001, 3.6968414E+001, 2.9846992E+001
 6.2700000E+003, 6.9670325E+001, 2.7682100E+001, 3.6987785E+001, 2.9861885E+001
 6.2800000E+003, 6.9675649E+001, 2.7694173E+001, 3.7007136E+001, 2.9876784E+001
 6.2900000E+003, 6.9680962E+001, 2.7706264E+001, 3.7026466E+001, 2.9891690E+001
 6.3000000E+003, 6.9686262E+001, 2.7718373E+001, 3.7045777E+001, 2.9906601E+001
 6.3100000E+003, 6.9691550E+001, 2.7730500E+001, 3.7065067E+001, 2.9921519E+001
 6.3200000E+003, 6.9696827E+001, 2.7742646E+001, 3.7084338E+001, 2.9936442E+001
 6.3300000E+003, 6.9702092E+001, 2.7754809E+001, 3.7103589E+001, 2.9951372E+001
 6.3400000E+003, 6.9707344E+001, 2.7766991E+001, 3.7122820E+001, 2.9966307E+001
 6.3500000E+003, 6.9712585E+001, 2.7779190E+001, 3.7142031E+001, 2.9981249E+001
 6.3600000E+003, 6.9717815E+001, 2.7791408E+001, 3.7161223E+001, 2.9996196E+001
 6.3700000E+003, 6.9723032E+001, 2.7803643E+001, 3.7180395E+001, 3.0011149E+001
 6.3800000E+003, 6.9728238E+001, 2.7815896E+001, 3.7199547E+001, 3.0026108E+001
 6.3900000E+003, 6.9733433E+001, 2.7828166E+001, 3.7218680E+001, 3.0041072E+001
 6.4000000E+003, 6.9738616E+001, 2.7840454E+001, 3.7237792E+001, 3.0056042E+001
 6.4100000E+003, 6.9743787E+001, 2.7852759E+001, 3.7256886E+001, 3.0071018E+001
 6.4200000E+003, 6.9748947E+001, 2.7865082E+001, 3.7275960E+001, 3.0085999E+001
 6.4300000E+003, 6.9754095E+001, 2.7877422E+001, 3.7295014E+001, 3.0100986E+001
 6.4400000E+003, 6.9759233E+001, 2.7889779E+001, 3.7314049E+001, 3.0115978E+001
 6.4500000E+003, 6.9764358E+001, 2.7902154E+001, 3.7333065E+001, 3.0130976E+001
 6.4600000E+003, 6.9769473E+001, 2.7914546E+001, 3.7352061E+001, 3.0145979E+001
 6.4700000E+003, 6.9774576E+001, 2.7926954E+001, 3.7371038E+001, 3.0160988E+001
 6.4800000E+003, 6.9779668E+001, 2.7939380E+001, 3.7389996E+001, 3.0176002E+001
 6.4900000E+003, 6.9784749E+001, 2.7951822E+001, 3.7408934E+001, 3.0191021E+001
 6.5000000E+003, 6.9789819E+001, 2.7964282E+001, 3.7427854E+001, 3.0206045E+001
 6.5100000E+003, 6.9794878E+001, 2.7976758E+001, 3.7446754E+001, 3.0221074E+001
 6.5200000E+003, 6.9799926E+001, 2.7989251E+001, 3.7465635E+001, 3.0236109E+001
 6.5300000E+003, 6.9804963E+001, 2.8001760E+001, 3.7484496E+001, 3.0251149E+001
 6.5400000E+003, 6.9809988E+001, 2.8014286E+001, 3.7503339E+001, 3.0266193E+001
 6.5500000E+003, 6.9815003E+001, 2.8026828E+001, 3.7522163E+001, 3.0281243E+001
 6.5600000E+003, 6.9820008E+001, 2.8039387E+001, 3.7540968E+001, 3.0296298E+001
 6.5700000E+003, 6.9825001E+001, 2.8051962E+001, 3.7559754E+001, 3.0311357E+001
 6.5800000E+003, 6.9829983E+001, 2.8064554E+001, 3.7578521E+001, 3.0326421E+001
 6.5900000E+003, 6.9834955E+001, 2.8077161E+001, 3.7597269E+001, 3.0341491E+001
 6.6000000E+003, 6.9839916E+001, 2.8089785E+001, 3.7615999E+001, 3.0356565E+001
 6.6100000E+003, 6.9844867E+001, 2.8102425E+001, 3.7634709E+001, 3.0371643E+001
 6.6200000E+003, 6.9849807E+001, 2.8115080E+001, 3.7653401E+001, 3.0386727E+001
 6.6300000E+003, 6.9854736E+001, 2.8127752E+001, 3.7672074E+001, 3.0401815E+001
 6.6400000E+003, 6.9859655E+001, 2.8140440E+001, 3.7690729E+001, 3.0416908E+001
 6.6500000E+003, 6.9864563E+001, 2.8153143E+001, 3.7709365E+001, 3.0432005E+001
 6.6600000E+003, 6.9869461E+001, 2.8165862E+001, 3.7727982E+001, 3.0447107E+001
 6.6700000E+003, 6.9874349E+001, 2.8178596E+001, 3.7746581E+001, 3.0462213E+001
 6.6800000E+003, 6.9879226E+001, 2.8191346E+001, 3.7765161E+001, 3.0477324E+001
 6.6900000E+003, 6.9884092E+001, 2.8204112E+001, 3.7783723E+001, 3.0492439E+001
 6.7000000E+003, 6.9888949E+001, 2.8216893E+001, 3.7802267E+001, 3.0507558E+001
 6.7100000E+003, 6.9893795E+001, 2.8229690E+001, 3.7820792E+001, 3.0522682E+001
 6.7200000E+003, 6.9898631E+001, 2.8242501E+001, 3.7839298E+001, 3.0537810E+001
 6.7300000E+003, 6.9903457E+001, 2.8255328E+001, 3.7857787E+001, 3.0552943E+001
 6.7400000E+003, 6.9908273E+001, 2.8268170E+001, 3.7876257E+001, 3.0568079E+001
 6.7500000E+003, 6.9913078E+001, 2.8281027E+001, 3.7894709E+001, 3.0583220E+001
 6.7600000E+003, 6.9917874E+001, 2.8293900E+001, 3.7913142E+001, 3.0598365E+001
 6.7700000E+003, 6.9922659E+001, 2.8306787E+001, 3.7931558E+001, 3.0613514E+001
 6.7800000E+003, 6.9927435E+001, 2.8319689E+001, 3.7949955E+001, 3.0628667E+001
 6.7900000E+003, 6.9932200E+001, 2.8332606E+001, 3.7968334E+001, 3.0643824E+001
 6.8000000E+003, 6.9936956E+001, 2.8345537E+001, 3.7986696E+001, 3.0658985E+001
 6.8100000E+003, 6.9941702E+001, 2.8358484E+001, 3.8005039E+001, 3.0674150E+001
 6.8200000E+003, 6.9946438E+001, 2.8371444E+001, 3.8023364E+001, 3.0689319E+001
 6.8300000E+003, 6.9951164E+001, 2.8384420E+001, 3.8041671E+001, 3.0704492E+001
 6.8400000E+003, 6.9955880E+001, 2.8397410E+001, 3.8059961E+001, 3.0719669E+001
 6.8500000E+003, 6.9960587E+001, 2.8410414E+001, 3.8078232E+001, 3.0734849E+001
 6.8600000E+003, 6.9965284E+001, 2.8423433E+001, 3.8096486E+001, 3.0750033E+001
 6.8700000E+003, 6.9969971E+001, 2.8436466E+001, 3.8114722E+001, 3.0765221E+001
 6.8800000E+003, 6.9974649E+001, 2.8449513E+001, 3.8132940E+001, 3.0780412E+001
 6.8900000E+003, 6.9979317E+001, 2.8462575E+001, 3.8151141E+001, 3.0795607E+001
 6.9000000E+003, 6.9983975E+001, 2.8475650E+001, 3.8169323E+001, 3.0810806E+001
 6.9100000E+003, 6.9988624E+001, 2.8488740E+001, 3.8187489E+001, 3.0826008E+001
 6.9200000E+003, 6.9993264E+001, 2.8501843E+001, 3.8205636E+001, 3.0841214E+001
 6.9300000E+003, 6.9997894E+001, 2.8514960E+001, 3.8223766E+001, 3.0856423E+001
 6.9400000E+003, 7.0002515E+001, 2.8528092E+001, 3.8241879E+001, 3.0871636E+001
 6.9500000E+003, 7.0007126E+001, 2.8541237E+001, 3.8259974E+001, 3.0886852E+001
 6.9600000E+003, 7.0011728E+001, 2.8554395E+001, 3.8278051E+001, 3.0902072E+001
 6.9700000E+003, 7.0016321E+001, 2.8567568E+001, 3.8296111E+001, 3.0917295E+001
 6.9800000E+003, 7.0020904E+001, 2.8580753E+001, 3.8314154E+001, 3.0932521E+001
 6.9900000E+003, 7.0025478E+001, 2.8593953E+001, 3.8332180E+001, 3.0947750E+001
 7.0000000E+003, 7.0030043E+001, 2.8607166E+001, 3.8350188E+001, 3.0962983E+001
 7.0100000E+003, 7.0034599E+001, 2.8620392E+001, 3.8368179E+001, 3.0978219E+001
 7.0200000E+003, 7.0039145E+001, 2.8633631E+001, 3.8386152E+001, 3.0993458E+001
 7.0300000E+003, 7.0043683E+001, 2.8646884E+001, 3.8404109E+001, 3.1008700E+001
 7.0400000E+003, 7.0048211E+001, 2.8660150E+001, 3.8422048E+001, 3.1023946E+001
 7.0500000E+003, 7.0052731E+001, 2.8673429E+001, 3.8439970E+001, 3.1039194E+001
 7.0600000E+003, 7.0057241E+001, 2.8686722E+001, 3.8457875E+001, 3.1054445E+001
 7.0700000E+003, 7.0061742E+001, 2.8700027E+001, 3.8475763E+001, 3.1069700E+001
 7.0800000E+003, 7.0066235E+001, 2.8713345E+001, 3.8493634E+001, 3.1084957E+001
 7.0900000E+003, 7.0070718E+001, 2.8726676E+001, 3.8511488E+001, 3.1100217E+001
 7.1000000E+003, 7.0075193E+001, 2.8740020E+001, 3.8529325E+001, 3.1115481E+001
 7.1100000E+003, 7.0079659E+001, 2.8753377E+001, 3.8547145E+001, 3.1130747E+001
 7.1200000E+003, 7.0084116E+001, 2.8766746E+001, 3.8564949E+001, 3.1146015E+001
 7.1300000E+003, 7.0088564E+001, 2.8780128E+001, 3.8582735E+001, 3.1161287E+001
 7.1400000E+003, 7.0093003E+001, 2.8793523E+001, 3.8600505E+001, 3.1176561E+001
 7.1500000E+003, 7.0097434E+001, 2.8806930E+001, 3.8618258E+001, 3.1191838E+001
 7.1600000E+003, 7.0101856E+001, 2.8820349E+001, 3.8635994E+001, 3.1207118E+001
 7.1700000E+003, 7.0106269E+001, 2.8833781E+001, 3.8653713E+001, 3.1222401E+001
 7.1800000E+003, 7.0110674E+001, 2.8847225E+001, 3.8671416E+001, 3.1237686E+001
 7.1900000E+003, 7.0115070E+001, 2.8860682E+001, 3.8689102E+001, 3.1252973E+001
 7.2000000E+003, 7.0119458E+001, 2.8874150E+001, 3.8706772E+001, 3.1268264E+001
 7.2100000E+003, 7.0123837E+001, 2.8887631E+001, 3.8724425E+001, 3.1283556E+001
 7.2200000E+003, 7.0128207E+001, 2.8901124E+001, 3.8742062E+001, 3.1298852E+001
 7.2300000E+003, 7.0132569E+001, 2.8914629E+001, 3.8759682E+001, 3.1314149E+001
 7.2400000E+003, 7.0136923E+001, 2.8928146E+001, 3.8777285E+001, 3.1329450E+001
 7.2500000E+003, 7.0141268E+001, 2.8941675E+001, 3.8794873E+001, 3.1344752E+001
 7.2600000E+003, 7.0145605E+001, 2.8955216E+001, 3.8812444E+001, 3.1360057E+001
 7.2700000E+003, 7.0149933E+001, 2.8968768E+001, 3.8829998E+001, 3.1375364E+001
 7.2800000E+003, 7.0154254E+001, 2.8982333E+001, 3.8847536E+001, 3.1390674E+001
 7.2900000E+003, 7.0158565E+001, 2.8995909E+001, 3.8865058E+001, 3.1405986E+001
 7.3000000E+003, 7.0162869E+001, 2.9009496E+001, 3.8882564E+001, 3.1421300E+001
 7.3100000E+003, 7.0167164E+001, 2.9023095E+001, 3.8900054E+001, 3.1436616E+001
 7.3200000E+003, 7.0171451E+001, 2.9036706E+001, 3.8917527E+001, 3.1451934E+001
 7.3300000E+003, 7.0175730E+001, 2.9050328E+001, 3.8934984E+001, 3.1467255E+001
 7.3400000E+003, 7.0180001E+001, 2.9063961E+001, 3.8952425E+001, 3.1482578E+001
 7.3500000E+003, 7.0184264E+001, 2.9077606E+001, 3.8969850E+001, 3.1497902E+001
 7.3600000E+003, 7.0188518E+001, 2.9091262E+001, 3.8987259E+001, 3.1513229E+001
 7.3700000E+003, 7.0192765E+001, 2.9104929E+001, 3.9004653E+001, 3.1528558E+001
 7.3800000E+003, 7.0197003E+001, 2.9118608E+001, 3.9022030E+001, 3.1543889E+001
 7.3900000E+003, 7.0201234E+001, 2.9132297E+001, 3.9039391E+001, 3.1559222E+001
 7.4000000E+003, 7.0205456E+001, 2.9145998E+001, 3.9056736E+001, 3.1574557E+001
 7.4100000E+003, 7.0209671E+001, 2.9159709E+001, 3.9074066E+001, 3.1589893E+001
 7.4200000E+003, 7.0213877E+001, 2.9173432E+001, 3.9091379E+001, 3.1605232E+001
 7.4300000E+003, 7.0218076E+001, 2.9187165E+001, 3.9108677E+001, 3.1620572E+001
 7.4400000E+003, 7.0222267E+001, 2.9200909E+001, 3.9125959E+001, 3.1635915E+001
 7.4500000E+003, 7.0226450E+001, 2.9214664E+001, 3.9143226E+001, 3.1651259E+001
 7.4600000E+003, 7.0230625E+001, 2.9228429E+001, 3.9160476E+001, 3.1666604E+001
 7.4700000E+003, 7.0234792E+001, 2.9242205E+001, 3.9177711E+001, 3.1681952E+001
 7.4800000E+003, 7.0238952E+001, 2.9255992E+001, 3.9194931E+001, 3.1697301E+001
 7.4900000E+003, 7.0243103E+001, 2.9269790E+001, 3.9212135E+001, 3.1712652E+001
 7.5000000E+003, 7.0247248E+001, 2.9283597E+001, 3.9229323E+001, 3.1728005E+001
