t,001_N_ITERATIONS( 0.0050_ 0.0000_ 0.0000),002_TEMPERATURE( 0.0000_ 0.0000_ 0.0000),003_TEMPERATURE( 0.0080_ 0.0000_ 0.0000),004_TEMPERATURE( 0.0160_ 0.0000_ 0.0000),005_TEMPERATURE( 0.0400_ 0.0000_ 0.0000),
       186.0000,        1.0000000,      114.0142535,       53.7012067,       32.2373072,       26.8541239,
       187.0000,        1.0000000,      114.2482579,       53.8729747,       32.3052443,       26.8543298,
       188.0000,        1.0000000,      114.4816374,       54.0445668,       32.3734484,       26.8545439,
       189.0000,        1.0000000,      114.7143971,       54.2159825,       32.4419167,       26.8547662,
       190.0000,        1.0000000,      114.9465417,       54.3872216,       32.5106465,       26.8549971,
       191.0000,        1.0000000,      115.1780763,       54.5582837,       32.5796351,       26.8552367,
       192.0000,        1.0000000,      115.4090055,       54.7291685,       32.6488797,       26.8554853,
       193.0000,        1.0000000,      115.6393341,       54.8998757,       32.7183777,       26.8557432,
       194.0000,        1.0000000,      115.8690667,       55.0704049,       32.7881265,       26.8560106,
       195.0000,        1.0000000,      116.0982080,       55.2407561,       32.8581234,       26.8562877,
       196.0000,        1.0000000,      116.3267625,       55.4109289,       32.9283659,       26.8565747,
       197.0000,        1.0000000,      116.5547347,       55.5809231,       32.9988513,       26.8568720,
       198.0000,        1.0000000,      116.7821289,       55.7507385,       33.0695772,       26.8571797,
       199.0000,        1.0000000,      117.0089497,       55.9203750,       33.1405410,       26.8574982,
       200.0000,        1.0000000,      117.2352013,       56.0898323,       33.2117402,       26.8578276,
       201.0000,        1.0000000,      117.4608879,       56.2591104,       33.2831724,       26.8581682,
       202.0000,        1.0000000,      117.6860137,       56.4282091,       33.3548350,       26.8585204,
       203.0000,        1.0000000,      117.9105831,       56.5971284,       33.4267257,       26.8588843,
       204.0000,        1.0000000,      118.1345999,       56.7658680,       33.4988421,       26.8592602,
       205.0000,        1.0000000,      118.3580684,       56.9344280,       33.5711818,       26.8596484,
       206.0000,        1.0000000,      118.5809924,       57.1028082,       33.6437425,       26.8600492,
       207.0000,        1.0000000,      118.8033760,       57.2710087,       33.7165217,       26.8604628,
       208.0000,        1.0000000,      119.0252231,       57.4390293,       33.7895172,       26.8608896,
       209.0000,        1.0000000,      119.2465376,       57.6068700,       33.8627268,       26.8613297,
       210.0000,        1.0000000,      119.4673231,       57.7745309,       33.9361481,       26.8617835,
       211.0000,        1.0000000,      119.6875837,       57.9420120,       34.0097788,       26.8622513,
       212.0000,        1.0000000,      119.9073228,       58.1093131,       34.0836169,       26.8627333,
       213.0000,        1.0000000,      120.1265444,       58.2764345,       34.1576601,       26.8632299,
       214.0000,        1.0000000,      120.3452519,       58.4433761,       34.2319061,       26.8637413,
       215.0000,        1.0000000,      120.5634490,       58.6101379,       34.3063529,       26.8642677,
       216.0000,        1.0000000,      120.7811392,       58.7767200,       34.3809983,       26.8648097,
       217.0000,        1.0000000,      120.9983261,       58.9431225,       34.4558403,       26.8653673,
       218.0000,        1.0000000,      121.2150131,       59.1093454,       34.5308766,       26.8659409,
       219.0000,        1.0000000,      121.4312037,       59.2753889,       34.6061052,       26.8665308,
       220.0000,        1.0000000,      121.6469013,       59.4412531,       34.6815242,       26.8671374,
       221.0000,        1.0000000,      121.8621091,       59.6069379,       34.7571313,       26.8677608,
       222.0000,        1.0000000,      122.0768307,       59.7724437,       34.8329248,       26.8684015,
       223.0000,        1.0000000,      122.2910691,       59.9377704,       34.9089024,       26.8690597,
       224.0000,        1.0000000,      122.5048277,       60.1029182,       34.9850623,       26.8697357,
       225.0000,        1.0000000,      122.7181097,       60.2678873,       35.0614026,       26.8704299,
       226.0000,        1.0000000,      122.9309183,       60.4326778,       35.1379212,       26.8711426,
       227.0000,        1.0000000,      123.1432565,       60.5972899,       35.2146163,       26.8718740,
       228.0000,        1.0000000,      123.3551275,       60.7617237,       35.2914860,       26.8726245,
       229.0000,        1.0000000,      123.5665345,       60.9259794,       35.3685283,       26.8733944,
       230.0000,        1.0000000,      123.7774803,       61.0900571,       35.4457416,       26.8741841,
       231.0000,        1.0000000,      123.9879680,       61.2539572,       35.5231238,       26.8749938,
       232.0000,        1.0000000,      124.1980006,       61.4176796,       35.6006731,       26.8758238,
       233.0000,        1.0000000,      124.4075810,       61.5812248,       35.6783879,       26.8766746,
       234.0000,        1.0000000,      124.6167122,       61.7445927,       35.7562662,       26.8775464,
       235.0000,        1.0000000,      124.8253969,       61.9077838,       35.8343064,       26.8784395,
       236.0000,        1.0000000,      125.0336381,       62.0707981,       35.9125067,       26.8793543,
       237.0000,        1.0000000,      125.2414386,       62.2336359,       35.9908652,       26.8802911,
       238.0000,        1.0000000,      125.4488011,       62.3962975,       36.0693804,       26.8812502,
       239.0000,        1.0000000,      125.6557285,       62.5587830,       36.1480506,       26.8822319,
       240.0000,        1.0000000,      125.8622234,       62.7210927,       36.2268739,       26.8832366,
       241.0000,        1.0000000,      126.0682885,       62.8832268,       36.3058489,       26.8842647,
       242.0000,        1.0000000,      126.2739265,       63.0451857,       36.3849737,       26.8853164,
       243.0000,        1.0000000,      126.4791401,       63.2069694,       36.4642469,       26.8863921,
       244.0000,        1.0000000,      126.6839319,       63.3685784,       36.5436667,       26.8874920,
       245.0000,        1.0000000,      126.8883044,       63.5300128,       36.6232317,       26.8886167,
       246.0000,        1.0000000,      127.0922602,       63.6912730,       36.7029401,       26.8897663,
       247.0000,        1.0000000,      127.2958020,       63.8523591,       36.7827904,       26.8909412,
       248.0000,        1.0000000,      127.4989321,       64.0132715,       36.8627812,       26.8921418,
       249.0000,        1.0000000,      127.7016530,       64.1740104,       36.9429107,       26.8933684,
       250.0000,        1.0000000,      127.9039673,       64.3345762,       37.0231776,       26.8946213,
       251.0000,        1.0000000,      128.1058774,       64.4949690,       37.1035803,       26.8959009,
       252.0000,        1.0000000,      128.3073857,       64.6551893,       37.1841173,       26.8972075,
