t,001_TEMPERATURE( 0.0000_ 0.0000_ 0.0000),002_MLR( 0.0000_ 0.0000_ 0.0000),003_YI( 0.0000_ 0.0000_ 0.0000),004_REACTION_RATE_K( 0.0000_ 0.0000_ 0.0000),
      4520.0000,      403.5166667,        0.0000000,        1.0000000,        0.0000000,
      4530.0000,      404.3500000,        0.0000000,        1.0000000,        0.0000000,
      4540.0000,      405.1833334,        0.0000000,        1.0000000,        0.0000000,
      4550.0000,      406.0166667,        0.0000000,        1.0000000,        0.0000000,
      4560.0000,      406.8500000,        0.0000000,        1.0000000,        0.0000000,
      4570.0000,      407.6833334,        0.0000000,        1.0000000,        0.0000000,
      4580.0000,      408.5166667,        0.0000000,        1.0000000,        0.0000000,
      4590.0000,      409.3500000,        0.0000000,        1.0000000,        0.0000000,
      4600.0000,      410.1833334,        0.0000000,        1.0000000,        0.0000000,
      4610.0000,      411.0166667,        0.0000000,        1.0000000,        0.0000000,
      4620.0000,      411.8500000,        0.0000000,        1.0000000,        0.0000000,
      4630.0000,      412.6833334,        0.0000000,        1.0000000,        0.0000000,
      4640.0000,      413.5166667,        0.0000000,        1.0000000,        0.0000000,
      4650.0000,      414.3500000,        0.0000000,        1.0000000,        0.0000000,
      4660.0000,      415.1833334,        0.0000000,        1.0000000,        0.0000000,
      4670.0000,      416.0166667,        0.0000000,        1.0000000,        0.0000000,
      4680.0000,      416.8500000,        0.0000000,        1.0000000,        0.0000000,
      4690.0000,      417.6833334,        0.0000000,        1.0000000,        0.0000000,
      4700.0000,      418.5166667,        0.0000000,        1.0000000,        0.0000000,
      4710.0000,      419.3500000,        0.0000000,        1.0000000,        0.0000000,
      4720.0000,      420.1833334,        0.0000000,        1.0000000,        0.0000000,
      4730.0000,      421.0166667,        0.0000000,        1.0000000,        0.0000000,
      4740.0000,      421.8500000,        0.0000000,        1.0000000,        0.0000000,
      4750.0000,      422.6833334,        0.0000000,        1.0000000,        0.0000000,
      4760.0000,      423.5166667,        0.0000000,        1.0000000,        0.0000000,
      4770.0000,      424.3500000,        0.0000000,        1.0000000,        0.0000000,
      4780.0000,      425.1833334,        0.0000000,        1.0000000,        0.0000000,
      4790.0000,      426.0166667,        0.0000000,        1.0000000,        0.0000000,
      4800.0000,      426.8500000,        0.0000000,        1.0000000,        0.0000000,
      4810.0000,      427.6833334,        0.0000000,        1.0000000,        0.0000000,
      4820.0000,      428.5166667,        0.0000000,        1.0000000,        0.0000000,
      4830.0000,      429.3500000,        0.0000000,        1.0000000,        0.0000000,
      4840.0000,      430.1833334,        0.0000000,        1.0000000,        0.0000000,
      4850.0000,      431.0166667,        0.0000000,        1.0000000,        0.0000000,
      4860.0000,      431.8500000,        0.0000000,        1.0000000,        0.0000000,
      4870.0000,      432.6833334,        0.0000000,        1.0000000,        0.0000000,
      4880.0000,      433.5166667,        0.0000000,        1.0000000,        0.0000000,
      4890.0000,      434.3500000,        0.0000000,        1.0000000,        0.0000000,
      4900.0000,      435.1833334,        0.0000000,        1.0000000,        0.0000000,
      4910.0000,      436.0166667,        0.0000000,        1.0000000,        0.0000000,
      4920.0000,      436.8500000,        0.0000000,        1.0000000,        0.0000000,
      4930.0000,      437.6833334,        0.0000000,        1.0000000,        0.0000000,
      4940.0000,      438.5166667,        0.0000000,        1.0000000,        0.0000000,
      4950.0000,      439.3500000,        0.0000000,        1.0000000,        0.0000000,
      4960.0000,      440.1833334,        0.0000000,        1.0000000,        0.0000000,
      4970.0000,      441.0166667,        0.0000000,        1.0000000,        0.0000000,
      4980.0000,      441.8500000,        0.0000000,        1.0000000,        0.0000000,
      4990.0000,      442.6833334,        0.0000000,        1.0000000,        0.0000000,
      5000.0000,      443.5166667,        0.0000000,        1.0000000,        0.0000000,
