s,C,C,C
Time,"Front","Back","gaz_temp"
 6.2300000E+003, 1.7100479E+001, 6.3816883E+001,-2.7314999E+002
 6.2500000E+003, 1.6891813E+001, 6.3468376E+001,-2.7314999E+002
 6.2700000E+003, 1.6683605E+001, 6.3120949E+001,-2.7314999E+002
 6.2900000E+003, 1.6475847E+001, 6.2774601E+001,-2.7314999E+002
 6.3000000E+003, 1.6372139E+001, 6.2601826E+001,-2.7314999E+002
 6.3200000E+003, 1.6165060E+001, 6.2257084E+001,-2.7314999E+002
 6.3400000E+003, 1.5958431E+001, 6.1913403E+001,-2.7314999E+002
 6.3600000E+003, 1.5752251E+001, 6.1570782E+001,-2.7314999E+002
 6.3800000E+003, 1.5546516E+001, 6.1229218E+001,-2.7314999E+002
 6.3900000E+003, 1.5443817E+001, 6.1058826E+001,-2.7314999E+002
 6.4100000E+003, 1.5238751E+001, 6.0718834E+001,-2.7314999E+002
 6.4300000E+003, 1.5034129E+001, 6.0379887E+001,-2.7314999E+002
 6.4500000E+003, 1.4829948E+001, 6.0041973E+001,-2.7314999E+002
 6.4700000E+003, 1.4626209E+001, 5.9705093E+001,-2.7314999E+002
 6.4800000E+003, 1.4524505E+001, 5.9537041E+001,-2.7314999E+002
 6.5000000E+003, 1.4321424E+001, 5.9201702E+001,-2.7314999E+002
 6.5200000E+003, 1.4118780E+001, 5.8867382E+001,-2.7314999E+002
 6.5400000E+003, 1.3916573E+001, 5.8534081E+001,-2.7314999E+002
 6.5600000E+003, 1.3714800E+001, 5.8201794E+001,-2.7314999E+002
 6.5700000E+003, 1.3614076E+001, 5.8036026E+001,-2.7314999E+002
 6.5900000E+003, 1.3412952E+001, 5.7705250E+001,-2.7314999E+002
 6.6100000E+003, 1.3212260E+001, 5.7375469E+001,-2.7314999E+002
 6.6300000E+003, 1.3011997E+001, 5.7046688E+001,-2.7314999E+002
 6.6500000E+003, 1.2812163E+001, 5.6718895E+001,-2.7314999E+002
 6.6600000E+003, 1.2712407E+001, 5.6555370E+001,-2.7314999E+002
 6.6800000E+003, 1.2513214E+001, 5.6229061E+001,-2.7314999E+002
 6.7000000E+003, 1.2314445E+001, 5.5903728E+001,-2.7314999E+002
 6.7200000E+003, 1.2116101E+001, 5.5579372E+001,-2.7314999E+002
 6.7400000E+003, 1.1918180E+001, 5.5255989E+001,-2.7314999E+002
 6.7500000E+003, 1.1819377E+001, 5.5094662E+001,-2.7314999E+002
 6.7700000E+003, 1.1622087E+001, 5.4772728E+001,-2.7314999E+002
 6.7900000E+003, 1.1425217E+001, 5.4451756E+001,-2.7314999E+002
 6.8100000E+003, 1.1228764E+001, 5.4131737E+001,-2.7314999E+002
 6.8300000E+003, 1.1032728E+001, 5.3812672E+001,-2.7314999E+002
 6.8400000E+003, 1.0934866E+001, 5.3653496E+001,-2.7314999E+002
 6.8600000E+003, 1.0739453E+001, 5.3335854E+001,-2.7314999E+002
 6.8800000E+003, 1.0544454E+001, 5.3019150E+001,-2.7314999E+002
 6.9000000E+003, 1.0349867E+001, 5.2703384E+001,-2.7314999E+002
 6.9200000E+003, 1.0155691E+001, 5.2388554E+001,-2.7314999E+002
 6.9300000E+003, 1.0058757E+001, 5.2231487E+001,-2.7314999E+002
 6.9500000E+003, 9.8651953E+000, 5.1918049E+001,-2.7314999E+002
 6.9700000E+003, 9.6720409E+000, 5.1605530E+001,-2.7314999E+002
 6.9900000E+003, 9.4792938E+000, 5.1293934E+001,-2.7314999E+002
 7.0100000E+003, 9.2869520E+000, 5.0983253E+001,-2.7314999E+002
 7.0200000E+003, 9.1909332E+000, 5.0828251E+001,-2.7314999E+002
 7.0400000E+003, 8.9991970E+000, 5.0518936E+001,-2.7314999E+002
 7.0600000E+003, 8.8078632E+000, 5.0210522E+001,-2.7314999E+002
 7.0800000E+003, 8.6169300E+000, 4.9903011E+001,-2.7314999E+002
 7.1000000E+003, 8.4263973E+000, 4.9596394E+001,-2.7314999E+002
 7.1100000E+003, 8.3312807E+000, 4.9443424E+001,-2.7314999E+002
 7.1300000E+003, 8.1413450E+000, 4.9138145E+001,-2.7314999E+002
 7.1500000E+003, 7.9518070E+000, 4.8833755E+001,-2.7314999E+002
 7.1700000E+003, 7.7626638E+000, 4.8530251E+001,-2.7314999E+002
 7.1900000E+003, 7.5739155E+000, 4.8227623E+001,-2.7314999E+002
 7.2000000E+003, 7.4796886E+000, 4.8076637E+001,-2.7314999E+002
 7.2200000E+003, 7.2915297E+000, 4.7775322E+001,-2.7314999E+002
 7.2400000E+003, 7.1037617E+000, 4.7474876E+001,-2.7314999E+002
 7.2600000E+003, 6.9163837E+000, 4.7175293E+001,-2.7314999E+002
 7.2800000E+003, 6.7293954E+000, 4.6876575E+001,-2.7314999E+002
 7.2900000E+003, 6.6360464E+000, 4.6727539E+001,-2.7314999E+002
 7.3100000E+003, 6.4496388E+000, 4.6430111E+001,-2.7314999E+002
 7.3300000E+003, 6.2636175E+000, 4.6133530E+001,-2.7314999E+002
 7.3500000E+003, 6.0779815E+000, 4.5837803E+001,-2.7314999E+002
 7.3700000E+003, 5.8927283E+000, 4.5542919E+001,-2.7314999E+002
 7.3800000E+003, 5.8002458E+000, 4.5395794E+001,-2.7314999E+002
 7.4000000E+003, 5.6155663E+000, 4.5102169E+001,-2.7314999E+002
 7.4200000E+003, 5.4312677E+000, 4.4809383E+001,-2.7314999E+002
 7.4400000E+003, 5.2473488E+000, 4.4517433E+001,-2.7314999E+002
 7.4600000E+003, 5.0638084E+000, 4.4226307E+001,-2.7314999E+002
 7.4700000E+003, 4.9721799E+000, 4.4081055E+001,-2.7314999E+002
 7.4900000E+003, 4.7892056E+000, 4.3791168E+001,-2.7314999E+002
 7.5100000E+003, 4.6066065E+000, 4.3502106E+001,-2.7314999E+002
 7.5300000E+003, 4.4243817E+000, 4.3213856E+001,-2.7314999E+002
 7.5500000E+003, 4.2425308E+000, 4.2926418E+001,-2.7314999E+002
 7.5600000E+003, 4.1517448E+000, 4.2783005E+001,-2.7314999E+002
 7.5800000E+003, 3.9704516E+000, 4.2496784E+001,-2.7314999E+002
 7.6000000E+003, 3.7895291E+000, 4.2211365E+001,-2.7314999E+002
 7.6200000E+003, 3.6089759E+000, 4.1926750E+001,-2.7314999E+002
 7.6400000E+003, 3.4287910E+000, 4.1642933E+001,-2.7314999E+002
 7.6500000E+003, 3.3388367E+000, 4.1501320E+001,-2.7314999E+002
 7.6700000E+003, 3.1592023E+000, 4.1218693E+001,-2.7314999E+002
 7.6900000E+003, 2.9799337E+000, 4.0936855E+001,-2.7314999E+002
 7.7100000E+003, 2.8010294E+000, 4.0655804E+001,-2.7314999E+002
 7.7300000E+003, 2.6224887E+000, 4.0375534E+001,-2.7314999E+002
 7.7400000E+003, 2.5333543E+000, 4.0235695E+001,-2.7314999E+002
 7.7600000E+003, 2.3553567E+000, 3.9956593E+001,-2.7314999E+002
 7.7800000E+003, 2.1777196E+000, 3.9678265E+001,-2.7314999E+002
 7.8000000E+003, 2.0004423E+000, 3.9400711E+001,-2.7314999E+002
 7.8200000E+003, 1.8235235E+000, 3.9123924E+001,-2.7314999E+002
 7.8300000E+003, 1.7351983E+000, 3.8985817E+001,-2.7314999E+002
 7.8500000E+003, 1.5588152E+000, 3.8710175E+001,-2.7314999E+002
 7.8700000E+003, 1.3827881E+000, 3.8435295E+001,-2.7314999E+002
 7.8900000E+003, 1.2071157E+000, 3.8161171E+001,-2.7314999E+002
 7.9100000E+003, 1.0317971E+000, 3.7887798E+001,-2.7314999E+002
 7.9200000E+003, 9.4427013E-001, 3.7751396E+001,-2.7314999E+002
 7.9400000E+003, 7.6948017E-001, 3.7479149E+001,-2.7314999E+002
 7.9600000E+003, 5.9504139E-001, 3.7207649E+001,-2.7314999E+002
 7.9800000E+003, 4.2095262E-001, 3.6936893E+001,-2.7314999E+002
 8.0000000E+003, 2.4721290E-001, 3.6666874E+001,-2.7314999E+002
 8.0100000E+003, 1.6047361E-001, 3.6532143E+001,-2.7314999E+002
 8.0300000E+003,-1.2744496E-002, 3.6263226E+001,-2.7314999E+002
 8.0500000E+003,-1.8561615E-001, 3.5995045E+001,-2.7314999E+002
 8.0700000E+003,-3.5814238E-001, 3.5727592E+001,-2.7314999E+002
 8.0900000E+003,-5.3032422E-001, 3.5460865E+001,-2.7314999E+002
 8.1000000E+003,-6.1628634E-001, 3.5327770E+001,-2.7314999E+002
 8.1200000E+003,-7.8795350E-001, 3.5062126E+001,-2.7314999E+002
 8.1400000E+003,-9.5927876E-001, 3.4797203E+001,-2.7314999E+002
 8.1600000E+003,-1.1302632E+000, 3.4532993E+001,-2.7314999E+002
 8.1800000E+003,-1.3009079E+000, 3.4269493E+001,-2.7314999E+002
 8.1900000E+003,-1.3861030E+000, 3.4138012E+001,-2.7314999E+002
 8.2100000E+003,-1.5562398E+000, 3.3875576E+001,-2.7314999E+002
 8.2300000E+003,-1.7260392E+000, 3.3613850E+001,-2.7314999E+002
 8.2500000E+003,-1.8955023E+000, 3.3352821E+001,-2.7314999E+002
 8.2700000E+003,-2.0646300E+000, 3.3092495E+001,-2.7314999E+002
 8.2800000E+003,-2.1490684E+000, 3.2962593E+001,-2.7314999E+002
 8.3000000E+003,-2.3176951E+000, 3.2703308E+001,-2.7314999E+002
 8.3200000E+003,-2.4859886E+000, 3.2444717E+001,-2.7314999E+002
 8.3400000E+003,-2.6539505E+000, 3.2186813E+001,-2.7314999E+002
 8.3600000E+003,-2.8215814E+000, 3.1929600E+001,-2.7314999E+002
 8.3700000E+003,-2.9052730E+000, 3.1801249E+001,-2.7314999E+002
 8.3900000E+003,-3.0724094E+000, 3.1545059E+001,-2.7314999E+002
 8.4100000E+003,-3.2392170E+000, 3.1289549E+001,-2.7314999E+002
 8.4300000E+003,-3.4056973E+000, 3.1034714E+001,-2.7314999E+002
 8.4500000E+003,-3.5718510E+000, 3.0780556E+001,-2.7314999E+002
 8.4600000E+003,-3.6548057E+000, 3.0653727E+001,-2.7314999E+002
 8.4800000E+003,-3.8204710E+000, 3.0400574E+001,-2.7314999E+002
 8.5000000E+003,-3.9858124E+000, 3.0148088E+001,-2.7314999E+002
 8.5200000E+003,-4.1508307E+000, 2.9896269E+001,-2.7314999E+002
 8.5400000E+003,-4.3155265E+000, 2.9645109E+001,-2.7314999E+002
 8.5500000E+003,-4.3977537E+000, 2.9519777E+001,-2.7314999E+002
 8.5700000E+003,-4.5619678E+000, 2.9269606E+001,-2.7314999E+002
 8.5900000E+003,-4.7258620E+000, 2.9020092E+001,-2.7314999E+002
 8.6100000E+003,-4.8894372E+000, 2.8771229E+001,-2.7314999E+002
 8.6300000E+003,-5.0526938E+000, 2.8523016E+001,-2.7314999E+002
 8.6400000E+003,-5.1342034E+000, 2.8399153E+001,-2.7314999E+002
 8.6600000E+003,-5.2969851E+000, 2.8151911E+001,-2.7314999E+002
 8.6800000E+003,-5.4594507E+000, 2.7905313E+001,-2.7314999E+002
 8.7000000E+003,-5.6216016E+000, 2.7659355E+001,-2.7314999E+002
 8.7200000E+003,-5.7834387E+000, 2.7414038E+001,-2.7314999E+002
 8.7300000E+003,-5.8642397E+000, 2.7291616E+001,-2.7314999E+002
 8.7500000E+003,-6.0256076E+000, 2.7047251E+001,-2.7314999E+002
 8.7700000E+003,-6.1866632E+000, 2.6803518E+001,-2.7314999E+002
 8.7900000E+003,-6.3474088E+000, 2.6560413E+001,-2.7314999E+002
 8.8100000E+003,-6.5078440E+000, 2.6317938E+001,-2.7314999E+002
 8.8200000E+003,-6.5879455E+000, 2.6196934E+001,-2.7314999E+002
 8.8400000E+003,-6.7479177E+000, 2.5955395E+001,-2.7314999E+002
 8.8600000E+003,-6.9075823E+000, 2.5714476E+001,-2.7314999E+002
 8.8800000E+003,-7.0669398E+000, 2.5474174E+001,-2.7314999E+002
 8.9000000E+003,-7.2259917E+000, 2.5234489E+001,-2.7314999E+002
 8.9100000E+003,-7.3054032E+000, 2.5114878E+001,-2.7314999E+002
 8.9300000E+003,-7.4639978E+000, 2.4876114E+001,-2.7314999E+002
 8.9500000E+003,-7.6222892E+000, 2.4637959E+001,-2.7314999E+002
 8.9700000E+003,-7.7802773E+000, 2.4400412E+001,-2.7314999E+002
 8.9900000E+003,-7.9379635E+000, 2.4163469E+001,-2.7314999E+002
 9.0000000E+003,-8.0166931E+000, 2.4045225E+001,-2.7314999E+002
 9.0200000E+003,-8.1739283E+000, 2.3809187E+001,-2.7314999E+002
 9.0400000E+003,-8.3308640E+000, 2.3573748E+001,-2.7314999E+002
 9.0600000E+003,-8.4875002E+000, 2.3338907E+001,-2.7314999E+002
 9.0800000E+003,-8.6438379E+000, 2.3104660E+001,-2.7314999E+002
 9.0900000E+003,-8.7218952E+000, 2.2987759E+001,-2.7314999E+002
 9.1100000E+003,-8.8777885E+000, 2.2754398E+001,-2.7314999E+002
 9.1300000E+003,-9.0333853E+000, 2.2521629E+001,-2.7314999E+002
 9.1500000E+003,-9.1886864E+000, 2.2289444E+001,-2.7314999E+002
 9.1700000E+003,-9.3436947E+000, 2.2057846E+001,-2.7314999E+002
 9.1800000E+003,-9.4210882E+000, 2.1942265E+001,-2.7314999E+002
 9.2000000E+003,-9.5756559E+000, 2.1711536E+001,-2.7314999E+002
 9.2200000E+003,-9.7299309E+000, 2.1481388E+001,-2.7314999E+002
 9.2400000E+003,-9.8839149E+000, 2.1251816E+001,-2.7314999E+002
 9.2600000E+003,-1.0037609E+001, 2.1022820E+001,-2.7314999E+002
 9.2700000E+003,-1.0114347E+001, 2.0908535E+001,-2.7314999E+002
 9.2900000E+003,-1.0267607E+001, 2.0680395E+001,-2.7314999E+002
 9.3100000E+003,-1.0420578E+001, 2.0452822E+001,-2.7314999E+002
 9.3300000E+003,-1.0573261E+001, 2.0225817E+001,-2.7314999E+002
 9.3500000E+003,-1.0725658E+001, 1.9999376E+001,-2.7314999E+002
 9.3600000E+003,-1.0801749E+001, 1.9886368E+001,-2.7314999E+002
 9.3800000E+003,-1.0953717E+001, 1.9660769E+001,-2.7314999E+002
 9.4000000E+003,-1.1105401E+001, 1.9435730E+001,-2.7314999E+002
 9.4200000E+003,-1.1256800E+001, 1.9211246E+001,-2.7314999E+002
 9.4400000E+003,-1.1407916E+001, 1.8987320E+001,-2.7314999E+002
 9.4500000E+003,-1.1483368E+001, 1.8875563E+001,-2.7314999E+002
 9.4700000E+003,-1.1634062E+001, 1.8652462E+001,-2.7314999E+002
 9.4900000E+003,-1.1784473E+001, 1.8429913E+001,-2.7314999E+002
 9.5100000E+003,-1.1934605E+001, 1.8207909E+001,-2.7314999E+002
 9.5300000E+003,-1.2084456E+001, 1.7986452E+001,-2.7314999E+002
 9.5400000E+003,-1.2159278E+001, 1.7875927E+001,-2.7314999E+002
 9.5600000E+003,-1.2308712E+001, 1.7655283E+001,-2.7314999E+002
 9.5800000E+003,-1.2457869E+001, 1.7435179E+001,-2.7314999E+002
 9.6000000E+003,-1.2606749E+001, 1.7215614E+001,-2.7314999E+002
 9.6200000E+003,-1.2755352E+001, 1.6996584E+001,-2.7314999E+002
 9.6300000E+003,-1.2829551E+001, 1.6887270E+001,-2.7314999E+002
 9.6500000E+003,-1.2977741E+001, 1.6669041E+001,-2.7314999E+002
 9.6700000E+003,-1.3125659E+001, 1.6451342E+001,-2.7314999E+002
 9.6900000E+003,-1.3273302E+001, 1.6234173E+001,-2.7314999E+002
 9.7100000E+003,-1.3420673E+001, 1.6017529E+001,-2.7314999E+002
 9.7200000E+003,-1.3494257E+001, 1.5909405E+001,-2.7314999E+002
 9.7400000E+003,-1.3641220E+001, 1.5693549E+001,-2.7314999E+002
 9.7600000E+003,-1.3787913E+001, 1.5478215E+001,-2.7314999E+002
 9.7800000E+003,-1.3934337E+001, 1.5263401E+001,-2.7314999E+002
 9.8000000E+003,-1.4080490E+001, 1.5049106E+001,-2.7314999E+002
 9.8100000E+003,-1.4153466E+001, 1.4942152E+001,-2.7314999E+002
 9.8300000E+003,-1.4299218E+001, 1.4728629E+001,-2.7314999E+002
 9.8500000E+003,-1.4444702E+001, 1.4515620E+001,-2.7314999E+002
 9.8700000E+003,-1.4589920E+001, 1.4303123E+001,-2.7314999E+002
 9.8900000E+003,-1.4734872E+001, 1.4091135E+001,-2.7314999E+002
 9.9000000E+003,-1.4807249E+001, 1.3985332E+001,-2.7314999E+002
 9.9200000E+003,-1.4951803E+001, 1.3774104E+001,-2.7314999E+002
 9.9400000E+003,-1.5096094E+001, 1.3563381E+001,-2.7314999E+002
 9.9600000E+003,-1.5240122E+001, 1.3353162E+001,-2.7314999E+002
 9.9800000E+003,-1.5383887E+001, 1.3143443E+001,-2.7314999E+002
 9.9900000E+003,-1.5455671E+001, 1.3038771E+001,-2.7314999E+002
 1.0010000E+004,-1.5599044E+001, 1.2829801E+001,-2.7314999E+002
 1.0030000E+004,-1.5742156E+001, 1.2621326E+001,-2.7314999E+002
 1.0050000E+004,-1.5885008E+001, 1.2413346E+001,-2.7314999E+002
 1.0070000E+004,-1.6027601E+001, 1.2205859E+001,-2.7314999E+002
 1.0080000E+004,-1.6098801E+001, 1.2102300E+001,-2.7314999E+002
 1.0100000E+004,-1.6241007E+001, 1.1895549E+001,-2.7314999E+002
 1.0120000E+004,-1.6382954E+001, 1.1689285E+001,-2.7314999E+002
 1.0140000E+004,-1.6524645E+001, 1.1483509E+001,-2.7314999E+002
 1.0160000E+004,-1.6666080E+001, 1.1278216E+001,-2.7314999E+002
 1.0170000E+004,-1.6736702E+001, 1.1175752E+001,-2.7314999E+002
 1.0190000E+004,-1.6877754E+001, 1.0971183E+001,-2.7314999E+002
 1.0210000E+004,-1.7018553E+001, 1.0767095E+001,-2.7314999E+002
 1.0230000E+004,-1.7159098E+001, 1.0563485E+001,-2.7314999E+002
 1.0250000E+004,-1.7299391E+001, 1.0360352E+001,-2.7314999E+002
 1.0260000E+004,-1.7369442E+001, 1.0258964E+001,-2.7314999E+002
 1.0280000E+004,-1.7509356E+001, 1.0056542E+001,-2.7314999E+002
 1.0300000E+004,-1.7649017E+001, 9.8545933E+000,-2.7314999E+002
 1.0320000E+004,-1.7788431E+001, 9.6531143E+000,-2.7314999E+002
 1.0340000E+004,-1.7927593E+001, 9.4521055E+000,-2.7314999E+002
 1.0350000E+004,-1.7997082E+001, 9.3517761E+000,-2.7314999E+002
 1.0370000E+004,-1.8135870E+001, 9.1514664E+000,-2.7314999E+002
 1.0390000E+004,-1.8274412E+001, 8.9516220E+000,-2.7314999E+002
 1.0410000E+004,-1.8412706E+001, 8.7522411E+000,-2.7314999E+002
 1.0430000E+004,-1.8550753E+001, 8.5533209E+000,-2.7314999E+002
 1.0440000E+004,-1.8619684E+001, 8.4540329E+000,-2.7314999E+002
 1.0460000E+004,-1.8757362E+001, 8.2558022E+000,-2.7314999E+002
 1.0480000E+004,-1.8894796E+001, 8.0580282E+000,-2.7314999E+002
 1.0500000E+004,-1.9031984E+001, 7.8607097E+000,-2.7314999E+002
 1.0520000E+004,-1.9168930E+001, 7.6638451E+000,-2.7314999E+002
 1.0530000E+004,-1.9237312E+001, 7.5655823E+000,-2.7314999E+002
 1.0550000E+004,-1.9373894E+001, 7.3693957E+000,-2.7314999E+002
 1.0570000E+004,-1.9510233E+001, 7.1736588E+000,-2.7314999E+002
 1.0590000E+004,-1.9646330E+001, 6.9783702E+000,-2.7314999E+002
 1.0610000E+004,-1.9782187E+001, 6.7835283E+000,-2.7314999E+002
 1.0620000E+004,-1.9850025E+001, 6.6862741E+000,-2.7314999E+002
 1.0640000E+004,-1.9985523E+001, 6.4920993E+000,-2.7314999E+002
 1.0660000E+004,-2.0120781E+001, 6.2983665E+000,-2.7314999E+002
 1.0680000E+004,-2.0255800E+001, 6.1050754E+000,-2.7314999E+002
 1.0700000E+004,-2.0390583E+001, 5.9122238E+000,-2.7314999E+002
 1.0710000E+004,-2.0457886E+001, 5.8159623E+000,-2.7314999E+002
 1.0730000E+004,-2.0592312E+001, 5.6237669E+000,-2.7314999E+002
 1.0750000E+004,-2.0726501E+001, 5.4320068E+000,-2.7314999E+002
 1.0770000E+004,-2.0860456E+001, 5.2406812E+000,-2.7314999E+002
 1.0790000E+004,-2.0994177E+001, 5.0497880E+000,-2.7314999E+002
 1.0800000E+004,-2.1060949E+001, 4.9545035E+000,-2.7314999E+002
 1.0820000E+004,-2.1194317E+001, 4.7642560E+000,-2.7314999E+002
 1.0840000E+004,-2.1327452E+001, 4.5744376E+000,-2.7314999E+002
 1.0860000E+004,-2.1460356E+001, 4.3850465E+000,-2.7314999E+002
 1.0880000E+004,-2.1593025E+001, 4.1960807E+000,-2.7314999E+002
 1.0890000E+004,-2.1659275E+001, 4.1017570E+000,-2.7314999E+002
 1.0910000E+004,-2.1791597E+001, 3.9134274E+000,-2.7314999E+002
 1.0930000E+004,-2.1923691E+001, 3.7255194E+000,-2.7314999E+002
 1.0950000E+004,-2.2055553E+001, 3.5380321E+000,-2.7314999E+002
 1.0970000E+004,-2.2187187E+001, 3.3509638E+000,-2.7314999E+002
 1.0980000E+004,-2.2252920E+001, 3.2575862E+000,-2.7314999E+002
 1.1000000E+004,-2.2384211E+001, 3.0711439E+000,-2.7314999E+002
 1.1020000E+004,-2.2515274E+001, 2.8851166E+000,-2.7314999E+002
 1.1040000E+004,-2.2646111E+001, 2.6995034E+000,-2.7314999E+002
 1.1060000E+004,-2.2776720E+001, 2.5143025E+000,-2.7314999E+002
 1.1070000E+004,-2.2841940E+001, 2.4218564E+000,-2.7314999E+002
 1.1090000E+004,-2.2972210E+001, 2.2372715E+000,-2.7314999E+002
 1.1110000E+004,-2.3102257E+001, 2.0530958E+000,-2.7314999E+002
 1.1130000E+004,-2.3232079E+001, 1.8693273E+000,-2.7314999E+002
 1.1150000E+004,-2.3361675E+001, 1.6859649E+000,-2.7314999E+002
 1.1160000E+004,-2.3426392E+001, 1.5944357E+000,-2.7314999E+002
 1.1180000E+004,-2.3555655E+001, 1.4116797E+000,-2.7314999E+002
 1.1200000E+004,-2.3684694E+001, 1.2293264E+000,-2.7314999E+002
 1.1220000E+004,-2.3813515E+001, 1.0473741E+000,-2.7314999E+002
 1.1240000E+004,-2.3942112E+001, 8.6582166E-001,-2.7314999E+002
 1.1250000E+004,-2.4006329E+001, 7.7519488E-001,-2.7314999E+002
 1.1270000E+004,-2.4134594E+001, 5.9423947E-001,-2.7314999E+002
 1.1290000E+004,-2.4262642E+001, 4.1368040E-001,-2.7314999E+002
 1.1310000E+004,-2.4390471E+001, 2.3351632E-001,-2.7314999E+002
 1.1330000E+004,-2.4518080E+001, 5.3745821E-002,-2.7314999E+002
 1.1340000E+004,-2.4581802E+001,-3.5992246E-002,-2.7314999E+002
 1.1360000E+004,-2.4709085E+001,-2.1517485E-001,-2.7314999E+002
 1.1380000E+004,-2.4836153E+001,-3.9396724E-001,-2.7314999E+002
 1.1400000E+004,-2.4963001E+001,-5.7237071E-001,-2.7314999E+002
 1.1420000E+004,-2.5089634E+001,-7.5038660E-001,-2.7314999E+002
 1.1430000E+004,-2.5152870E+001,-8.3924961E-001,-2.7314999E+002
 1.1450000E+004,-2.5279181E+001,-1.0166867E+000,-2.7314999E+002
 1.1470000E+004,-2.5405277E+001,-1.1937394E+000,-2.7314999E+002
 1.1490000E+004,-2.5531158E+001,-1.3704091E+000,-2.7314999E+002
 1.1510000E+004,-2.5656828E+001,-1.5466973E+000,-2.7314999E+002
 1.1520000E+004,-2.5719582E+001,-1.6346986E+000,-2.7314999E+002
 1.1540000E+004,-2.5844931E+001,-1.8104167E+000,-2.7314999E+002
 1.1560000E+004,-2.5970068E+001,-1.9857563E+000,-2.7314999E+002
 1.1580000E+004,-2.6094995E+001,-2.1607187E+000,-2.7314999E+002
 1.1600000E+004,-2.6219709E+001,-2.3353055E+000,-2.7314999E+002
 1.1610000E+004,-2.6281988E+001,-2.4224582E+000,-2.7314999E+002
 1.1630000E+004,-2.6406387E+001,-2.5964832E+000,-2.7314999E+002
 1.1650000E+004,-2.6530579E+001,-2.7701359E+000,-2.7314999E+002
 1.1670000E+004,-2.6654560E+001,-2.9434168E+000,-2.7314999E+002
 1.1690000E+004,-2.6778332E+001,-3.1163278E+000,-2.7314999E+002
 1.1700000E+004,-2.6840141E+001,-3.2026446E+000,-2.7314999E+002
 1.1720000E+004,-2.6963602E+001,-3.3750026E+000,-2.7314999E+002
 1.1740000E+004,-2.7086855E+001,-3.5469935E+000,-2.7314999E+002
 1.1760000E+004,-2.7209904E+001,-3.7186184E+000,-2.7314999E+002
 1.1780000E+004,-2.7332745E+001,-3.8898787E+000,-2.7314999E+002
 1.1790000E+004,-2.7394089E+001,-3.9753726E+000,-2.7314999E+002
 1.1810000E+004,-2.7516621E+001,-4.1460881E+000,-2.7314999E+002
 1.1830000E+004,-2.7638950E+001,-4.3164425E+000,-2.7314999E+002
 1.1850000E+004,-2.7761074E+001,-4.4864359E+000,-2.7314999E+002
 1.1870000E+004,-2.7882996E+001,-4.6560707E+000,-2.7314999E+002
 1.1880000E+004,-2.7943880E+001,-4.7407537E+000,-2.7314999E+002
 1.1900000E+004,-2.8065496E+001,-4.9098516E+000,-2.7314999E+002
 1.1920000E+004,-2.8186911E+001,-5.0785937E+000,-2.7314999E+002
 1.1940000E+004,-2.8308123E+001,-5.2469802E+000,-2.7314999E+002
 1.1960000E+004,-2.8429134E+001,-5.4150133E+000,-2.7314999E+002
 1.1970000E+004,-2.8489565E+001,-5.4988976E+000,-2.7314999E+002
 1.1990000E+004,-2.8610273E+001,-5.6664023E+000,-2.7314999E+002
 1.2010000E+004,-2.8730783E+001,-5.8335557E+000,-2.7314999E+002
 1.2030000E+004,-2.8851095E+001,-6.0003595E+000,-2.7314999E+002
 1.2050000E+004,-2.8971207E+001,-6.1668148E+000,-2.7314999E+002
 1.2060000E+004,-2.9031189E+001,-6.2499123E+000,-2.7314999E+002
 1.2080000E+004,-2.9151003E+001,-6.4158468E+000,-2.7314999E+002
 1.2100000E+004,-2.9270620E+001,-6.5814357E+000,-2.7314999E+002
 1.2120000E+004,-2.9390039E+001,-6.7466803E+000,-2.7314999E+002
 1.2140000E+004,-2.9509262E+001,-6.9115810E+000,-2.7314999E+002
 1.2150000E+004,-2.9568800E+001,-6.9939027E+000,-2.7314999E+002
 1.2170000E+004,-2.9687729E+001,-7.1582909E+000,-2.7314999E+002
 1.2190000E+004,-2.9806463E+001,-7.3223381E+000,-2.7314999E+002
 1.2210000E+004,-2.9925001E+001,-7.4860454E+000,-2.7314999E+002
 1.2230000E+004,-3.0043344E+001,-7.6494150E+000,-2.7314999E+002
 1.2240000E+004,-3.0102446E+001,-7.7309728E+000,-2.7314999E+002
 1.2260000E+004,-3.0220499E+001,-7.8938365E+000,-2.7314999E+002
 1.2280000E+004,-3.0338358E+001,-8.0563650E+000,-2.7314999E+002
 1.2300000E+004,-3.0456026E+001,-8.2185583E+000,-2.7314999E+002
 1.2320000E+004,-3.0573502E+001,-8.3804188E+000,-2.7314999E+002
 1.2330000E+004,-3.0632168E+001,-8.4612236E+000,-2.7314999E+002
 1.2350000E+004,-3.0749357E+001,-8.6225853E+000,-2.7314999E+002
 1.2370000E+004,-3.0866354E+001,-8.7836170E+000,-2.7314999E+002
 1.2390000E+004,-3.0983160E+001,-8.9443188E+000,-2.7314999E+002
 1.2410000E+004,-3.1099777E+001,-9.1046915E+000,-2.7314999E+002
 1.2420000E+004,-3.1158014E+001,-9.1847553E+000,-2.7314999E+002
 1.2440000E+004,-3.1274347E+001,-9.3446369E+000,-2.7314999E+002
 1.2460000E+004,-3.1390491E+001,-9.5041933E+000,-2.7314999E+002
 1.2480000E+004,-3.1506447E+001,-9.6634245E+000,-2.7314999E+002
 1.2500000E+004,-3.1622215E+001,-9.8223314E+000,-2.7314999E+002
