depth,temp
0.0,365.0574712643678
0.004,342.0689655172414
0.008,319.0804597701149
0.012,296.0919540229885
0.016,273.103448275862
0.02,250.11494252873558
0.02,250.11494252873558
0.022,250.06896551724128
0.024,250.0229885057471
0.026,249.9770114942528
0.027999999999999997,249.9310344827586
0.03,249.8850574712643
0.03,249.8850574712643
0.034,226.89655172413785
0.038,203.9080459770114
0.042,180.919540229885
0.046,157.93103448275855
0.05,134.9425287356321
