Time (s),Temperature (K),Total Mass 0.0% O2 (norm),Reacting Mass Decay 0.0% O2 (norm),MLR 0.0% O2 (g/s),Total Mass 4.3% O2 (norm),Reacting Mass Decay 4.3% O2 (norm),MLR 4.3% O2 (g/s),Total Mass 8.2% O2 (norm),Reacting Mass Decay 8.2% O2 (norm),MLR 8.2% O2 (g/s),Total Mass 20.5% O2 (norm),Reacting Mass Decay 20.5% O2 (norm),MLR 20.5% O2 (g/s)
7351.35,912.613,1,1,0,0.999674,0.998372,0.000800912,0.99938,0.996899,0.00152507,0.998453,0.992265,0.00379494
7369.37,914.114,1,1,0,0.99966,0.998299,0.00083448,0.999352,0.996758,0.00158888,0.998383,0.991916,0.0039529
7387.39,915.616,1,1,0,0.999644,0.998222,0.000869336,0.999322,0.996612,0.00165513,0.99831,0.991552,0.00411682
7405.41,917.117,1,1,0,0.999628,0.998142,0.000905523,0.999292,0.99646,0.0017239,0.998235,0.991174,0.00428689
7423.42,918.619,1,1,0,0.999612,0.998059,0.000943087,0.99926,0.996302,0.00179528,0.998156,0.990779,0.00446332
7441.44,920.12,1,1,0,0.999594,0.997972,0.000982076,0.999227,0.996136,0.00186935,0.998074,0.990369,0.00464632
7459.46,921.622,1,1,0,0.999576,0.997882,0.00102254,0.999193,0.995965,0.00194621,0.997988,0.989942,0.0048361
7477.48,923.123,1,1,0,0.999558,0.997788,0.00106452,0.999157,0.995786,0.00202594,0.997899,0.989497,0.00503288
7495.5,924.625,1,1,0,0.999538,0.99769,0.00110808,0.99912,0.995599,0.00210866,0.997807,0.989035,0.00523688
7513.51,926.126,1,1,0,0.999518,0.997588,0.00115327,0.999081,0.995406,0.00219444,0.997711,0.988553,0.00544834
7531.53,927.628,1,1,0,0.999496,0.997482,0.00120013,0.999041,0.995204,0.0022834,0.997611,0.988053,0.00566748
7549.55,929.129,1,1,0,0.999474,0.997372,0.00124874,0.998999,0.994994,0.00237564,0.997506,0.987532,0.00589456
7567.57,930.631,1,1,0,0.999451,0.997257,0.00129914,0.998955,0.994776,0.00247127,0.997398,0.98699,0.00612982
7585.59,932.132,1,1,0,0.999428,0.997138,0.0013514,0.99891,0.994549,0.0025704,0.997285,0.986427,0.00637352
7603.6,933.634,1,1,0,0.999403,0.997013,0.00140557,0.998862,0.994312,0.00267313,0.997168,0.985841,0.0066259
7621.62,935.135,1,1,0,0.999377,0.996884,0.00146173,0.998813,0.994067,0.0027796,0.997047,0.985233,0.00688725
7639.64,936.637,1,1,0,0.99935,0.99675,0.00151992,0.998762,0.993811,0.00288991,0.99692,0.9846,0.00715782
7657.66,938.138,1,1,0,0.999322,0.99661,0.00158023,0.998709,0.993546,0.0030042,0.996789,0.983943,0.0074379
7675.68,939.64,1,1,0,0.999293,0.996465,0.00164272,0.998654,0.99327,0.00312258,0.996652,0.983259,0.00772777
7693.69,941.141,1,1,0,0.999263,0.996314,0.00170745,0.998597,0.992983,0.00324518,0.99651,0.98255,0.00802771
7711.71,942.643,1,1,0,0.999231,0.996157,0.00177451,0.998537,0.992685,0.00337215,0.996363,0.981813,0.00833803
7729.73,944.144,1,1,0,0.999199,0.995994,0.00184396,0.998475,0.992375,0.00350361,0.996209,0.981047,0.00865903
7747.75,945.646,1,1,0,0.999165,0.995825,0.00191588,0.998411,0.992053,0.0036397,0.99605,0.980252,0.008991
7765.77,947.147,1,1,0,0.99913,0.995649,0.00199035,0.998344,0.991719,0.00378057,0.995885,0.979426,0.00933428
7783.78,948.649,1,1,0,0.999093,0.995466,0.00206745,0.998274,0.991372,0.00392637,0.995714,0.97857,0.00968916
7801.8,950.15,1,1,0,0.999055,0.995276,0.00214727,0.998202,0.991012,0.00407724,0.995536,0.97768,0.010056
7819.82,951.652,1,1,0,0.999016,0.995079,0.00222988,0.998127,0.990637,0.00423334,0.995351,0.976757,0.0104351
7837.84,953.153,1,1,0,0.998975,0.994875,0.00231537,0.99805,0.990249,0.00439483,0.99516,0.975799,0.0108268
7855.86,954.655,1,1,0,0.998932,0.994662,0.00240384,0.997969,0.989845,0.00456186,0.994961,0.974806,0.0112314
7873.87,956.156,1,1,0,0.998888,0.994441,0.00249537,0.997885,0.989426,0.00473461,0.994755,0.973775,0.0116493
7891.89,957.658,1,1,0,0.998842,0.994212,0.00259006,0.997798,0.988992,0.00491324,0.994541,0.972706,0.0120808
7909.91,959.159,1,1,0,0.998795,0.993974,0.002688,0.997708,0.988541,0.00509793,0.99432,0.971598,0.0125264
7927.93,960.661,1,1,0,0.998746,0.993728,0.0027893,0.997615,0.988073,0.00528885,0.99409,0.970448,0.0129863
7945.95,962.162,1,1,0,0.998694,0.993472,0.00289405,0.997518,0.987588,0.00548619,0.993851,0.969257,0.0134609
7963.96,963.664,1,1,0,0.998641,0.993206,0.00300235,0.997417,0.987084,0.00569012,0.993604,0.968022,0.0139506
7981.98,965.165,1,1,0,0.998586,0.992931,0.00311432,0.997312,0.986562,0.00590085,0.993349,0.966743,0.0144558
8000,966.667,1,1,0,0.998529,0.992645,0.00323006,0.997204,0.986021,0.00611855,0.993083,0.965417,0.0149767
8018.02,968.168,1,1,0,0.99847,0.992348,0.00334969,0.997092,0.985459,0.00634343,0.992809,0.964043,0.0155139
8036.04,969.67,1,1,0,0.998408,0.992041,0.00347331,0.996975,0.984877,0.00657569,0.992524,0.962621,0.0160677
8054.05,971.171,1,1,0,0.998344,0.991722,0.00360105,0.996855,0.984274,0.00681554,0.99223,0.961148,0.0166385
8072.07,972.673,1,1,0,0.998278,0.991392,0.00373302,0.99673,0.983649,0.00706317,0.991924,0.959622,0.0172266
8090.09,974.174,1,1,0,0.99821,0.99105,0.00386934,0.9966,0.983001,0.00731882,0.991609,0.958043,0.0178325
8108.11,975.676,1,1,0,0.998139,0.990695,0.00401014,0.996466,0.98233,0.00758268,0.991282,0.956408,0.0184565
8126.13,977.177,1,1,0,0.998065,0.990327,0.00415556,0.996327,0.981634,0.007855,0.990943,0.954716,0.019099
8144.14,978.679,1,1,0,0.997989,0.989946,0.00430571,0.996183,0.980914,0.00813598,0.990593,0.952966,0.0197604
8162.16,980.18,1,1,0,0.99791,0.989551,0.00446073,0.996034,0.980168,0.00842586,0.990231,0.951155,0.0204411
8180.18,981.682,1,1,0,0.997828,0.989142,0.00462077,0.995879,0.979395,0.00872487,0.989856,0.949282,0.0211415
8198.2,983.183,1,1,0,0.997744,0.988718,0.00478595,0.995719,0.978596,0.00903326,0.989469,0.947345,0.021862
8216.22,984.685,1,1,0,0.997656,0.988279,0.00495642,0.995553,0.977767,0.00935125,0.989068,0.945342,0.0226028
8234.23,986.186,1,1,0,0.997565,0.987825,0.00513233,0.995382,0.97691,0.0096791,0.988654,0.943271,0.0233645
8252.25,987.688,1,1,0,0.997471,0.987354,0.00531382,0.995205,0.976023,0.010017,0.988226,0.941131,0.0241474
8270.27,989.189,1,1,0,0.997373,0.986867,0.00550105,0.995021,0.975105,0.0103653,0.987784,0.938919,0.0249517
8288.29,990.691,1,1,0,0.997273,0.986363,0.00569417,0.994831,0.974155,0.0107243,0.987327,0.936634,0.025778
8306.31,992.192,1,1,0,0.997168,0.985841,0.00589334,0.994634,0.973172,0.011094,0.986855,0.934274,0.0266265
8324.32,993.694,1,1,0,0.99706,0.985301,0.00609871,0.994431,0.972155,0.0114749,0.986367,0.931835,0.0274976
8342.34,995.195,1,1,0,0.996948,0.984742,0.00631046,0.994221,0.971104,0.0118672,0.985864,0.929318,0.0283915
8360.36,996.697,1,1,0,0.996833,0.984163,0.00652875,0.994003,0.970017,0.0122712,0.985344,0.926719,0.0293087
8378.38,998.198,1,1,0,0.996713,0.983565,0.00675374,0.993778,0.968892,0.0126871,0.984807,0.924036,0.0302493
8396.4,999.7,1,1,0,0.996589,0.982946,0.00698562,0.993546,0.96773,0.0131152,0.984253,0.921267,0.0312138
8414.41,1001.2,1,1,0,0.996461,0.982306,0.00722455,0.993306,0.966529,0.0135558,0.983682,0.91841,0.0322023
8432.43,1002.7,1,1,0,0.996329,0.981644,0.00747072,0.993057,0.965287,0.0140091,0.983093,0.915464,0.033215
8450.45,1004.2,1,1,0,0.996192,0.980959,0.0077243,0.992801,0.964004,0.0144755,0.982485,0.912425,0.0342524
8468.47,1005.71,1,1,0,0.99605,0.980252,0.00798549,0.992536,0.962678,0.0149551,0.981858,0.909291,0.0353144
8486.49,1007.21,1,1,0,0.995904,0.97952,0.00825447,0.992262,0.961309,0.0154484,0.981212,0.90606,0.0364014
8504.5,1008.71,1,1,0,0.995753,0.978764,0.00853143,0.991979,0.959894,0.0159556,0.980546,0.902731,0.0375135
8522.52,1010.21,1,1,0,0.995597,0.977983,0.00881656,0.991687,0.958433,0.0164769,0.97986,0.8993,0.0386507
8540.54,1011.71,1,1,0,0.995435,0.977175,0.00911006,0.991385,0.956925,0.0170126,0.979153,0.895765,0.0398133
8558.56,1013.21,1,1,0,0.995268,0.976341,0.00941213,0.991073,0.955367,0.0175631,0.978425,0.892125,0.0410013
8576.58,1014.71,1,1,0,0.995096,0.975479,0.00972298,0.990752,0.953759,0.0181286,0.977675,0.888376,0.0422147
8594.59,1016.22,1,1,0,0.994918,0.974589,0.0100428,0.99042,0.9521,0.0187095,0.976903,0.884517,0.0434535
8612.61,1017.72,1,1,0,0.994734,0.973669,0.0103718,0.990077,0.950387,0.0193058,0.976109,0.880545,0.0447177
8630.63,1019.22,1,1,0,0.994544,0.972719,0.0107102,0.989724,0.948621,0.0199181,0.975292,0.876458,0.0460072
8648.65,1020.72,1,1,0,0.994348,0.971739,0.0110582,0.98936,0.946798,0.0205464,0.974451,0.872254,0.0473219
8666.67,1022.22,1,1,0,0.994145,0.970726,0.011416,0.988984,0.944918,0.0211912,0.973586,0.867931,0.0486616
8684.68,1023.72,1,1,0,0.993936,0.969681,0.0117838,0.988596,0.942979,0.0218526,0.972697,0.863485,0.0500261
8702.7,1025.23,1,1,0,0.993721,0.968603,0.0121619,0.988196,0.940979,0.022531,0.971783,0.858915,0.0514151
8720.72,1026.73,1,1,0,0.993498,0.96749,0.0125504,0.987784,0.938918,0.0232266,0.970844,0.85422,0.0528284
8738.74,1028.23,1,1,0,0.993268,0.966341,0.0129497,0.987359,0.936794,0.0239397,0.969879,0.849395,0.0542655
8756.76,1029.73,1,1,0,0.993031,0.965156,0.0133598,0.986921,0.934604,0.0246704,0.968888,0.84444,0.055726
8774.77,1031.23,1,1,0,0.992787,0.963933,0.0137811,0.98647,0.932348,0.0254191,0.967871,0.839353,0.0572094
8792.79,1032.73,1,1,0,0.992534,0.962672,0.0142137,0.986005,0.930023,0.026186,0.966826,0.834131,0.0587151
8810.81,1034.23,1,1,0,0.992274,0.961372,0.014658,0.985526,0.927629,0.0269713,0.965754,0.828772,0.0602425
8828.83,1035.74,1,1,0,0.992006,0.960031,0.015114,0.985032,0.925162,0.0277752,0.964655,0.823275,0.0617909
8846.85,1037.24,1,1,0,0.99173,0.958648,0.0155821,0.984525,0.922623,0.028598,0.963527,0.817637,0.0633595
8864.86,1038.74,1,1,0,0.991444,0.957222,0.0160624,0.984002,0.920009,0.0294398,0.962371,0.811857,0.0649475
8882.88,1040.24,1,1,0,0.991151,0.955753,0.0165552,0.983464,0.917318,0.0303008,0.961187,0.805934,0.0665539
8900.9,1041.74,1,1,0,0.990848,0.954239,0.0170607,0.98291,0.914548,0.0311812,0.959973,0.799864,0.0681777
8918.92,1043.24,1,1,0,0.990536,0.952678,0.0175792,0.98234,0.911698,0.0320811,0.95873,0.793648,0.0698178
8936.94,1044.74,1,1,0,0.990214,0.951071,0.0181108,0.981753,0.908767,0.0330007,0.957457,0.787283,0.071473
8954.95,1046.25,1,1,0,0.989883,0.949415,0.0186559,0.98115,0.905751,0.0339401,0.956154,0.780769,0.073142
8972.97,1047.75,1,1,0,0.989542,0.947709,0.0192145,0.98053,0.90265,0.0348995,0.954821,0.774103,0.0748235
8990.99,1049.25,1,1,0,0.98919,0.945952,0.0197869,0.979892,0.899462,0.0358788,0.953457,0.767285,0.0765159
9009.01,1050.75,1,1,0,0.988829,0.944143,0.0203734,0.979237,0.896185,0.0368781,0.952063,0.760315,0.0782177
9027.03,1052.25,1,1,0,0.988456,0.94228,0.0209742,0.978563,0.892816,0.0378976,0.950638,0.753191,0.0799273
9045.05,1053.75,1,1,0,0.988073,0.940363,0.0215894,0.977871,0.889355,0.0389372,0.949183,0.745913,0.0816428
9063.06,1055.26,1,1,0,0.987678,0.93839,0.0222192,0.97716,0.885799,0.0399969,0.947696,0.738479,0.0833623
9081.08,1056.76,1,1,0,0.987272,0.936359,0.022864,0.976429,0.882147,0.0410767,0.946178,0.730891,0.0850839
9099.1,1058.26,1,1,0,0.986854,0.934269,0.0235238,0.975679,0.878397,0.0421766,0.94463,0.723148,0.0868056
9117.12,1059.76,1,1,0,0.986424,0.932119,0.0241988,0.974909,0.874547,0.0432964,0.94305,0.715249,0.088525
9135.14,1061.26,1,1,0,0.985982,0.929908,0.0248893,0.974119,0.870595,0.044436,0.941439,0.707196,0.0902399
9153.15,1062.76,1,1,0,0.985527,0.927634,0.0255954,0.973308,0.866539,0.0455952,0.939798,0.698989,0.0919479
9171.17,1064.26,1,1,0,0.985059,0.925296,0.0263173,0.972476,0.862378,0.046774,0.938126,0.690628,0.0936464
9189.19,1065.77,1,1,0,0.984578,0.922891,0.0270552,0.971622,0.85811,0.0479721,0.936423,0.682115,0.0953329
9207.21,1067.27,1,1,0,0.984084,0.92042,0.0278091,0.970747,0.853733,0.0491891,0.93469,0.67345,0.0970046
9225.23,1068.77,1,1,0,0.983576,0.91788,0.0285793,0.969849,0.849246,0.0504249,0.932927,0.664636,0.0986587
9243.24,1070.27,1,1,0,0.983054,0.91527,0.0293659,0.968929,0.844647,0.051679,0.931135,0.655674,0.100292
9261.26,1071.77,1,1,0,0.982518,0.912588,0.0301689,0.967987,0.839933,0.0529512,0.929313,0.646565,0.101902
9279.28,1073.27,1,1,0,0.981967,0.909833,0.0309886,0.967021,0.835105,0.0542409,0.927462,0.637312,0.103485
9297.3,1074.77,1,1,0,0.981401,0.907004,0.031825,0.966032,0.830159,0.0555477,0.925584,0.627919,0.105038
9315.32,1076.28,1,1,0,0.98082,0.904098,0.0326782,0.965019,0.825095,0.0568711,0.923677,0.618386,0.106558
9333.33,1077.78,1,1,0,0.980223,0.901115,0.0335482,0.963982,0.819911,0.0582105,0.921744,0.608719,0.108042
9351.35,1079.28,1,1,0,0.97961,0.898052,0.0344352,0.962921,0.814605,0.0595653,0.919784,0.598919,0.109485
9369.37,1080.78,1,1,0,0.978982,0.894909,0.0353391,0.961835,0.809177,0.0609348,0.917798,0.588992,0.110884
9387.39,1082.28,1,1,0,0.978337,0.891684,0.03626,0.960725,0.803625,0.0623182,0.915788,0.57894,0.112237
9405.41,1083.78,1,1,0,0.977675,0.888375,0.0371978,0.95959,0.797948,0.0637149,0.913754,0.568769,0.113538
9423.42,1085.29,1,1,0,0.976996,0.884981,0.0381526,0.958429,0.792144,0.0651239,0.911697,0.558483,0.114785
9441.44,1086.79,1,1,0,0.9763,0.8815,0.0391244,0.957242,0.786212,0.0665443,0.909617,0.548087,0.115974
9459.46,1088.29,1,1,0,0.975586,0.87793,0.040113,0.956031,0.780153,0.0679752,0.907517,0.537587,0.117101
9477.48,1089.79,1,1,0,0.974854,0.874271,0.0411184,0.954793,0.773964,0.0694155,0.905398,0.526989,0.118162
9495.5,1091.29,1,1,0,0.974104,0.870521,0.0421405,0.953529,0.767644,0.0708642,0.90326,0.516298,0.119153
9513.51,1092.79,1,1,0,0.973335,0.866677,0.0431792,0.952239,0.761194,0.07232,0.901104,0.505521,0.120072
9531.53,1094.29,1,1,0,0.972548,0.86274,0.0442343,0.950923,0.754613,0.0737817,0.898933,0.494664,0.120914
9549.55,1095.8,1,1,0,0.971741,0.858706,0.0453055,0.94958,0.747899,0.0752481,0.896747,0.483735,0.121675
9567.57,1097.3,1,1,0,0.970915,0.854575,0.0463928,0.948211,0.741054,0.0767177,0.894548,0.472742,0.122352
9585.59,1098.8,1,1,0,0.970069,0.850346,0.0474959,0.946815,0.734075,0.0781891,0.892338,0.461691,0.122941
9603.6,1100.3,1,1,0,0.969203,0.846017,0.0486144,0.945393,0.726965,0.0796609,0.890118,0.450592,0.12344
9621.62,1101.8,1,1,0,0.968317,0.841586,0.0497482,0.943944,0.719721,0.0811313,0.88789,0.439451,0.123844
9639.64,1103.3,1,1,0,0.96741,0.837052,0.0508968,0.942469,0.712346,0.0825988,0.885656,0.428279,0.124151
9657.66,1104.8,1,1,0,0.966483,0.832414,0.0520598,0.940968,0.704838,0.0840617,0.883417,0.417084,0.124357
9675.68,1106.31,1,1,0,0.965534,0.827671,0.053237,0.93944,0.697199,0.0855181,0.881175,0.405874,0.124461
9693.69,1107.81,1,1,0,0.964564,0.822821,0.0544278,0.937886,0.689429,0.0869661,0.878932,0.39466,0.124458
9711.71,1109.31,1,1,0,0.963573,0.817863,0.0556317,0.936306,0.681528,0.0884039,0.87669,0.383451,0.124348
9729.73,1110.81,1,1,0,0.962559,0.812796,0.0568483,0.9347,0.673499,0.0898293,0.874451,0.372257,0.124126
9747.75,1112.31,1,1,0,0.961524,0.807619,0.0580769,0.933069,0.665343,0.0912404,0.872218,0.361088,0.123793
9765.77,1113.81,1,1,0,0.960466,0.802331,0.059317,0.931412,0.657059,0.092635,0.869991,0.349954,0.123345
9783.78,1115.32,1,1,0,0.959386,0.796931,0.0605678,0.92973,0.648651,0.0940109,0.867773,0.338866,0.122782
9801.8,1116.82,1,1,0,0.958283,0.791417,0.0618288,0.928024,0.64012,0.0953657,0.865567,0.327834,0.122102
9819.82,1118.32,1,1,0,0.957158,0.785789,0.0630991,0.926294,0.631468,0.0966972,0.863374,0.316868,0.121306
9837.84,1119.82,1,1,0,0.956009,0.780047,0.064378,0.924539,0.622697,0.0980029,0.861196,0.305979,0.120391
9855.86,1121.32,1,1,0,0.954838,0.774189,0.0656647,0.922762,0.613809,0.0992805,0.859036,0.295178,0.119359
9873.87,1122.82,1,1,0,0.953643,0.768215,0.0669582,0.920962,0.604808,0.100527,0.856895,0.284475,0.118209
9891.89,1124.32,1,1,0,0.952425,0.762123,0.0682576,0.919139,0.595696,0.101741,0.854776,0.273881,0.116943
9909.91,1125.83,1,1,0,0.951183,0.755915,0.069562,0.917295,0.586477,0.102919,0.852681,0.263407,0.115561
9927.93,1127.33,1,1,0,0.949918,0.749589,0.0708702,0.915431,0.577153,0.104058,0.850612,0.253062,0.114065
9945.95,1128.83,1,1,0,0.948629,0.743145,0.0721813,0.913546,0.567728,0.105157,0.848571,0.242857,0.112457
9963.96,1130.33,1,1,0,0.947317,0.736583,0.073494,0.911641,0.558206,0.106211,0.84656,0.232802,0.110739
9981.98,1131.83,1,1,0,0.94598,0.729902,0.0748072,0.909718,0.548591,0.107219,0.844581,0.222906,0.108915
10000,1133.33,1,1,0,0.944621,0.723103,0.0761196,0.907777,0.538887,0.108178,0.842636,0.213179,0.106986
10018,1134.83,1,1,0,0.943237,0.716186,0.07743,0.90582,0.5291,0.109085,0.840726,0.203631,0.104957
10036,1136.34,1,1,0,0.94183,0.709151,0.0787369,0.903847,0.519233,0.109938,0.838854,0.19427,0.102833
10054.1,1137.84,1,1,0,0.9404,0.701999,0.0800389,0.901858,0.509292,0.110733,0.837021,0.185104,0.100616
10072.1,1139.34,1,1,0,0.938946,0.694729,0.0813347,0.899856,0.499282,0.111468,0.835229,0.176143,0.0983128
10090.1,1140.84,1,1,0,0.937469,0.687343,0.0826226,0.897842,0.489208,0.112141,0.833478,0.167392,0.095928
10108.1,1142.34,1,1,0,0.935968,0.679842,0.0839012,0.895815,0.479077,0.112749,0.831772,0.15886,0.0934672
10126.1,1143.84,1,1,0,0.934445,0.672225,0.0851687,0.893779,0.468894,0.113288,0.83011,0.150552,0.0909364
10144.1,1145.35,1,1,0,0.932899,0.664495,0.0864236,0.891733,0.458666,0.113758,0.828495,0.142476,0.0883419
10162.2,1146.85,1,1,0,0.931331,0.656653,0.087664,0.88968,0.448398,0.114155,0.826927,0.134636,0.0856902
10180.2,1148.35,1,1,0,0.92974,0.6487,0.0888883,0.88762,0.438099,0.114477,0.825407,0.127037,0.0829881
10198.2,1149.85,1,1,0,0.928127,0.640637,0.0900946,0.885555,0.427773,0.114722,0.823937,0.119683,0.0802428
10216.2,1151.35,1,1,0,0.926493,0.632466,0.0912811,0.883486,0.417429,0.114887,0.822516,0.112579,0.0774616
10234.2,1152.85,1,1,0,0.924838,0.62419,0.0924458,0.881415,0.407074,0.114971,0.821145,0.105727,0.0746518
10252.3,1154.35,1,1,0,0.923162,0.615809,0.0935869,0.879343,0.396715,0.114972,0.819826,0.0991282,0.071821
10270.3,1155.86,1,1,0,0.921465,0.607327,0.0947022,0.877272,0.38636,0.114888,0.818557,0.0927856,0.0689769
10288.3,1157.36,1,1,0,0.919749,0.598746,0.09579,0.875203,0.376016,0.114717,0.81734,0.0866995,0.0661271
10306.3,1158.86,1,1,0,0.918014,0.590068,0.096848,0.873138,0.365692,0.114459,0.816174,0.0808701,0.0632794
10324.3,1160.36,1,1,0,0.916259,0.581296,0.0978742,0.871079,0.355395,0.114111,0.815059,0.075297,0.0604413
10342.3,1161.86,1,1,0,0.914487,0.572433,0.0988665,0.869027,0.345133,0.113673,0.813996,0.0699788,0.0576204
10360.4,1163.36,1,1,0,0.912696,0.563482,0.0998228,0.866983,0.334915,0.113143,0.812983,0.0649137,0.0548241
10378.4,1164.86,1,1,0,0.910889,0.554447,0.100741,0.86495,0.324749,0.112522,0.81202,0.0600991,0.0520595
10396.4,1166.37,1,1,0,0.909066,0.545331,0.101619,0.862928,0.314642,0.111809,0.811106,0.055532,0.0493337
10414.4,1167.87,1,1,0,0.907228,0.536138,0.102455,0.860921,0.304605,0.111004,0.810242,0.0512084,0.0466532
10432.4,1169.37,1,1,0,0.905374,0.526871,0.103246,0.858929,0.294644,0.110106,0.809425,0.047124,0.0440246
10450.5,1170.87,1,1,0,0.903507,0.517536,0.10399,0.856954,0.284768,0.109116,0.808655,0.0432739,0.0414537
10468.5,1172.37,1,1,0,0.901627,0.508135,0.104685,0.854997,0.274985,0.108034,0.807931,0.0396527,0.0389462
10486.5,1173.87,1,1,0,0.899735,0.498674,0.10533,0.853061,0.265304,0.106862,0.807251,0.0362542,0.0365073
10504.5,1175.38,1,1,0,0.897831,0.489157,0.105922,0.851146,0.255732,0.105601,0.806614,0.0330723,0.0341418
10522.5,1176.88,1,1,0,0.895918,0.47959,0.106458,0.849256,0.246278,0.104251,0.80602,0.0300999,0.0318538
10540.5,1178.38,1,1,0,0.893995,0.469976,0.106938,0.84739,0.23695,0.102815,0.805466,0.0273301,0.0296471
10558.6,1179.88,1,1,0,0.892065,0.460323,0.107358,0.845551,0.227755,0.101295,0.804951,0.0247553,0.0275251
10576.6,1181.38,1,1,0,0.890127,0.450633,0.107718,0.84374,0.2187,0.0996919,0.804474,0.0223678,0.0254903
10594.6,1182.88,1,1,0,0.888183,0.440915,0.108015,0.841959,0.209794,0.0980093,0.804032,0.0201596,0.0235449
10612.6,1184.38,1,1,0,0.886234,0.431172,0.108247,0.840208,0.201042,0.0962497,0.803625,0.0181226,0.0216906
10630.6,1185.89,1,1,0,0.884282,0.421412,0.108413,0.838491,0.192453,0.0944162,0.80325,0.0162484,0.0199284
10648.6,1187.39,1,1,0,0.882328,0.41164,0.108512,0.836806,0.184032,0.092512,0.802906,0.0145289,0.018259
10666.7,1188.89,1,1,0,0.880372,0.401862,0.108541,0.835157,0.175785,0.0905408,0.802591,0.0129556,0.0166824
10684.7,1190.39,1,1,0,0.878417,0.392084,0.108499,0.833544,0.167719,0.0885064,0.802304,0.0115202,0.0151981
10702.7,1191.89,1,1,0,0.876463,0.382313,0.108385,0.831968,0.159839,0.0864129,0.802043,0.0102143,0.0138053
10720.7,1193.39,1,1,0,0.874511,0.372557,0.108198,0.83043,0.152151,0.0842646,0.801806,0.00902991,0.0125025
10738.7,1194.89,1,1,0,0.872564,0.36282,0.107936,0.828931,0.144657,0.082066,0.801592,0.00795888,0.0112879
10756.8,1196.4,1,1,0,0.870622,0.35311,0.1076,0.827473,0.137365,0.0798218,0.801399,0.00699338,0.0101595
10774.8,1197.9,1,1,0,0.868687,0.343434,0.107187,0.826055,0.130276,0.0775369,0.801225,0.00612575,0.00911473
10792.8,1199.4,1,1,0,0.86676,0.333798,0.106698,0.824679,0.123394,0.0752164,0.80107,0.00534859,0.00815072
10810.8,1200.9,1,1,0,0.864842,0.324211,0.106132,0.823345,0.116724,0.0728655,0.800931,0.00465475,0.0072644
10828.8,1202.4,1,1,0,0.862935,0.314677,0.105488,0.822053,0.110266,0.0704895,0.800807,0.0040374,0.00645246
10846.8,1203.9,1,1,0,0.861041,0.305205,0.104767,0.820805,0.104023,0.0680937,0.800698,0.00348997,0.00571137
10864.9,1205.41,1,1,0,0.85916,0.295802,0.103969,0.819599,0.0979965,0.0656837,0.800601,0.00300626,0.00503749
10882.9,1206.91,1,1,0,0.857295,0.286474,0.103093,0.818438,0.0921877,0.063265,0.800516,0.00258037,0.00442704
10900.9,1208.41,1,1,0,0.855446,0.277228,0.102141,0.817319,0.086597,0.0608432,0.800441,0.00220677,0.0038762
10918.9,1209.91,1,1,0,0.853614,0.268071,0.101113,0.816245,0.0812245,0.0584236,0.800376,0.00188026,0.00338111
10936.9,1211.41,1,1,0,0.851802,0.259011,0.10001,0.815214,0.0760696,0.0560118,0.800319,0.00159598,0.0029379
10955,1212.91,1,1,0,0.850011,0.250053,0.0988321,0.814226,0.0711314,0.0536133,0.80027,0.00134944,0.00254276
10973,1214.41,1,1,0,0.848241,0.241205,0.0975817,0.813282,0.0664086,0.0512333,0.800227,0.00113648,0.00219194
10991,1215.92,1,1,0,0.846494,0.232472,0.09626,0.81238,0.0618991,0.048877,0.800191,0.00095326,0.00188179
11009,1217.42,1,1,0,0.844772,0.223862,0.0948686,0.81152,0.0576007,0.0465495,0.800159,0.000796287,0.00160878
11027,1218.92,1,1,0,0.843076,0.21538,0.0934093,0.810702,0.0535105,0.0442557,0.800132,0.000662365,0.00136952
11045,1220.42,1,1,0,0.841407,0.207033,0.0918843,0.809925,0.0496252,0.0420001,0.80011,0.000548601,0.00116076
11063.1,1221.92,1,1,0,0.839765,0.198826,0.0902959,0.809188,0.0459413,0.0397873,0.80009,0.000452386,0.000979466
11081.1,1223.42,1,1,0,0.838153,0.190764,0.0886465,0.808491,0.0424547,0.0376214,0.800074,0.000371376,0.000822741
11099.1,1224.92,1,1,0,0.836571,0.182855,0.0869388,0.807832,0.0391609,0.0355064,0.800061,0.000303481,0.0006879
11117.1,1226.43,1,1,0,0.83502,0.175101,0.0851758,0.807211,0.0360552,0.0334458,0.800049,0.000246843,0.000572446
11135.1,1227.93,1,1,0,0.833502,0.167508,0.0833605,0.806627,0.0331327,0.0314431,0.80004,0.000199821,0.000474078
11153.2,1229.43,1,1,0,0.832016,0.160082,0.0814961,0.806078,0.0303878,0.0295012,0.800032,0.000160971,0.000390686
11171.2,1230.93,1,1,0,0.830565,0.152825,0.0795861,0.805563,0.027815,0.0276227,0.800026,0.000129032,0.000320351
11189.2,1232.43,1,1,0,0.829149,0.145743,0.0776341,0.805082,0.0254085,0.0258101,0.800021,0.000102908,0.000261337
11207.2,1233.93,1,1,0,0.827768,0.138838,0.0756436,0.804632,0.0231623,0.0240654,0.800016,8.16499e-05,0.000212083
11225.2,1235.44,1,1,0,0.826423,0.132114,0.0736187,0.804214,0.0210702,0.02239,0.800013,6.44424e-05,0.000171197
11243.2,1236.94,1,1,0,0.825115,0.125574,0.0715633,0.803825,0.0191258,0.0207854,0.80001,5.05883e-05,0.000137445
