Time (s),Temperature (K),Total Mass 0.0% O2 (norm),Reacting Mass Decay 0.0% O2 (norm),MLR 0.0% O2 (g/s),Total Mass 4.3% O2 (norm),Reacting Mass Decay 4.3% O2 (norm),MLR 4.3% O2 (g/s),Total Mass 8.2% O2 (norm),Reacting Mass Decay 8.2% O2 (norm),MLR 8.2% O2 (g/s),Total Mass 20.5% O2 (norm),Reacting Mass Decay 20.5% O2 (norm),MLR 20.5% O2 (g/s)
11261.3,1238.44,1,1,0,0.823844,0.11922,0.0694814,0.803465,0.0173228,0.0192523,0.800008,3.94952e-05,0.000109736
11279.3,1239.94,1,1,0,0.822611,0.113055,0.0673772,0.803131,0.0156546,0.0177915,0.800006,3.06625e-05,8.71199e-05
11297.3,1241.44,1,1,0,0.821416,0.10708,0.065255,0.802823,0.0141148,0.0164031,0.800005,2.36695e-05,6.8767e-05
11315.3,1242.94,1,1,0,0.820259,0.101297,0.063119,0.802539,0.0126968,0.0150871,0.800004,1.81651e-05,5.3962e-05
11333.3,1244.44,1,1,0,0.819141,0.0957069,0.0609736,0.802279,0.0113942,0.0138429,0.800003,1.38582e-05,4.20911e-05
11351.4,1245.95,1,1,0,0.818062,0.0903105,0.0588231,0.80204,0.0102004,0.0126699,0.800002,1.05085e-05,3.26315e-05
11369.4,1247.45,1,1,0,0.817022,0.0851078,0.0566718,0.801822,0.00910913,0.011567,0.800002,7.91939e-06,2.51405e-05
11387.4,1248.95,1,1,0,0.81602,0.0800989,0.0545242,0.801623,0.00811411,0.0105329,0.800001,5.93065e-06,1.92464e-05
11405.4,1250.45,1,1,0,0.815057,0.0752831,0.0523844,0.801442,0.00720921,0.00956617,0.800001,4.41285e-06,1.46389e-05
11423.4,1251.95,1,1,0,0.814132,0.0706595,0.0502568,0.801278,0.00638845,0.00866492,0.800001,3.26203e-06,1.10611e-05
11441.4,1253.45,1,1,0,0.813245,0.066227,0.0481454,0.801129,0.005646,0.0078272,0.8,2.39526e-06,8.30153e-06
11459.5,1254.95,1,1,0,0.812397,0.0619838,0.0460545,0.800995,0.00497625,0.00705085,0.8,1.74685e-06,6.18777e-06
11477.5,1256.46,1,1,0,0.811586,0.0579279,0.0439878,0.800875,0.00437376,0.00633352,0.8,1.26514e-06,4.58003e-06
11495.5,1257.96,1,1,0,0.810811,0.0540569,0.0419493,0.800767,0.00383333,0.00567277,0.8,9.09791e-07,3.36589e-06
11513.5,1259.46,1,1,0,0.810074,0.0503682,0.0399425,0.80067,0.00334998,0.00506602,0.8,6.49541e-07,2.45568e-06
11531.5,1260.96,1,1,0,0.809372,0.0468587,0.0379711,0.800584,0.00291896,0.00451063,0.8,4.60332e-07,1.77836e-06
11549.5,1262.46,1,1,0,0.808705,0.0435252,0.0360383,0.800507,0.00253577,0.00400386,0.8,3.23798e-07,1.27816e-06
11567.6,1263.96,1,1,0,0.808073,0.0403639,0.0341473,0.800439,0.00219614,0.00354298,0.8,2.26022e-07,9.11591e-07
11585.6,1265.47,1,1,0,0.807474,0.037371,0.0323009,0.800379,0.00189608,0.00312522,0.8,1.56545e-07,6.45067e-07
11603.6,1266.97,1,1,0,0.806908,0.0345423,0.0305018,0.800326,0.00163181,0.00274783,0.8,1.07565e-07,4.52828e-07
11621.6,1268.47,1,1,0,0.806375,0.0318734,0.0287526,0.80028,0.00139983,0.00240806,0.8,7.33137e-08,3.15296e-07
11639.6,1269.97,1,1,0,0.805872,0.0293599,0.0270553,0.800239,0.00119686,0.00210323,0.8,4.95574e-08,2.17717e-07
11657.7,1271.47,1,1,0,0.805399,0.0269968,0.0254121,0.800204,0.00101988,0.00183072,0.8,3.32181e-08,1.49069e-07
11675.7,1272.97,1,1,0,0.804956,0.0247793,0.0238245,0.800173,0.000866095,0.00158798,0.8,2.20757e-08,1.01189e-07
11693.7,1274.47,1,1,0,0.80454,0.0227023,0.0222941,0.800147,0.00073293,0.00137255,0.8,1.45431e-08,6.80865e-08
11711.7,1275.98,1,1,0,0.804152,0.0207605,0.0208219,0.800124,0.000618032,0.00118206,0.8,9.49571e-09,4.54043e-08
11729.7,1277.48,1,1,0,0.80379,0.0189487,0.0194091,0.800104,0.000519257,0.00101427,0.8,6.14407e-09,3.00032e-08
11747.7,1278.98,1,1,0,0.803452,0.0172614,0.0180561,0.800087,0.000434657,0.000867041,0.8,3.93883e-09,1.96426e-08
11765.8,1280.48,1,1,0,0.803139,0.0156934,0.0167635,0.800072,0.000362472,0.000738356,0.8,2.50141e-09,1.27385e-08
11783.8,1281.98,1,1,0,0.802848,0.0142391,0.0155313,0.80006,0.000301116,0.00062633,0.8,1.57338e-09,8.1817e-09
11801.8,1283.48,1,1,0,0.802579,0.0128931,0.0143595,0.80005,0.000249169,0.000529201,0.8,9.80015e-10,5.20355e-09
11819.8,1284.98,1,1,0,0.80233,0.0116499,0.0132477,0.800041,0.000205363,0.000445333,0.8,6.04373e-10,3.27648e-09
11837.8,1286.49,1,1,0,0.802101,0.0105042,0.0121954,0.800034,0.000168573,0.00037322,0.8,3.68951e-10,2.04215e-09
11855.9,1287.99,1,1,0,0.80189,0.0094507,0.0112019,0.800028,0.000137803,0.000311479,0.8,2.22917e-10,1.25966e-09
11873.9,1289.49,1,1,0,0.801697,0.00848408,0.010266,0.800022,0.000112175,0.000258846,0.8,1.33273e-10,7.68825e-10
11891.9,1290.99,1,1,0,0.80152,0.00759921,0.00938683,0.800018,9.09232e-05,0.000214176,0.8,7.88291e-11,4.64218e-10
11909.9,1292.49,1,1,0,0.801358,0.00679105,0.00856285,0.800015,7.3376e-05,0.000176433,0.8,4.61195e-11,2.77237e-10
11927.9,1293.99,1,1,0,0.801211,0.00605469,0.00779262,0.800012,5.89523e-05,0.00014469,0.8,2.66841e-11,1.6373e-10
11945.9,1295.5,1,1,0,0.801077,0.00538536,0.00707451,0.800009,4.71498e-05,0.000118115,0.8,1.52651e-11,9.56019e-11
11964,1297,1,1,0,0.800956,0.00477845,0.00640675,0.800008,3.75366e-05,9.59733e-05,0.8,8.6325e-12,5.51788e-11
11982,1298.5,1,1,0,0.800846,0.0042295,0.00578747,0.800006,2.97433e-05,7.76128e-05,0.8,4.82472e-12,3.14744e-11
12000,1300,1,1,0,0.800747,0.00373424,0.0052147,0.800005,2.34555e-05,6.24623e-05,0.8,2.66449e-12,1.77389e-11
12018,1301.5,1,1,0,0.800658,0.00328855,0.00468641,0.800004,1.84071e-05,5.00226e-05,0.8,1.45367e-12,9.8761e-12
12036,1303,1,1,0,0.800578,0.00288854,0.0042005,0.800003,1.43738e-05,3.98603e-05,0.8,7.83307e-13,5.4305e-12
12054.1,1304.5,1,1,0,0.800506,0.00253048,0.00375484,0.800002,1.11678e-05,3.16011e-05,0.8,4.1679e-13,2.94844e-12
12072.1,1306.01,1,1,0,0.800442,0.00221083,0.00334728,0.800002,8.63233e-06,2.49236e-05,0.8,2.18938e-13,1.58031e-12
12090.1,1307.51,1,1,0,0.800385,0.00192627,0.00297564,0.800001,6.63769e-06,1.95536e-05,0.8,1.13512e-13,8.3597e-13
12108.1,1309.01,1,1,0,0.800335,0.00167365,0.00263776,0.800001,5.07682e-06,1.52584e-05,0.8,5.80737e-14,4.36351e-13
12126.1,1310.51,1,1,0,0.80029,0.00145003,0.0023315,0.800001,3.862e-06,1.18417e-05,0.8,2.9311e-14,2.24685e-13
12144.1,1312.01,1,1,0,0.800251,0.00125266,0.00205474,0.800001,2.9217e-06,9.13914e-06,0.8,1.45911e-14,1.14103e-13
12162.2,1313.51,1,1,0,0.800216,0.00107897,0.00180544,0.8,2.19795e-06,7.01352e-06,0.8,7.1622e-15,5.71352e-14
12180.2,1315.02,1,1,0,0.800185,0.000926583,0.00158155,0.8,1.64406e-06,5.35136e-06,0.8,3.46575e-15,2.82022e-14
12198.2,1316.52,1,1,0,0.800159,0.000793293,0.00138115,0.8,1.22262e-06,4.05924e-06,0.8,1.65284e-15,1.3719e-14
12216.2,1318.02,1,1,0,0.800135,0.000677071,0.00120235,0.8,9.03843e-07,3.0608e-06,0.8,7.76664e-16,6.57528e-15
12234.2,1319.52,1,1,0,0.800115,0.000576053,0.00104334,0.8,6.64167e-07,2.29397e-06,0.8,3.59495e-16,3.10415e-15
12252.3,1321.02,1,1,0,0.800098,0.000488533,0.000902418,0.8,4.85063e-07,1.70867e-06,0.8,1.63868e-16,1.44309e-15
12270.3,1322.52,1,1,0,0.800083,0.000412957,0.000777944,0.8,3.52053e-07,1.26473e-06,0.8,7.35395e-17,6.60465e-16
12288.3,1324.02,1,1,0,0.80007,0.000347911,0.000668379,0.8,2.53899e-07,9.30167e-07,0.8,3.24828e-17,2.97504e-16
12306.3,1325.53,1,1,0,0.800058,0.00029212,0.000572278,0.8,1.81932e-07,6.79672e-07,0.8,1.41179e-17,1.31857e-16
12324.3,1327.03,1,1,0,0.800049,0.000244432,0.000488287,0.8,1.29509e-07,4.93359e-07,0.8,6.03603e-18,5.7485e-17
12342.3,1328.53,1,1,0,0.800041,0.000203812,0.000415146,0.8,9.15775e-08,3.55717e-07,0.8,2.53788e-18,2.46449e-17
12360.4,1330.03,1,1,0,0.800034,0.000169338,0.000351689,0.8,6.43164e-08,2.54725e-07,0.8,1.04907e-18,1.03871e-17
12378.4,1331.53,1,1,0,0.800028,0.000140185,0.000296838,0.8,4.4859e-08,1.8114e-07,0.8,4.26209e-19,4.30256e-18
12396.4,1333.03,1,1,0,0.800023,0.000115623,0.000249609,0.8,3.10684e-08,1.27902e-07,0.8,1.70136e-19,1.75104e-18
12414.4,1334.53,1,1,0,0.800019,9.50075e-05,0.000209098,0.8,2.13638e-08,8.96633e-08,0.8,6.67105e-20,6.99957e-19
12432.4,1336.04,1,1,0,0.800016,7.77699e-05,0.000174486,0.8,1.45839e-08,6.23976e-08,0.8,2.56852e-20,2.74737e-19
12450.5,1337.54,1,1,0,0.800013,6.34129e-05,0.000145033,0.8,9.88211e-09,4.31007e-08,0.8,9.70788e-21,1.05852e-19
12468.5,1339.04,1,1,0,0.80001,5.15023e-05,0.00012007,0.8,6.6459e-09,2.95467e-08,0.8,3.60068e-21,4.00202e-20
12486.5,1340.54,1,1,0,0.800008,4.16611e-05,9.90016e-05,0.8,4.43535e-09,2.00995e-08,0.8,1.31015e-21,1.48429e-20
12504.5,1342.04,1,1,0,0.800007,3.35629e-05,8.12931e-05,0.8,2.93709e-09,1.35662e-08,0.8,4.67513e-22,5.39851e-21
12522.5,1343.54,1,1,0,0.800005,2.69266e-05,6.64724e-05,0.8,1.92958e-09,9.08382e-09,0.8,1.63553e-22,1.92488e-21
12540.5,1345.05,1,1,0,0.800004,2.15114e-05,5.41221e-05,0.8,1.2575e-09,6.03336e-09,0.8,5.6075e-23,6.72606e-22
12558.6,1346.55,1,1,0,0.800003,1.71115e-05,4.38755e-05,0.8,8.12815e-10,3.9744e-09,0.8,1.88356e-23,2.30249e-22
12576.6,1348.05,1,1,0,0.800003,1.35522e-05,3.54122e-05,0.8,5.2102e-10,2.59623e-09,0.8,6.19637e-24,7.71909e-23
12594.6,1349.55,1,1,0,0.800002,1.06856e-05,2.84534e-05,0.8,3.31159e-10,1.68158e-09,0.8,1.99568e-24,2.53345e-23
12612.6,1351.05,1,1,0,0.800002,8.38739e-06,2.27581e-05,0.8,2.08677e-10,1.07976e-09,0.8,6.29053e-25,8.13731e-24
12630.6,1352.55,1,1,0,0.800001,6.55328e-06,1.81185e-05,0.8,1.30349e-10,6.87252e-10,0.8,1.93985e-25,2.55692e-24
12648.6,1354.05,1,1,0,0.800001,5.09637e-06,1.43569e-05,0.8,8.06994e-11,4.33527e-10,0.8,5.85027e-26,7.8571e-25
12666.7,1355.56,1,1,0,0.800001,3.94458e-06,1.13219e-05,0.8,4.95108e-11,2.70997e-10,0.8,1.72484e-26,2.36023e-25
12684.7,1357.06,1,1,0,0.800001,3.03839e-06,8.88513e-06,0.8,3.00974e-11,1.6784e-10,0.8,4.96963e-27,6.92835e-26
12702.7,1358.56,1,1,0,0.8,2.32892e-06,6.93837e-06,0.8,1.81257e-11,1.02978e-10,0.8,1.39873e-27,1.98666e-26
12720.7,1360.06,1,1,0,0.8,1.77622e-06,5.39096e-06,0.8,1.08125e-11,6.25806e-11,0.8,3.84427e-28,5.56248e-27
12738.7,1361.56,1,1,0,0.8,1.34784e-06,4.1673e-06,0.8,6.38788e-12,3.76633e-11,0.8,1.03131e-28,1.52017e-27
12756.8,1363.06,1,1,0,0.8,1.01751e-06,3.20469e-06,0.8,3.73695e-12,2.24444e-11,0.8,2.69956e-29,4.05344e-28
12774.8,1364.56,1,1,0,0.8,7.64126e-07,2.45145e-06,0.8,2.1644e-12,1.32416e-11,0.8,6.89198e-30,1.05411e-28
12792.8,1366.07,1,1,0,0.8,5.70791e-07,1.86522e-06,0.8,1.24093e-12,7.73294e-12,0.8,1.71541e-30,2.67242e-29
12810.8,1367.57,1,1,0,0.8,4.24071e-07,1.41146e-06,0.8,7.04162e-13,4.46938e-12,0.8,4.16085e-31,6.60232e-30
12828.8,1369.07,1,1,0,0.8,3.13336e-07,1.06218e-06,0.8,3.95405e-13,2.55609e-12,0.8,9.83119e-32,1.58884e-30
12846.8,1370.57,1,1,0,0.8,2.30226e-07,7.94848e-07,0.8,2.19675e-13,1.4463e-12,0.8,2.2618e-32,3.7228e-31
12864.9,1372.07,1,1,0,0.8,1.68201e-07,5.91405e-07,0.8,1.2073e-13,8.09497e-13,0.8,5.0645e-33,8.4894e-32
12882.9,1373.57,1,1,0,0.8,1.22179e-07,4.37482e-07,0.8,6.56245e-14,4.48099e-13,0.8,1.10323e-33,1.88327e-32
12900.9,1375.08,1,1,0,0.8,8.82305e-08,3.21715e-07,0.8,3.52743e-14,2.45277e-13,0.8,2.33693e-34,4.06242e-33
12918.9,1376.58,1,1,0,0.8,6.33359e-08,2.35166e-07,0.8,1.87462e-14,1.32735e-13,0.8,4.81154e-35,8.51716e-34
12936.9,1378.08,1,1,0,0.8,4.51909e-08,1.70856e-07,0.8,9.8481e-15,7.10033e-14,0.8,9.62455e-36,1.73479e-34
12955,1379.58,1,1,0,0.8,3.20463e-08,1.23367e-07,0.8,5.11321e-15,3.75369e-14,0.8,1.86954e-36,3.43114e-35
12973,1381.08,1,1,0,0.8,2.25835e-08,8.85179e-08,0.8,2.62335e-15,1.96084e-14,0.8,3.52485e-37,6.58668e-36
12991,1382.58,1,1,0,0.8,1.58141e-08,6.31086e-08,0.8,1.32971e-15,1.01192e-14,0.8,6.44754e-38,1.22666e-36
13009,1384.08,1,1,0,0.8,1.10026e-08,4.4702e-08,0.8,6.65754e-16,5.15813e-15,0.8,1.14363e-38,2.21515e-37
13027,1385.59,1,1,0,0.8,7.60496e-09,3.14558e-08,0.8,3.29185e-16,2.5965e-15,0.8,1.96608e-39,3.87694e-38
13045,1387.09,1,1,0,0.8,5.22164e-09,2.19869e-08,0.8,1.60713e-16,1.29049e-15,0.8,3.27436e-40,6.57308e-39
13063.1,1388.59,1,1,0,0.8,3.56106e-09,1.52642e-08,0.8,7.74564e-17,6.33136e-16,0.8,5.28012e-41,1.07901e-39
13081.1,1390.09,1,1,0,0.8,2.41194e-09,1.0524e-08,0.8,3.68445e-17,3.06572e-16,0.8,8.24009e-42,1.71408e-40
13099.1,1391.59,1,1,0,0.8,1.62227e-09,7.2051e-09,0.8,1.72945e-17,1.46477e-16,0.8,1.24385e-42,2.63373e-41
13117.1,1393.09,1,1,0,0.8,1.08342e-09,4.89783e-09,0.8,8.00883e-18,6.9043e-17,0.8,1.81519e-43,3.91213e-42
13135.1,1394.59,1,1,0,0.8,7.18369e-10,3.3054e-09,0.8,3.6582e-18,3.20988e-17,0.8,2.55958e-44,5.61474e-43
13153.2,1396.1,1,1,0,0.8,4.72846e-10,2.21437e-09,0.8,1.64781e-18,1.47158e-17,0.8,3.48554e-45,7.78191e-44
13171.2,1397.6,1,1,0,0.8,3.08935e-10,1.47243e-09,0.8,7.31809e-19,6.65136e-18,0.8,4.58135e-46,1.04099e-44
13189.2,1399.1,1,1,0,0.8,2.00326e-10,9.71687e-10,0.8,3.20361e-19,2.96329e-18,0.8,5.80897e-47,1.3433e-45
13207.2,1400.6,1,1,0,0.8,1.28909e-10,6.3632e-10,0.8,1.38209e-19,1.301e-18,0.8,7.10139e-48,1.67118e-46
13225.2,1402.1,1,1,0,0.8,8.2309e-11,4.13456e-10,0.8,5.87479e-20,5.62756e-19,0.8,8.3653e-49,2.00331e-47
13243.2,1403.6,1,1,0,0.8,5.21413e-11,2.66524e-10,0.8,2.45983e-20,2.39776e-19,0.8,9.48996e-50,2.31262e-48
13261.3,1405.11,1,1,0,0.8,3.27668e-11,1.70429e-10,0.8,1.01432e-20,1.00608e-19,0.8,1.03619e-50,2.56943e-49
13279.3,1406.61,1,1,0,0.8,2.04243e-11,1.08093e-10,0.8,4.11814e-21,4.15621e-20,0.8,1.08831e-51,2.74593e-50
13297.3,1408.11,1,1,0,0.8,1.26262e-11,6.79901e-11,0.8,1.6458e-21,1.69004e-20,0.8,1.09887e-52,2.82101e-51
13315.3,1409.61,1,1,0,0.8,7.74013e-12,4.24063e-11,0.8,6.47294e-22,6.76284e-21,0.8,1.06599e-53,2.78434e-52
13333.3,1411.11,1,1,0,0.8,4.70461e-12,2.62239e-11,0.8,2.50476e-22,2.66247e-21,0.8,9.92918e-55,2.6386e-53
13351.4,1412.61,1,1,0,0.8,2.83491e-12,1.60765e-11,0.8,9.53372e-23,1.031e-21,0.8,8.87474e-56,2.39934e-54
13369.4,1414.11,1,1,0,0.8,1.69333e-12,9.76904e-12,0.8,3.56848e-23,3.9259e-22,0.8,7.6069e-57,2.0922e-55
13387.4,1415.62,1,1,0,0.8,1.00246e-12,5.88334e-12,0.8,1.31316e-23,1.46966e-22,0.8,6.24876e-58,1.74837e-56
13405.4,1417.12,1,1,0,0.8,5.88118e-13,3.51114e-12,0.8,4.74957e-24,5.40733e-23,0.8,4.91626e-59,1.39928e-57
13423.4,1418.62,1,1,0,0.8,3.41877e-13,2.07618e-12,0.8,1.68802e-24,1.95488e-23,0.8,3.70209e-60,1.07184e-58
13441.4,1420.12,1,1,0,0.8,1.96889e-13,1.21623e-12,0.8,5.89356e-25,6.94251e-24,0.8,2.66652e-61,7.85277e-60
13459.5,1421.62,1,1,0,0.8,1.12322e-13,7.05729e-13,0.8,2.02085e-25,2.42133e-24,0.8,1.83585e-62,5.49916e-61
13477.5,1423.12,1,1,0,0.8,6.34644e-14,4.05575e-13,0.8,6.80349e-26,8.29121e-25,0.8,1.20734e-63,3.67837e-62
13495.5,1424.62,1,1,0,0.8,3.55108e-14,2.30808e-13,0.8,2.24828e-26,2.78668e-25,0.8,7.57923e-65,2.34856e-63
13513.5,1426.13,1,1,0,0.8,1.96739e-14,1.30052e-13,0.8,7.2907e-27,9.19053e-26,0.8,4.53861e-66,1.43032e-64
13531.5,1427.63,1,1,0,0.8,1.07909e-14,7.25444e-14,0.8,2.31935e-27,2.97343e-26,0.8,2.5907e-67,8.30324e-66
13549.5,1429.13,1,1,0,0.8,5.85864e-15,4.0054e-14,0.8,7.23634e-28,9.4344e-27,0.8,1.40863e-68,4.59127e-67
13567.6,1430.63,1,1,0,0.8,3.14804e-15,2.18867e-14,0.8,2.21361e-28,2.93484e-27,0.8,7.29043e-70,2.41645e-68
13585.6,1432.13,1,1,0,0.8,1.67388e-15,1.18341e-14,0.8,6.63722e-29,8.94836e-28,0.8,3.58894e-71,1.20966e-69
13603.6,1433.63,1,1,0,0.8,8.80603e-16,6.33068e-15,0.8,1.95005e-29,2.67339e-28,0.8,1.67925e-72,5.75534e-71
13621.6,1435.14,1,1,0,0.8,4.58289e-16,3.35006e-15,0.8,5.61242e-30,7.82364e-29,0.8,7.46235e-74,2.60061e-72
13639.6,1436.64,1,1,0,0.8,2.35903e-16,1.75338e-15,0.8,1.58186e-30,2.2421e-29,0.8,3.14716e-75,1.11518e-73
13657.7,1438.14,1,1,0,0.8,1.20086e-16,9.07503e-16,0.8,4.36481e-31,6.2902e-30,0.8,1.25867e-76,4.53474e-75
13675.7,1439.64,1,1,0,0.8,6.04432e-17,4.64408e-16,0.8,1.17871e-31,1.72705e-30,0.8,4.77e-78,1.74725e-76
13693.7,1441.14,1,1,0,0.8,3.00763e-17,2.34941e-16,0.8,3.11428e-32,4.63915e-31,0.8,1.71157e-79,6.37405e-78
13711.7,1442.64,1,1,0,0.8,1.47928e-17,1.17477e-16,0.8,8.04784e-33,1.21879e-31,0.8,5.8103e-81,2.19982e-79
13729.7,1444.14,1,1,0,0.8,7.19044e-18,5.80511e-17,0.8,2.03344e-33,3.13063e-32,0.8,1.86457e-82,7.1766e-81
13747.7,1445.65,1,1,0,0.8,3.45352e-18,2.83436e-17,0.8,5.02194e-34,7.85978e-33,0.8,5.6517e-84,2.21135e-82
13765.8,1447.15,1,1,0,0.8,1.63869e-18,1.36714e-17,0.8,1.21188e-34,1.92806e-33,0.8,1.61676e-85,6.43053e-84
13783.8,1448.65,1,1,0,0.8,7.68036e-19,6.51339e-18,0.8,2.85657e-35,4.61971e-34,0.8,4.36125e-87,1.76328e-85
13801.8,1450.15,1,1,0,0.8,3.55502e-19,3.06451e-18,0.8,6.57483e-36,1.08081e-34,0.8,1.10844e-88,4.55529e-87
13819.8,1451.65,1,1,0,0.8,1.6248e-19,1.42363e-18,0.8,1.47717e-36,2.46816e-35,0.8,2.65201e-90,1.10779e-88
13837.8,1453.15,1,1,0,0.8,7.33116e-20,6.52883e-19,0.8,3.23839e-37,5.49968e-36,0.8,5.96794e-92,2.5338e-90
13855.9,1454.65,1,1,0,0.8,3.26501e-20,2.95527e-19,0.8,6.9252e-38,1.19534e-36,0.8,1.26206e-93,5.446e-92
13873.9,1456.16,1,1,0,0.8,1.43501e-20,1.32009e-19,0.8,1.44405e-38,2.53324e-37,0.8,2.50586e-95,1.09898e-93
13891.9,1457.66,1,1,0,0.8,6.22298e-21,5.81792e-20,0.8,2.93512e-39,5.23287e-38,0.8,4.66728e-97,2.08026e-95
13909.9,1459.16,1,1,0,0.8,2.66217e-21,2.52936e-20,0.8,5.81304e-40,1.05323e-38,0.8,8.14719e-99,3.69036e-97
13927.9,1460.66,1,1,0,0.8,1.12326e-21,1.08455e-20,0.8,1.12139e-40,2.06475e-39,0.8,1.33165e-100,6.12973e-99
13945.9,1462.16,1,1,0,0.8,4.6736e-22,4.5856e-21,0.8,2.10631e-41,3.94105e-40,0.8,2.03612e-102,9.52432e-101
13964,1463.66,1,1,0,0.8,1.91717e-22,1.91147e-21,0.8,3.85068e-42,7.32134e-41,0.8,2.90967e-104,1.38305e-102
13982,1465.17,1,1,0,0.8,7.75211e-23,7.85375e-22,0.8,6.84917e-43,1.32324e-41,0.8,3.88235e-106,1.87515e-104
14000,1466.67,1,1,0,0.8,3.08918e-23,3.18006e-22,0.8,1.18483e-43,2.32591e-42,0.8,4.83212e-108,2.37146e-106
14018,1468.17,1,1,0,0.8,1.21295e-23,1.26869e-22,0.8,1.9926e-44,3.97446e-43,0.8,5.60467e-110,2.79478e-108
14036,1469.67,1,1,0,0.8,4.69166e-24,4.98592e-23,0.8,3.25658e-45,6.59973e-44,0.8,6.05207e-112,3.06626e-110
14054.1,1471.17,1,1,0,0.8,1.78733e-24,1.92982e-23,0.8,5.17018e-46,1.06454e-44,0.8,6.07806e-114,3.12869e-112
14072.1,1472.67,1,1,0,0.8,6.70478e-25,7.35486e-24,0.8,7.97036e-47,1.6673e-45,0.8,5.67146e-116,2.966e-114
14090.1,1474.17,1,1,0,0.8,2.47614e-25,2.75949e-24,0.8,1.19262e-47,2.53454e-46,0.8,4.91191e-118,2.6097e-116
14108.1,1475.68,1,1,0,0.8,9.00076e-26,1.01902e-24,0.8,1.73138e-48,3.73803e-47,0.8,3.94442e-120,2.12899e-118
14126.1,1477.18,1,1,0,0.8,3.21961e-26,3.70292e-25,0.8,2.43767e-49,5.3464e-48,0.8,2.93385e-122,1.60866e-120
14144.1,1478.68,1,1,0,0.8,1.13306e-26,1.32378e-25,0.8,3.32707e-50,7.41261e-49,0.8,2.01909e-124,1.12462e-122
14162.2,1480.18,1,1,0,0.8,3.92217e-27,4.65477e-26,0.8,4.40016e-51,9.95832e-50,0.8,1.28431e-126,7.26656e-125
14180.2,1481.68,1,1,0,0.8,1.33514e-27,1.60951e-26,0.8,5.63646e-52,1.29574e-50,0.8,7.54252e-129,4.3348e-127
14198.2,1483.18,1,1,0,0.8,4.46845e-28,5.47149e-27,0.8,6.99014e-53,1.63222e-51,0.8,4.08522e-131,2.38478e-129
14216.2,1484.68,1,1,0,0.8,1.46999e-28,1.82822e-27,0.8,8.38908e-54,1.98964e-52,0.8,2.03838e-133,1.20861e-131
14234.2,1486.19,1,1,0,0.8,4.7522e-29,6.00294e-28,0.8,9.73861e-55,2.34591e-53,0.8,9.35929e-136,5.63635e-134
14252.3,1487.69,1,1,0,0.8,1.50938e-29,1.93645e-28,0.8,1.09304e-55,2.67419e-54,0.8,3.94997e-138,2.41596e-136
14270.3,1489.19,1,1,0,0.8,4.70888e-30,6.13556e-29,0.8,1.1856e-56,2.9459e-55,0.8,1.53053e-140,9.50743e-139
14288.3,1490.69,1,1,0,0.8,1.44261e-30,1.90897e-29,0.8,1.2422e-57,3.13464e-56,0.8,5.43855e-143,3.43097e-141
14306.3,1492.19,1,1,0,0.8,4.33898e-31,5.8309e-30,0.8,1.25662e-58,3.22031e-57,0.8,1.77014e-145,1.13408e-143
14324.3,1493.69,1,1,0,0.8,1.28092e-31,1.74806e-30,0.8,1.22677e-59,3.19258e-58,0.8,5.27114e-148,3.42945e-146
14342.3,1495.2,1,1,0,0.8,3.71059e-32,5.14222e-31,0.8,1.15521e-60,3.0529e-59,0.8,1.43433e-150,9.47637e-149
14360.4,1496.7,1,1,0,0.8,1.05449e-32,1.48392e-31,0.8,1.04879e-61,2.81448e-60,0.8,3.56219e-153,2.38984e-151
14378.4,1498.2,1,1,0,0.8,2.93906e-33,4.19973e-32,0.8,9.17551e-63,2.50028e-61,0.8,8.06447e-156,5.49381e-154
14396.4,1499.7,1,1,0,0.8,8.03206e-34,1.16539e-32,0.8,7.7317e-64,2.13927e-62,0.8,1.66222e-158,1.14979e-156
14414.4,1501.2,1,1,0,0.8,2.15171e-34,3.16992e-33,0.8,6.27195e-65,1.76203e-63,0.8,3.11535e-161,2.18805e-159
14432.4,1502.7,1,1,0,0.8,5.64892e-35,8.44958e-34,0.8,4.89546e-66,1.3964e-64,0.8,5.30255e-164,3.78129e-162
14450.5,1504.2,1,1,0,0.8,1.45296e-35,2.20656e-34,0.8,3.67473e-67,1.06423e-65,0.8,8.18585e-167,5.92669e-165
14468.5,1505.71,1,1,0,0.8,3.6604e-36,5.64379e-35,0.8,2.65138e-68,7.7958e-67,0.8,1.14467e-169,8.41414e-168
14486.5,1507.21,1,1,0,0.8,9.0297e-37,1.41346e-35,0.8,1.83784e-69,5.48608e-68,0.8,1.448e-172,1.0806e-170
14504.5,1508.71,1,1,0,0.8,2.18056e-37,3.46522e-36,0.8,1.22321e-70,3.70688e-69,0.8,1.65482e-175,1.25372e-173
14522.5,1510.21,1,1,0,0.8,5.15333e-38,8.31364e-37,0.8,7.81302e-72,2.40363e-70,0.8,1.70627e-178,1.31231e-176
14540.5,1511.71,1,1,0,0.8,1.19155e-38,1.95138e-37,0.8,4.78661e-73,1.49487e-71,0.8,1.58515e-181,1.23761e-179
14558.6,1513.21,1,1,0,0.8,2.69473e-39,4.47982e-38,0.8,2.81118e-74,8.91209e-73,0.8,1.32502e-184,1.05015e-182
14576.6,1514.71,1,1,0,0.8,5.95895e-40,1.00558e-38,0.8,1.58184e-75,5.09042e-74,0.8,9.95185e-188,8.00638e-186
