time (s),MLR (kg/s),thikness (m),T(z=0),T(z=3),T(z=6),C_A (kg/m^3),C_B (kg/m^3),C_C (kg/m^3)
195.0,0.03630341,0.01800006,746.7969468639379,663.9430154045692,581.330600848,1.4941598361063278e-159,623.5772616705767,2.6424902561424872
195.5,0.036091862,0.01800006,746.9579437173827,664.3685282335435,582.0038343168001,2.0219218413663176e-165,623.4345431189138,2.7095256759226487
196.0,0.035866348,0.01800006,747.1191730728713,664.7949871126258,582.6890737785001,1.5909244253571495e-171,623.288903958792,2.7780005778228425
196.5,0.035625863,0.01800006,747.2808122183859,665.222457018386,583.3871742345,7.021230789973421e-178,623.1399958345083,2.8479736707626557
197.0,0.035369342,0.01800006,747.4427677500477,665.6512681798636,584.0990656554,1.668522410680179e-184,622.9878705486589,2.919452404770187
197.5,0.035095554,0.01800006,747.6052268862218,666.0815826264347,584.8259929872,2.03770882999034e-191,622.8324677942644,2.9924988462703084
198.0,0.034803158,0.01800006,747.7681187370455,666.513636043328,585.5691862087,1.2118539432361135e-198,622.6736488425024,3.067124903946194
198.5,0.034490665000000004,0.01800006,747.9316267082442,666.9476842309473,586.3298877706001,3.295643038414884e-206,622.511349673051,3.143396610372168
199.0,0.034156398,0.01800006,748.095683335992,667.3839681364637,587.1095326239999,3.804491986113028e-214,622.3455312524375,3.221329192854615
199.5,0.033798491,0.01800006,748.2604951755412,667.8228382976852,587.909853258,1.7048650352458944e-222,622.1760298667105,3.300992940856176
200.0,0.033414881,0.01800006,748.4261168095228,668.2646343711313,588.7326770095,2.658215969074062e-231,622.0028076833846,3.3824071414497165
200.5,0.033003229,0.01800006,748.5925997025672,668.7096114567656,589.5798440082999,1.2574052486182545e-240,621.8256990217029,3.4656491085826726
201.0,0.032560926,0.01800006,748.7600313234832,669.1581071604857,590.4536714034,1.512339103695793e-250,621.644665532569,3.5507403698482563
201.5,0.032085048,0.01800006,748.9285181538987,669.6105761184716,591.3565894952001,3.6522359971530096e-261,621.4594470403589,3.637768460900613
202.0,0.031572314000000004,0.01800006,749.0980884817524,670.0675463823072,592.291315188,1.2707430289739423e-272,621.2700997138006,3.726760777058441
202.5,0.031019027999999997,0.01800006,749.2690300892054,670.5293771194687,593.2610715455,3.859205542483372e-285,621.076361317116,3.8178116718249893
203.0,0.030421048,0.01800006,749.44124940327,670.9966043890912,594.2692625984,4.38738343980212e-299,620.8780951149097,3.910957087583828
203.5,0.029773686,0.01800006,749.6150685113257,671.469874325977,595.319801772,3.210217833e-315,620.6752292444123,4.0063001681884955
204.0,0.029071753,0.01800006,749.7904937533795,671.949820993758,596.4169901289999,0.0,620.4676316085367,4.10388902939394
204.5,0.028309383,0.01800007,749.967812843934,672.4369975199074,597.565729079,0.0,620.2549331997004,4.203839528233413
205.0,0.027480132,0.01800007,750.1470546363732,672.932333493133,598.7714965179999,0.0,620.0371015965968,4.306210231266537
205.5,0.026576910999999998,0.01800007,750.3284471015951,673.4365739653781,600.0402870112,0.0,619.8138605708184,4.411134384014844
206.0,0.025592076000000002,0.01800007,750.5122788704077,673.9506533910399,601.3789601179999,0.0,619.5849859236422,4.518684894308315
206.5,0.02451766,0.01800007,750.6986779330109,674.4757083546749,602.7945205232,0.0,619.3501937302188,4.629016221075336
207.0,0.023345733,0.01800007,750.8879505202299,675.0127043487826,604.2945614332,0.0,619.1093233451066,4.742240648845403
207.5,0.022069141,0.01800007,751.0803295550925,675.5629878173365,605.8867407826999,0.0,618.8620100339699,4.858482403682789
208.0,0.020682735,0.01800007,751.2761212832193,676.127902247191,607.5781532931,0.0,618.6077743269027,4.977933783389865
208.5,0.019185319,0.01800007,751.475725304912,676.7087769028693,609.374103088,0.0,618.3464893414321,5.1007339744540765
209.0,0.017582607,0.01800007,751.6794152725874,677.3072420186319,611.2770641940001,0.0,618.0775732129072,5.227111525437895
209.5,0.015891326,0.01800007,751.8875792556822,677.9249225902322,613.2835969133,0.0,617.800703987788,5.357241309105067
210.0,0.014144074,0.01800007,752.1006459243483,678.5631605996576,615.3824265728,0.0,617.5151973496106,5.491396201784191
210.5,0.012393650999999999,0.01800007,752.3191655846512,679.2234868765394,617.5509712096,0.0,617.220731318006,5.629797236596286
211.0,0.010713646,0.01800007,752.5434497033659,679.9067550733796,619.7554393255,0.0,616.9165140511437,5.772766520137921
211.5,0.009191050999999999,0.01800007,752.7740811112614,680.6135376122495,621.9531696465999,0.0,616.6019887115451,5.920592578436683
212.0,0.007908214,0.01800007,753.0114276954083,681.3433378418487,624.1008686306,0.0,616.2763931337274,6.073580048698808
212.5,0.006918538,0.01800007,753.25587219485,682.0946481982072,626.1645348075,0.0,615.9391294440823,6.232113852744586
213.0,0.006228848,0.01800008,753.5076037233132,682.8649745555018,628.1269148150001,0.0,615.5892893644426,6.396500514657941
213.5,0.0058008155,0.01800008,753.7667825433105,683.6505433471266,629.9874200696,0.0,615.2262671949312,6.56712897966808
214.0,0.0055705497,0.01800008,754.033114607975,684.4469791486835,631.7554354293646,0.0,614.84925499568,6.74428735927156
214.5,0.0054725241,0.01800008,754.3062983829684,685.2498997312011,633.4436830049,0.0,614.4576491970033,6.9283354809220725
215.0,0.00545479626,0.01800008,754.5854946512013,686.0549369907151,635.0633470196001,0.0,614.0507924313379,7.1195393564432194
215.5,0.00548271754,0.01800008,754.8699136077514,686.8582088531646,636.6233392314,0.0,613.6282301978792,7.318137706427176
216.0,0.00553571764,0.01800008,755.1584928622519,687.6566863442683,638.1301896717999,0.0,613.189354605827,7.524413402097991
216.5,0.00560241437,0.01800008,755.4501768044223,688.4476620233899,639.58872546,0.0,612.7336178591107,7.73855382149689
217.0,0.005676699927,0.01800008,755.7438030672619,689.2290176514294,641.0026137058863,0.0,612.2608665699338,7.9607240245189
217.5,0.005755285222,0.01800008,756.0384099557403,689.9992957580212,642.374908097,0.0,611.7705996445018,8.191138549507247
218.0,0.00583635041,0.01800008,756.333063727046,690.7570549069803,643.7079195586,0.0,611.2626208459167,8.429896180315271
218.5,0.0059188369489999995,0.01800008,756.6268475151446,691.5015285765571,645.0039135947,0.0,610.7364323704381,8.677175162984188
219.0,0.0060020823944,0.01800008,756.9191390062992,692.2319879648602,646.2643683342001,0.0,610.1919799976,8.933063045430774
219.5,0.0060856404315000005,0.01800008,757.2091981806444,692.9477129191354,647.4908975376001,0.0,609.6290334691327,9.197627559389204
220.0,0.0061691838452,0.01800008,757.4966921947647,693.6484403677982,648.6847842545001,0.0,609.0472844543777,9.47100114588627
220.5,0.006252461493559999,0.01800009,757.7811485460232,694.3339374281754,649.8471184574,0.0,608.4467894184636,9.753220879126722
221.0,0.0063352645354,0.01800009,758.0622503956533,695.0040052143687,650.9789836388001,0.0,607.8273603920376,10.04433736872178
221.5,0.0064174214136,0.01800009,758.3397867744269,695.6586148824256,652.0812003701,0.0,607.188961597692,10.34435907454462
222.0,0.00649878178055,0.01800009,758.6135406777952,696.2979026585841,653.1546545664,0.0,606.5313824605053,10.653365564326617
222.5,0.006579216427557001,0.01800009,758.883440026952,696.921751164093,654.2001412144,0.0,605.8547867552795,10.97134346466921
223.0,0.006658612732625,0.01800009,759.1493739597205,697.5304290473257,655.218262827,0.0,605.1592480349117,11.298249459073244
223.5,0.006736872875839599,0.01800009,759.4113255969421,698.1240755813466,656.2098116027885,0.0,604.4444482213107,11.6341487668874
224.0,0.0068139104427358006,0.01800009,759.6692395762133,698.7028693009148,657.175377365,0.0,603.710757568397,11.97898696635123
224.5,0.0068896502238024,0.01800009,759.9231987579223,699.2672012192915,658.1154838972,0.0,602.957985293003,12.332732108865226
225.0,0.0069640291131319,0.01800009,760.1732154457579,699.817253665278,659.0308178798999,0.0,602.186499506203,12.695308672307956
225.5,0.00703698805718808,0.01800009,760.419316976111,700.3533606288756,659.921976807,0.0,601.3961849130055,13.06673365038445
226.0,0.0071084810289085395,0.01800009,760.6616636655068,700.8758008055944,660.7893657005,0.0,600.5872086451395,13.446914590327872
226.5,0.00717846601461326,0.0180001,760.9002904031685,701.3849681899545,661.6336792776207,0.0,599.7596842148263,13.83580609505124
227.0,0.007246909007387013,0.0180001,761.135279486698,701.8811421204051,662.455418077482,0.0,598.9139807742346,14.233293081028428
227.5,0.007313781003734149,0.0180001,761.3666987639211,702.3646580461937,663.2550741013999,0.0,598.0498731497879,14.639367260269168
228.0,0.007379059001887628,0.0180001,761.594707967745,702.8359911908705,664.0332628848,0.0,597.1678349563203,15.053911451868395
228.5,0.007442726000954212,0.0180001,761.8193420957612,703.2953425460596,664.7903816498,0.0,596.2678750393997,15.476854133166945
229.0,0.007504767000482369,0.0180001,762.0407614195171,703.7430874105007,665.5269304,0.0,595.3502761369908,15.908065516915862
229.5,0.007565174000243853,0.0180001,762.2591156311518,704.1795643104855,666.2435990985999,0.0,594.4151899269806,16.34751347676218
230.0,0.007623943000123283,0.0180001,762.4744173038596,704.6053413990687,666.9407977888,0.0,593.4629013565892,16.79507929488564
230.5,0.007681071000062333,0.0180001,762.6868491682758,705.0205257431683,667.6191214536001,0.0,592.4935199229207,17.25065953674416
231.0,0.007736561000031523,0.0180001,762.8964333765607,705.425510777403,668.2788723541277,0.0,591.5072492109571,17.714152793434863
231.5,0.007790418000015948,0.0180001,763.1032975983892,705.820774786627,668.9208484892515,0.0,590.5044720266517,18.185417388373516
232.0,0.007842651000008074,0.01800011,763.3076093286207,706.2064528337245,669.5452546293454,0.0,589.485237679261,18.664426348812867
232.5,0.007893270000004095,0.01800011,763.5093962461451,706.5831185744329,670.1527857566142,0.0,588.4498310427206,19.151039134447785
233.0,0.00794229000000208,0.01800011,763.7087854719775,706.9508740649594,670.7438443848556,0.0,587.3984617449826,19.64514250044499
233.5,0.007989726000001062,0.01800011,763.905922239235,707.3100997634021,671.3190280064721,0.0,586.3314108582023,20.14659676447912
234.0,0.008035597000000548,0.01800011,764.1008016881256,707.6612232335676,671.8786416464583,0.0,585.2488231093689,20.655374748092505
234.5,0.008079922000000286,0.01800011,764.2935559824207,708.0045248562514,672.4232802862198,0.0,584.1509835066649,21.171327529624712
235.0,0.008122724000000154,0.01800011,764.4843127171931,708.3402066885332,672.953443928756,0.0,583.0380966858331,21.694342604033956
235.5,0.008164026000000086,0.01800011,764.6731070277737,708.6686582407593,673.469535088365,0.0,581.9103698959311,22.224325660517735
236.0,0.008203853000000053,0.01800011,764.8600215204642,708.9899677834222,673.9719537683462,0.0,580.7680939283607,22.76112606390936
236.5,0.008242233000000035,0.01800011,765.0452333585037,709.3047597695426,674.4612974605025,0.0,579.6114988564126,23.3047211626072
237.0,0.00827919100000002,0.01800012,765.2286150954218,709.6130198987811,674.9378686794313,0.0,578.4405768881543,23.85497058464356
237.5,0.008314758000000012,0.01800012,765.4105119475475,709.9151427021303,675.4022598933401,0.0,577.2558277685945,24.411781010118887
238.0,0.008348963000000008,0.01800012,765.5907514790888,710.2113252256972,675.8546811518189,0.0,576.0572639006332,24.97503932150815
238.5,0.008381835000000006,0.01800012,765.7695558524623,710.501753448112,676.2957274346726,0.0,574.8453732685941,25.54461216072623
239.0,0.008413407000000003,0.01800012,765.9469075922165,710.7868513545837,676.7257937209063,0.0,573.6199837837946,26.12049243657075
239.5,0.008443709000000002,0.01800012,766.1229194789292,711.0667023657717,677.1450900613099,0.0,572.3814848425818,26.702537307452296
240.0,0.008472774000000002,0.01800012,766.2976190407173,711.3416085500975,677.5542064106936,0.0,571.1300813430238,27.29066364263629
240.5,0.008500633000000002,0.01800012,766.4711609473195,711.6117594227275,677.9534477960522,0.0,569.8658807982497,27.884778513719333
241.0,0.008527319,0.01800012,766.6434951850129,711.8773609041082,678.3432117079883,0.0,568.5891832765174,28.48479249119761
241.5,0.008552864,0.01800013,766.8146896024122,712.1385873413647,678.7237981492019,0.0,567.3000949656654,29.09057534429052
242.0,0.008577301,0.01800013,766.9848716939337,712.3956766353037,679.095607122393,0.0,565.9988169797792,29.702139964010456
242.5,0.008600662,0.01800013,767.1540411281107,712.6487081286862,679.4589361175639,0.0,564.6854571252003,30.319356288091953
243.0,0.00862298,0.01800013,767.3222205691051,712.8980776887123,679.8141876499124,0.0,563.3603127546214,30.942145234056724
243.5,0.008644286,0.01800013,767.4895698056345,713.1437873885766,680.1615617221383,0.0,562.0233914621195,31.570443333253337
244.0,0.008664611,0.01800013,767.6560242565175,713.3860121486299,680.5014558239442,0.0,560.6750995644061,32.20410986728186
244.5,0.008683988,0.01800013,767.8215887143078,713.6249921150104,680.83406995773,0.0,559.3152329910381,32.843182022261686
245.0,0.008702447,0.01800013,767.9864408448464,713.8609017447739,681.1599101193798,0.0,557.9441022748659,33.48752827899581
245.5,0.008720019,0.01800013,768.1506075752101,714.0937444338335,681.4789668044664,0.0,556.56200200197,34.137108669669935
246.0,0.008736733,0.01800013,768.3140795484437,714.3238142821715,681.7917359892281,0.0,555.1688451828771,34.79182961684614
246.5,0.008752618,0.01800014,768.4768065251776,714.5511001812973,682.0983277295445,0.0,553.7649374021389,35.451590921956175
247.0,0.008767704,0.01800014,768.6389985124117,714.775828203077,682.399137000726,0.0,552.3502652215217,36.116441134132984
247.5,0.008782019,0.01800014,768.8005456661061,714.9981808817058,682.6943612910775,0.0,550.9250466352539,36.78625733784259
248.0,0.00879559,0.01800014,768.961584889558,715.2181590960545,682.9841056301887,0.0,549.4892759763844,37.46098043761298
248.5,0.008808443,0.01800014,769.1221518877068,715.4359569483319,683.26876499247,0.0,548.043264000612,38.14056623275405
249.0,0.008820606,0.01800014,769.2821738894023,715.6516633925856,683.5484418938163,0.0,546.5871209388649,38.82491259219853
249.5,0.008832103,0.01800014,769.441705898191,715.8653089526479,683.8233338221323,0.0,545.1207291373047,39.51406122688914
250.0,0.00884296,0.01800014,769.6008704122997,716.0770725186673,684.0937432935134,0.0,543.6443002644955,40.207920762297036
250.5,0.0088532,0.01800014,769.7595946229319,716.2870557327968,684.3598652812694,0.0,542.1579452802849,40.906436902015756
251.0,0.008862846,0.01800015,769.9179243031073,716.4953569567748,684.6218023013954,0.0,540.6618531910426,41.60957069140754
251.5,0.008871923,0.01800015,770.0759088252123,716.7020559043938,684.8797543556914,0.0,539.1560634324583,42.317212430836236
252.0,0.00888045,0.01800015,770.2336258527072,716.907189775484,685.1339295489113,0.0,537.6406241992644,43.029434478239395
252.5,0.008888451,0.01800015,770.3909753855919,717.1108412254579,685.3844091377726,0.0,536.1155709665227,43.74614849292713
253.0,0.008895944,0.01800015,770.5480070836348,717.3132022807566,685.6315012515963,0.0,534.5810043558173,44.467300237035495
253.5,0.008902951,0.01800015,770.7048441197659,717.5141644760394,685.8752084069748,0.0,533.0372453164842,45.19280548271131
254.0,0.00890949,0.01800015,770.8613586577161,717.7139556763422,686.1157255753233,0.0,531.4840568045207,45.922743872166414
254.5,0.00891558,0.01800015,771.0177057011235,717.9125573564103,686.3531577884266,0.0,529.9216612372365,46.65701016100692
255.0,0.008921238,0.01800015,771.1737854098504,718.1100711611768,686.5877025326924,0.0,528.3501624837503,47.395579338713226
255.5,0.008926482,0.01800016,771.329664958523,718.3064979619407,686.8194572941281,0.0,526.7695616768665,48.138420143417136
256.0,0.008931329,0.01800016,771.4853591440825,718.5019175187496,687.0486220739338,0.0,525.1799996613067,48.885423698486036
256.5,0.008935794,0.01800016,771.6409261963877,718.6964644207115,687.2750993890018,0.0,523.5814121857563,49.636697052858935
257.0,0.008939892,0.01800016,771.7962707505352,718.8901184246131,687.4992867250398,0.0,521.9739367486283,50.392146190529985
257.5,0.008943639,0.01800016,771.9515253120522,719.0829829147589,687.7210919444321,0.0,520.3576742929398,51.151735218450426
258.0,0.008947049,0.01800016,772.1065798735692,719.2750376601092,687.9406018226928,0.0,518.7327619882982,51.91537514682192
258.5,0.008950135,0.01800016,772.2615894387709,719.4663172297381,688.1581166937332,0.0,517.0990355711531,52.68316210523579
259.0,0.00895291,0.01800016,772.4164586050632,719.6569039049141,688.3734466233135,0.0,515.4567364229987,53.455017235840806
259.5,0.008955386,0.01800016,772.5712556742801,719.8468985555319,688.5869817486547,0.0,513.805760271774,54.23090473357584
260.0,0.008957577,0.01800017,772.725952743497,720.036280954419,688.7985292174124,0.0,512.1463556173765,55.0107291087096
260.5,0.008959493,0.01800017,772.8805274724143,720.2249881752601,689.0083841993475,0.0,510.47844325244847,55.79461167126322
261.0,0.008961145,0.01800017,773.0350570470491,720.4131999901002,689.2165466953599,0.0,508.80207339281196,56.582450072608324
261.5,0.008962544,0.01800017,773.1895416254151,720.6009172685028,689.4230192231423,0.0,507.11724409838575,57.37422306196959
262.0,0.0089637,0.01800017,773.3439812075125,720.7882222979872,689.6279992670022,0.0,505.42429499511513,58.169843159757335
262.5,0.008964622,0.01800017,773.498325351147,720.9749492014191,689.831489344832,0.0,503.722955790461,58.96941892684575
263.0,0.008965321,0.01800017,773.6527199319813,721.1613790551027,690.0335920912316,0.0,502.01336718878747,59.77286325646183
263.5,0.008965805,0.01800017,773.8069920147037,721.3473160202994,690.2342946731213,0.0,500.2956313449164,60.58015578994522
264.0,0.008966082,0.01800017,773.9612415993145,721.5329390902618,690.4337047749809,0.0,498.569794669228,61.39120910283151
264.5,0.008966161,0.01800017,774.1155461877014,721.7182785730356,690.6318249152002,0.0,496.83578070478234,62.20612992531187
265.0,0.008966048,0.01800018,774.2697507760884,721.903226037949,690.8288500597997,0.0,495.0937273842154,63.02483630129247
265.5,0.008965753,0.01800018,774.4240103682515,722.0878755858348,691.0247802093792,0.0,493.3436470997754,63.847302758968254
266.0,0.008965281,0.01800018,774.5781699604147,722.272308719982,691.2195204001184,0.0,491.5857768345792,64.67344039390015
266.5,0.00896464,0.01800018,774.7324665805365,722.4564633025542,691.4133630795476,0.0,489.8198411847292,65.50336401803551
267.0,0.008963836,0.01800018,774.8866586735724,722.6404183229237,691.6061132839469,0.0,488.04598125988724,66.33700464877914
267.5,0.008962875,0.01800018,775.0409284239743,722.8240610870117,691.7979710142159,0.0,486.26445387619924,67.17424826134521
268.0,0.008961763,0.01800018,775.1950980187565,723.0076207083408,691.9889412758936,0.0,484.4750625673107,68.01522443514025
268.5,0.008960506,0.01800018,775.3494226173615,723.1909832837513,692.1790115291424,0.0,482.6778570414599,68.85984434723262
269.0,0.008959108,0.01800018,775.5036472159666,723.374145427628,692.3682867925661,0.0,480.87284998880034,69.70808238588319
269.5,0.008957577,0.01800019,775.6580043203057,723.5570961794032,692.5567670667647,0.0,479.06048364614156,70.55985944099507
270.0,0.008955915,0.01800019,775.8122839227335,723.7400608446964,692.7445523523382,0.0,477.240269250461,71.41529038982905
270.5,0.008954128,0.01800019,775.9666455115865,723.9228284650029,692.9315426498868,0.0,475.41245573773926,72.27428677242037
271.0,0.00895222,0.01800019,776.121002611269,724.1054813016236,693.1179379600103,0.0,473.5772055956433,73.13675391148048
271.5,0.008950196,0.01800019,776.2754147148192,724.2880510087208,693.303640802296,0.0,471.73441139476955,74.00282402264335
272.0,0.008948059,0.01800019,776.4299043203034,724.4705211553865,693.4887461394693,0.0,469.8841281488837,74.8724057899121
272.5,0.008945814,0.01800019,776.5843714277215,724.6529908706739,693.6731590102049,0.0,468.0263637946862,75.74546372200834
273.0,0.008943464,0.01800019,776.7388610332057,724.8353441491197,693.8571718575407,0.0,466.16137300918274,76.62191892600113
273.5,0.008941013,0.01800019,776.8934056425576,725.0176163870084,694.0405021489871,0.0,464.2889544058679,77.50189574462765
274.0,0.008938463,0.0180002,777.0480502519097,725.1998886291525,694.2234250168499,0.0,462.4092633991346,78.38529929192195
274.5,0.008935819,0.0180002,777.2026723631955,725.3821419119425,694.4058529014826,0.0,460.52245561053167,79.27203056832296
275.0,0.008933083,0.0180002,777.3572944744814,725.5643166770831,694.5877858034852,0.0,458.62823311907334,80.16222338495506
275.5,0.008930259,0.0180002,777.512071589635,725.7465868492077,694.7692237234577,0.0,456.7268417551056,81.05578601116365
276.0,0.008927348,0.0180002,777.6667981352814,725.9287422170913,694.950266662,0.0,454.8185563984517,81.95261779492834
276.5,0.008924354,0.0180002,777.8216527479148,726.1110119595173,695.1310095795425,0.0,452.9030553792279,82.8528504121368
277.0,0.008921279,0.0180002,777.976507360548,726.2931846590909,695.3112600366399,0.0,450.9805006131803,83.75637955535424
277.5,0.008918126,0.0180002,778.1313844712249,726.4754375143996,695.491212993622,0.0,449.0510639657531,84.6631206034607
278.0,0.008914896,0.0180002,778.2863940877711,726.6577072671602,695.6707709711741,0.0,447.1146198565448,85.57319732188839
278.5,0.008911593,0.01800021,778.4413487004043,726.8400749432268,695.8500314494113,0.0,445.1712320993407,86.4865019940242
279.0,0.008908218,0.01800021,778.5964583169505,727.0223278026825,696.0290042273704,0.0,443.2211719671251,87.40295916232763
279.5,0.008904773,0.01800021,778.7515679334966,727.2047950483683,696.2076722193945,0.0,441.26421770039826,88.32267452874602
280.0,0.00890126,0.01800021,778.9067550519991,727.3871652517814,696.386042713301,0.0,439.3004273736693,89.24555682486795
280.5,0.008897681,0.01800021,779.0619421705015,727.5697130807553,696.5641207513548,0.0,437.33017912110995,90.17150991766279
281.0,0.008894037,0.01800021,779.2172292890041,727.7522782554394,696.7419987712086,0.0,435.35303834069634,91.10067526117113
281.5,0.008890331,0.01800021,779.3725164075065,727.9349429971951,696.919679294045,0.0,433.369380142195,92.03292519839805
282.0,0.008886564,0.01800021,779.5279629113173,728.1175908299209,697.0970648414461,0.0,431.37927410700627,92.96817383353581
282.5,0.008882737,0.01800021,779.683350025433,728.3003534964276,697.2743503712475,0.0,429.38258147314843,93.90655717463888
283.0,0.008878851,0.01800022,779.8388697961173,728.4831988134415,697.4513434478959,0.0,427.37965142270025,94.84787567599133
283.5,0.008874909,0.01800022,779.9944119140412,728.6661585306929,697.6282365075444,0.0,425.37004814946664,95.79228581935048
284.0,0.008870912,0.01800022,780.150054031965,728.8492186882272,697.8049320718756,0.0,423.35423411207205,96.73965747884074
284.5,0.00886686,0.01800022,780.3056961498891,729.0323589731769,697.9814326629714,0.0,421.3322943284042,97.68990473488952
285.0,0.008862755,0.01800022,780.4614157697927,729.2156136627945,698.1578429348566,0.0,419.3038899836706,98.64315152582354
285.5,0.008858598,0.01800022,780.6171353896963,729.3989687924548,698.3340485294118,0.0,417.2693850032549,99.59928653267829
286.0,0.00885439,0.01800022,780.7730325115796,729.5824065625573,698.5101591523268,0.0,415.22896584226385,100.55821341244373
286.5,0.008850133,0.01800022,780.9289296334629,729.7660562232635,698.6862672373621,0.0,413.18238585433755,101.5200523814895
287.0,0.008845827,0.01800022,781.0848492533665,729.9496914767238,698.8621803513571,0.0,411.1298957773605,102.48459459900522
287.5,0.008841472,0.01800022,781.2408463752498,730.13354157862,699.037998494912,0.0,409.0713497084111,103.45209758999157
288.0,0.008837071,0.01800023,781.3969209991127,730.3174887274396,699.2137191460467,0.0,407.0069270696443,104.42225030653805
288.5,0.008832624,0.01800023,781.5530956229757,730.5015189470611,699.3894372597019,0.0,404.93700065607436,105.39506635371222
289.0,0.008828131,0.01800023,781.709292744859,730.6857615000015,699.5649654494764,0.0,402.8610296970418,106.37071194953398
289.5,0.008823594,0.01800023,781.8655673687218,730.8699917208229,699.7405883953045,0.0,400.77966271455415,107.34882093498355
290.0,0.008819012,0.01800023,782.0218419925849,731.0545313209471,699.9161190796283,0.0,398.69245999680015,108.32975014059437
290.5,0.008814388,0.01800023,782.1782209245866,731.2391688417463,700.0915497499523,0.0,396.5997870858166,109.31322813977441
291.0,0.008809722,0.01800023,782.3346730461775,731.4238915091397,700.2669854526309,0.0,394.5017343800248,110.29925892924282
291.5,0.008805014,0.01800023,782.4911476657662,731.6088260761309,700.4424282235177,0.0,392.39814753785095,111.28781288957151
292.0,0.008800264,0.01800023,782.6477222853548,731.7938437070079,700.6178664158359,0.0,390.28948212073306,112.27882143412118
292.5,0.008795474,0.01800024,782.8043744069457,731.9790761948759,700.7933045947541,0.0,388.1752850581126,113.27244797383308
293.0,0.008790644,0.01800024,782.9610265285365,732.1644082462537,700.9686503312967,0.0,386.05604207823274,114.26841144471932
293.5,0.008785775,0.01800024,783.1177786501273,732.3499183218305,701.1440935312647,0.0,383.9317289735831,115.26672656108444
294.0,0.008780867,0.01800024,783.2746307717182,732.5356453367505,701.3195417659823,0.0,381.8022955776902,116.26745536881913
294.5,0.00877592,0.01800024,783.4315603953112,732.72145333146,701.4949925120749,0.0,379.66799307889073,117.270535190422
295.0,0.008770936,0.01800024,783.588512516902,732.9074778283534,701.6705407216928,0.0,377.52877944798377,118.27592676654902
295.5,0.008765914,0.01800024,783.7455646384929,733.093680347445,701.8460939670604,0.0,375.38480676100926,119.28346448362718
296.0,0.008760854,0.01800024,783.9026167600837,733.2800977251978,702.0216522487775,0.0,373.23601601571136,120.29331587511736
296.5,0.008755758,0.01800024,784.0597688816745,733.4666002443895,702.19730799432,0.0,371.08267621612276,121.30530855573207
297.0,0.008750626,0.01800025,784.2169985052675,733.6533146651548,702.3729687768122,0.0,368.9246326907616,122.31950787225361
297.5,0.008745458,0.01800025,784.3743281288605,733.8402265663044,702.5487295477045,0.0,366.76215669694864,123.33573601087951
298.0,0.008740254,0.01800025,784.5316802504514,734.0273219653336,702.7245928316717,0.0,364.5954306069533,124.35400696099371
298.5,0.008735015,0.01800025,784.6891098740444,734.2146288269028,702.9005656268781,0.0,362.4242100642472,125.37447751821168
299.0,0.008729741,0.01800025,784.8466619956353,734.4021162294697,703.0765314075545,0.0,360.24894426630806,126.39669113129908
299.5,0.008724432,0.01800025,785.0042916192282,734.5898205701538,703.2526997021032,0.0,358.0693818149365,127.42100656969778
300.0,0.008719088,0.01800025,785.1619212428212,734.7776079722332,703.4288705108245,0.0,355.8858793594495,128.4471599253434
300.5,0.008713711,0.01800025,785.319673364412,734.9657077098454,703.6052411280065,0.0,353.6982831349758,129.47531478331996
301.0,0.0087083,0.01800025,785.4775029880051,735.1539875523725,703.7816169659964,0.0,351.5070491195405,130.50510533435462
301.5,0.008702855,0.01800025,785.635432611598,735.342481810455,703.9581927935865,0.0,349.3118309211467,131.53679777060478
302.0,0.008697376,0.01800026,785.7933847331889,735.5311566126392,704.1348711363464,0.0,347.11307800573377,132.5701229684205
302.5,0.008691865,0.01800026,785.9514143567819,735.7200487858071,704.3116494689064,0.0,344.91053635229144,133.60524715268383
303.0,0.00868632,0.01800026,786.1095664783727,735.9091210671098,704.4885328428059,0.0,342.70466963782707,134.64190192890933
303.5,0.008680742,0.01800026,786.2677961019658,736.0984077595276,704.6656162069055,0.0,340.495221374774,135.6802560169112
304.0,0.008675132,0.01800026,786.4261257255587,736.287972479821,704.8427995612053,0.0,338.2826434421148,136.7200403428635
304.5,0.008669489,0.01800026,786.5844778471495,736.4777541283478,705.0201854317748,0.0,336.06678410957863,137.76142139075182
305.0,0.008663814,0.01800026,786.7430116557963,736.6677167647953,705.1977712927445,0.0,333.8479005255748,138.80423486752636
305.5,0.008658106,0.01800026,786.9015637731353,736.857893368725,705.3754621966536,0.0,331.6258428494003,139.8485402962255
306.0,0.008652366,0.01800026,787.0601933924991,737.0483505257242,705.553353091363,0.0,329.4010603077449,140.8940735534959
306.5,0.008646595,0.01800027,787.2189455098381,737.2390220842958,705.731346503342,0.0,327.17330440997944,141.9410033056347
307.0,0.008640791,0.01800027,787.3777976271771,737.429876719364,705.9095468211914,0.0,324.94302847657616,142.98915846507677
307.5,0.008634955,0.01800027,787.5367272465409,737.6210436693165,706.0880400316396,0.0,322.71007244437783,144.03860958352084
308.0,0.008629088,0.01800027,787.6957018618552,737.8124882210889,706.2666384660614,0.0,320.47470318634066,145.0890891340433
308.5,0.008623189,0.01800027,787.854831481219,738.0040522070374,706.4454368918834,0.0,318.2368613048735,146.14085727417898
309.0,0.008617259,0.01800027,788.014083598558,738.1959942361939,706.6244378361703,0.0,315.9969013011337,147.193553627165
