time (s),MLR (kg/s),thikness (m),T(z=0),T(z=3),T(z=6),C_A (kg/m^3),C_B (kg/m^3),C_C (kg/m^3)
492.0,2.081097e-26,0.01800049,921.7159109080778,914.8495352391103,906.0805698429824,0.0,5.971321568371403e-104,295.7
492.5,1.450534e-26,0.01800049,921.7843332440802,914.9393459096353,906.1935277356089,0.0,2.9116616897534444e-105,295.7
493.0,1.011031e-26,0.01800049,921.8515330821073,915.0276616289465,906.3047856282353,0.0,1.409054737967488e-106,295.7
493.5,7.04696e-27,0.01800049,921.9177329201344,915.1146773482574,906.4143460693606,0.0,6.768245090474586e-108,295.7
494.0,4.911789e-27,0.01800049,921.9828652642356,915.2001981163544,906.5223090589844,0.0,3.227222396563484e-109,295.7
494.5,3.423562e-27,0.01800049,922.0469976083366,915.2845188844515,906.6286745971069,0.0,1.5276669555896424e-110,295.7
495.0,2.386256e-27,0.01800049,922.1101624585117,915.3674447013344,906.7334426837281,0.0,7.179883604080468e-112,295.7
495.5,1.663246e-27,0.01800049,922.1723273086868,915.4491730426105,906.8367133188477,0.0,3.350697672218879e-113,295.7
496.0,1.159301e-27,0.01800049,922.2334921588618,915.5297013838865,906.9384865024663,0.0,1.5528224854881905e-114,295.7
496.5,8.080461e-28,0.01800049,922.2938120130864,915.6089347739486,907.0387647830821,0.0,7.146873489769841e-116,295.7
497.0,5.632179e-28,0.01800049,922.3532093693353,915.6870706884035,907.1377405151992,0.0,3.267048980071634e-117,295.7
497.5,3.9256980000000004e-28,0.01800049,922.411784227609,915.7641066028585,907.2352238928124,0.0,1.4834666415953892e-118,295.7
498.0,2.7362620000000005e-28,0.01800049,922.4694365879075,915.8400450417066,907.3314072704256,0.0,6.691417741305214e-120,295.7
498.5,1.9072100000000002e-28,0.01800049,922.5262664502305,915.9147860049477,907.4262931965375,0.0,2.9985582691259313e-121,295.7
499.0,1.3293510000000001e-28,0.01800049,922.582351316603,915.9886269681887,907.519881671148,0.0,1.3350434590843552e-122,295.7
499.5,9.265754000000003e-29,0.01800049,922.6376361829753,916.0613729802157,907.6122701457585,0.0,5.906094791191123e-124,295.7
500.0,6.458357000000003e-29,0.01800049,922.6920985513723,916.1331189922427,907.7033637173663,0.0,2.596334924400199e-125,295.7
500.5,4.501564000000002e-29,0.01800049,922.7458609197694,916.2038700530557,907.7933547404755,0.0,1.1342505319563796e-126,295.7
501.0,3.137653000000002e-29,0.01800049,922.7988007901911,916.2736211138687,907.8820534090808,0.0,4.924660667353278e-128,295.7
501.5,2.186988000000002e-29,0.01800049,922.851095664662,916.3425721746817,907.9696520776859,0.0,2.1251719566235567e-129,295.7
502.0,1.5243620000000022e-29,0.01800049,922.9026905391331,916.4105282842806,908.0562507462911,0.0,9.115753058129235e-131,295.7
502.5,1.0625020000000024e-29,0.01800049,922.9536404176533,916.4775843938797,908.1416545118935,0.0,3.886882718401091e-132,295.7
503.0,7.405792000000024e-30,0.01800049,923.0038902961737,916.5438430278716,908.2259608259948,0.0,1.6475921696380897e-133,295.7
503.5,5.161944000000023e-30,0.01800049,923.0534401746941,916.6092016618637,908.3092671400959,0.0,6.943302507842357e-135,295.7
504.0,3.597950000000023e-30,0.01800049,923.1023675552391,916.6736653446418,908.3915734541971,0.0,2.9092316228709245e-136,295.7
504.5,2.507823000000023e-30,0.01800049,923.1507499398334,916.7374265030268,908.4728848652957,0.0,1.2120302178061397e-137,295.7
505.0,1.747989000000023e-30,0.01800049,923.198454822403,916.8003901858048,908.5531962763941,0.0,5.021100108651091e-139,295.7
505.5,1.2183740000000232e-30,0.01800049,923.245614709022,916.8625563929758,908.6326102359914,0.0,2.0685230328593056e-140,295.7
506.0,8.492247000000231e-31,0.01800049,923.2921745956411,916.9239251245398,908.7110267440872,0.0,8.474690107351197e-142,295.7
506.5,5.919221000000232e-31,0.01800049,923.3381119842846,916.9845938561039,908.7885432521831,0.0,3.4531416109079056e-143,295.7
507.0,4.125784000000232e-31,0.01800049,923.3835493729283,917.0444676364538,908.8651623087776,0.0,1.3994475421415447e-144,295.7
507.5,2.875732000000232e-31,0.01800049,923.4284417656212,917.1037388924108,908.9409813653721,0.0,5.641247718435088e-146,295.7
508.0,2.0044280000002317e-31,0.01800049,923.4727566562896,917.1623101483679,909.015805518964,0.0,2.262004314706194e-147,295.7
508.5,1.397116000000232e-31,0.01800049,923.5166265510072,917.2200864531109,909.0899296725559,0.0,9.022664828200088e-149,295.7
509.0,9.738105000002318e-32,0.01800049,923.5599189437002,917.2772627578538,909.1631538261478,0.0,3.5803229091414503e-150,295.7
509.5,6.787603000002318e-32,0.01800049,923.6027663404424,917.3338390625969,909.235483076737,0.0,1.4134421150385668e-151,295.7
510.0,4.7310600000023176e-32,0.01800049,923.6450912392094,917.3897178917329,909.3071123273261,0.0,5.55167933267472e-153,295.7
510.5,3.2976190000023174e-32,0.01800049,923.6869386359517,917.4449992452618,909.3780415779153,0.0,2.1696149848792398e-154,295.7
511.0,2.298490000002318e-32,0.01800049,923.7282635347185,917.4995805987909,909.4480733770032,0.0,8.436734080741378e-156,295.7
511.5,1.602081000002318e-32,0.01800049,923.7691659355102,917.5536644767129,909.5174077245898,0.0,3.2645253366063984e-157,295.7
512.0,1.1166750000023177e-32,0.01800049,923.8096458383264,917.6071458302418,909.5860420721763,0.0,1.257014235680674e-158,295.7
512.5,7.783387000023177e-33,0.01800049,923.8497257411427,917.6600322325569,909.6539764197628,0.0,4.816760044184377e-160,295.7
513.0,5.425137000023178e-33,0.01800049,923.889305643959,917.712318634872,909.7211158643468,0.0,1.8368936974568087e-161,295.7
513.5,3.781401000023178e-33,0.01800049,923.9284630487999,917.764105037187,909.7876553089305,0.0,6.971831668499182e-163,295.7
514.0,2.635693000023178e-33,0.01800049,923.9672204536408,917.815293963895,909.8534947535145,0.0,2.6336758799298457e-164,295.7
514.5,1.837117000023178e-33,0.01800049,924.0055553605064,917.8659828906029,909.918636746597,0.0,9.902595652956457e-166,295.7
515.0,1.2804980000231777e-33,0.01800049,924.0434677693968,917.916074341704,909.9830812881783,0.0,3.706171715827302e-167,295.7
515.5,8.92526200023178e-34,0.01800049,924.0810026762623,917.965765792805,910.0470232812607,0.0,1.380733200353571e-168,295.7
516.0,6.221040000231778e-34,0.01800049,924.1181925871772,918.014859768299,910.1101703713407,0.0,5.1205846879115906e-170,295.7
516.5,4.336158000231779e-34,0.01800049,924.1549824980921,918.0635512194,910.1728174614205,0.0,1.8904809124051826e-171,295.7
517.0,3.0223670002317785e-34,0.01800049,924.191372409007,918.111647719287,910.2348645515004,0.0,6.94840438111275e-173,295.7
517.5,2.106635000231779e-34,0.01800049,924.2274398219466,918.159344219174,910.2962167385776,0.0,2.542581026163855e-174,295.7
518.0,1.468356000231779e-34,0.01800049,924.2631297328616,918.2065407190611,910.3570663771561,0.0,9.263135201157503e-176,295.7
518.5,1.0234660002317792e-34,0.01800049,924.2984746478257,918.253239743341,910.4173160157347,0.0,3.36009139646549e-177,295.7
519.0,7.133709002317794e-35,0.01800049,924.33341956279,918.299536243228,910.4769707513107,0.0,1.2135839789817235e-178,295.7
519.5,4.972302002317795e-35,0.01800049,924.3681419797789,918.345435267508,910.5361254868866,0.0,4.364459581118348e-180,295.7
520.0,3.465768002317797e-35,0.01800049,924.4023868947431,918.390836816181,910.5946802224623,0.0,1.5629609233722835e-181,295.7
520.5,2.415692002317799e-35,0.01800049,924.4364093117321,918.4357383648542,910.6527349580383,0.0,5.573632788883311e-183,295.7
521.0,1.6837740023178e-35,0.01800049,924.4701092307456,918.4803399135271,910.7101947906116,0.0,1.9793192058691186e-184,295.7
521.5,1.173615002317802e-35,0.01800049,924.5034316477345,918.524443986593,910.7671546231848,0.0,6.9999641034355175e-186,295.7
522.0,8.18027302317803e-36,0.01800049,924.5365090687727,918.5682455352661,910.8236144557579,0.0,2.465429083223176e-187,295.7
522.5,5.70177202317805e-36,0.01800049,924.5692089877863,918.6115521327251,910.8795768368299,0.0,8.64809238891211e-189,295.7
523.0,3.97422002317806e-36,0.01800049,924.6016864088244,918.6544587301842,910.9351341209044,0.0,3.021297378726944e-190,295.7
523.5,2.77009102317808e-36,0.01800049,924.6337638298627,918.6970628032501,910.990099050475,0.0,1.0512978156431173e-191,295.7
524.0,1.93079502317809e-36,0.01800049,924.6656187529255,918.7391719251021,911.0445639800456,0.0,3.6436030984499273e-193,295.7
524.5,1.3457930231781e-36,0.01800049,924.6971736759884,918.7809785225612,911.0986289096162,0.0,1.257832056023406e-194,295.7
525.0,9.380376231781201e-37,0.01800049,924.7285061010759,918.8223876444131,911.1521938391867,0.0,4.325278286128537e-196,295.7
525.5,6.5382622317813004e-37,0.01800049,924.7594610241389,918.8634967662651,911.2052638657547,0.0,1.4815561196981846e-197,295.7
526.0,4.5572662317814e-37,0.01800049,924.7901934492264,918.9042058881171,911.2579313438238,0.0,5.05531014768389e-199,295.7
526.5,3.1764822317815e-37,0.01800049,924.8207258743139,918.9445200587552,911.3101988218931,0.0,1.718367258368814e-200,295.7
527.0,2.2140562317816e-37,0.01800049,924.8509358014261,918.9845317050002,911.361968848461,0.0,5.8188190317074e-202,295.7
527.5,1.5432302317817e-37,0.01800049,924.8808457285384,919.0241433512452,911.4133388750288,0.0,1.9629852184040907e-203,295.7
528.0,1.0756542317818e-37,0.01800049,924.9105556556506,919.0635549974902,911.4642114500955,0.0,6.597428836767385e-205,295.7
528.5,7.497473317819e-38,0.01800049,924.9399655827627,919.1024716925211,911.514784025162,0.0,2.2091218483964312e-206,295.7
529.0,5.22585231782e-38,0.01800049,924.9691530118996,919.1411858631592,911.5648591487272,0.0,7.369941542609506e-208,295.7
529.5,3.642498317821e-38,0.01800049,924.9981179430611,919.1795000337972,911.6145342722925,0.0,2.4497355104961394e-209,295.7
530.0,2.5388763178219996e-38,0.01800049,925.026805372198,919.2175167288283,911.6638093958577,0.0,8.113285647812878e-211,295.7
530.5,1.769636317823e-38,0.01800049,925.0552928013349,919.2553308994662,911.7126870679216,0.0,2.677368346011627e-212,295.7
531.0,1.233464317824e-38,0.01800049,925.083535234521,919.2927501188902,911.7612621914869,0.0,8.80368295280587e-214,295.7
531.5,8.59744117825e-39,0.01800049,925.1115226636579,919.3298668139212,911.8093424120494,0.0,2.8845400768616977e-215,295.7
532.0,5.99255717825e-39,0.01800049,925.1392650968442,919.3666860333453,911.8571200841134,0.0,9.417936212634564e-217,295.7
532.5,4.17691417826e-39,0.01800049,925.1668300280056,919.4032052527693,911.9045003046759,0.0,3.0641671506856435e-218,295.7
533.0,2.91138417827e-39,0.01800049,925.1941724611919,919.4394244721933,911.9514805252386,0.0,9.934762603266531e-220,295.7
533.5,2.02929017828e-39,0.01800049,925.2212923964026,919.4753462160103,911.9981607458011,0.0,3.209970188880512e-221,295.7
534.0,1.41445817828e-39,0.01800049,925.2482123316136,919.5110654354343,912.0444435148622,0.0,1.0336020939482962e-222,295.7
534.5,9.8591077829e-40,0.01800049,925.2749322668244,919.5463897036443,912.0904262839235,0.0,3.3168463434198395e-224,295.7
535.0,6.872069783e-40,0.01800049,925.3013747000106,919.5815114474613,912.1360116014835,0.0,1.0607821922042393e-225,295.7
535.5,4.790058783e-40,0.01800049,925.3276946352213,919.6164306668853,912.1812943705447,0.0,3.3811665974550086e-227,295.7
536.0,3.3388667831e-40,0.01800049,925.3537920724568,919.6509574594884,912.2261822366033,0.0,1.0741275775586401e-228,295.7
536.5,2.3273647832e-40,0.01800049,925.3796895096924,919.6852817276983,912.2707675541632,0.0,3.4009765650656643e-230,295.7
537.0,1.6223317832e-40,0.01800049,925.4053094449032,919.7194034715153,912.3150528717232,0.0,1.0732961106309281e-231,295.7
537.5,1.1309137833e-40,0.01800049,925.4308843841634,919.7531302641183,912.3590407377817,0.0,3.3760851940620868e-233,295.7
538.0,7.883880833e-41,0.01800049,925.4561593234235,919.7867545323282,912.4026286038403,0.0,1.058508086292924e-234,295.7
538.5,5.496424834e-41,0.01800049,925.4812567606591,919.8200788005383,912.4459190183975,0.0,3.308041371839509e-236,295.7
539.0,3.832332834e-41,0.01800049,925.5062316999192,919.8531081175344,912.4889094329548,0.0,1.030512117206389e-237,295.7
539.5,2.6724358349999997e-41,0.01800049,925.5309066391794,919.8859349101374,912.5315998475121,0.0,3.199997459528319e-239,295.7
540.0,1.863969835e-41,0.01800049,925.5554815784396,919.9185617027404,912.5739902620693,0.0,9.905334717513164e-241,295.7
540.5,1.300457836e-41,0.01800049,925.5799340197244,919.9508884953434,912.6160806766266,0.0,3.056475350537256e-242,295.7
541.0,9.07681036e-42,0.01800049,925.6040864610093,919.9830178123394,912.6578736396824,0.0,9.401844939430966e-244,295.7
541.5,6.33909837e-42,0.01800049,925.6281389022942,920.0148471293354,912.6993666027383,0.0,2.883065270927784e-245,295.7
542.0,4.43087237e-42,0.01800049,925.6519913435789,920.0465764463313,912.740562114293,0.0,8.813603045330283e-247,295.7
542.5,3.10081138e-42,0.01800049,925.6757212868883,920.0780057633274,912.7814550773489,0.0,2.6860777914970972e-248,295.7
543.0,2.17373838e-42,0.01800049,925.6991962261485,920.1092376047164,912.8221505889035,0.0,8.16127191438302e-250,295.7
543.5,1.52755438e-42,0.01800049,925.7226036714827,920.1401694461055,912.8624486489567,0.0,2.4721773194958013e-251,295.7
544.0,1.0771543899999999e-42,0.01800049,925.7457561127675,920.1709987631015,912.9025441605113,0.0,7.466069061964918e-253,295.7
544.5,7.6321929e-43,0.01800049,925.7688635581017,920.2015331288834,912.9423422205646,0.0,2.2480341107109218e-254,295.7
545.0,5.4440179e-43,0.01800049,925.7916935014111,920.2319624458795,912.9819377321191,0.0,6.748703180783175e-256,295.7
545.5,3.918852e-43,0.01800049,925.8144234447207,920.2620968116614,913.0211383406711,0.0,2.020002599962803e-257,295.7
546.0,2.855867e-43,0.01800049,925.8370083920795,920.2920286530505,913.0602338522257,0.0,6.028449097366015e-259,295.7
546.5,2.115007e-43,0.01800049,925.859438335389,920.3217630188324,913.0989370092763,0.0,1.793862115990489e-260,295.7
547.0,1.5987311e-43,0.01800049,925.8816457807231,920.3512973846144,913.1374376178281,0.0,5.322424503058749e-262,295.7
547.5,1.2390091e-43,0.01800049,925.9037532260573,920.3806342747895,913.1757356778814,0.0,1.5746160817013003e-263,295.7
548.0,9.883096e-44,0.01800049,925.9257381734161,920.4098661161785,913.2137362864333,0.0,4.645068459526319e-265,295.7
548.5,8.136489e-44,0.01800049,925.9475456187503,920.4388030063534,913.251439443484,0.0,1.3663721191742276e-266,295.7
549.0,6.9215509999999995e-44,0.01800049,925.969230566109,920.4675373721354,913.2889426005345,0.0,4.0078587194930016e-268,295.7
549.5,6.076775e-44,0.01800049,925.9907155134679,920.4961742623104,913.3262457575852,0.0,1.1722757662471678e-269,295.7
550.0,5.489426e-44,0.01800049,926.0121004608267,920.5245111524855,913.3632489146357,0.0,3.419226922964317e-271,295.7
550.5,5.083014999999999e-44,0.01800049,926.0333854081855,920.5527480426606,913.400054620185,0.0,9.945211988336955e-273,295.7
551.0,4.803560999999999e-44,0.01800049,926.0545253595936,920.5807849328355,913.4365603257343,0.0,2.8846648456386576e-274,295.7
551.5,4.612361e-44,0.01800049,926.0755103069524,920.6086218230105,913.4728660312836,0.0,8.344076692995173e-276,295.7
552.0,4.4817949999999997e-44,0.01800049,926.0962952543113,920.6362612375785,913.5089717368328,0.0,2.40696516365658e-277,295.7
552.5,4.393019e-44,0.01800049,926.1170352057194,920.6637981277535,913.544877442382,0.0,6.924312310086573e-279,295.7
553.0,4.3334360000000004e-44,0.01800049,926.1375976551029,920.6910400667145,913.5804856964301,0.0,1.9865772395663557e-280,295.7
553.5,4.2952820000000003e-44,0.01800049,926.1580601044864,920.7182769568896,913.6158914019792,0.0,5.6841174903937874e-282,295.7
554.0,4.2730720000000004e-44,0.01800049,926.1783225538697,920.7452163714574,913.6510996560272,0.0,1.6220184693855104e-283,295.7
554.5,4.261346e-44,0.01800049,926.1985625052779,920.7720557860256,913.6861079100752,0.0,4.616256619609192e-285,295.7
555.0,4.255267e-44,0.01800049,926.2186024566861,920.7985977249866,913.7208187126216,0.0,1.3103051247837678e-286,295.7
555.5,4.2519329999999997e-44,0.01800049,926.2384649060696,920.8251371395545,913.7554269666696,0.0,3.70944592146644e-288,295.7
556.0,4.2499740000000003e-44,0.01800049,926.2583048574777,920.8513816029085,913.7897377692162,0.0,1.0473851447781282e-289,295.7
556.5,4.247832e-44,0.01800049,926.2780223109105,920.8775210174765,913.8239485717629,0.0,2.9496518328257085e-291,295.7
557.0,4.241272e-44,0.01800049,926.2975622623186,920.9035629564376,913.8578593743094,0.0,8.285297927217969e-293,295.7
557.5,4.230383e-44,0.01800049,926.3170022137267,920.9294048953985,913.891570176856,0.0,2.3212646099819815e-294,295.7
558.0,4.215844e-44,0.01800049,926.3363196671596,920.9550468343596,913.9250835279013,0.0,6.486740411238278e-296,295.7
558.5,4.198312e-44,0.01800049,926.3555371205923,920.9805887733205,913.9583968789465,0.0,1.8080886808321716e-297,295.7
559.0,4.178397e-44,0.01800049,926.3746545740252,921.0059332366745,913.9915102299918,0.0,5.027012004215654e-299,295.7
559.5,4.1566439999999995e-44,0.01800049,926.3935720274579,921.0311751756356,914.0244235810371,0.0,1.3941302477796821e-300,295.7
560.0,4.1335319999999996e-44,0.01800049,926.4124894808907,921.0562196389897,914.0572369320823,0.0,3.8566077696228907e-302,295.7
560.5,4.1094729999999995e-44,0.01800049,926.4312069343235,921.0810666267366,914.0897528316262,0.0,1.0641977374735272e-303,295.7
561.0,4.0848109999999995e-44,0.01800049,926.4498243877564,921.1058110900906,914.1220687311703,0.0,2.929272607670171e-305,295.7
561.5,4.059834e-44,0.01800049,926.4683968452384,921.1304555534447,914.1542820822154,0.0,8.043096387480251e-307,295.7
562.0,4.03478e-44,0.01800049,926.4868142986712,921.1549000167986,914.1862979817595,0.0,2.2030198753984665e-308,295.7
562.5,4.009838e-44,0.01800049,926.5051092541287,921.1792444801526,914.218016429802,0.0,6.0193692445989e-310,295.7
563.0,3.9851600000000004e-44,0.01800049,926.5233042095861,921.2034889435067,914.249632329346,0.0,1.6406889473997e-311,295.7
563.5,3.960867e-44,0.01800049,926.5413991650436,921.2275359312537,914.2810507773886,0.0,4.46118075187e-313,295.7
564.0,3.937052e-44,0.01800049,926.5593941205011,921.2513829190007,914.3123666769325,0.0,1.2101179957e-314,295.7
564.5,3.913784e-44,0.01800049,926.5772890759584,921.2751299067477,914.3433851249752,0.0,3.27459516e-316,295.7
565.0,3.891114e-44,0.01800049,926.5950615334407,921.2987768944946,914.3743035730178,0.0,8.959406e-318,295.7
565.5,3.869077e-44,0.01800049,926.6127339909228,921.3223213578488,914.4050220210603,0.0,1.95116e-319,295.7
566.0,3.847696e-44,0.01800049,926.6303289463801,921.3456708699887,914.4355430176016,0.0,9.8803e-320,295.7
566.5,3.826985e-44,0.01800049,926.6478014038623,921.3688203821287,914.4659614656442,0.0,9.8803e-320,295.7
567.0,3.806949e-44,0.01800049,926.6651738613444,921.3919673698757,914.4961824621855,0.0,9.8803e-320,295.7
567.5,3.787585e-44,0.01800049,926.6824463188266,921.4149168820156,914.5262034587267,0.0,9.8803e-320,295.7
568.0,3.768887e-44,0.01800049,926.6996187763086,921.4377638697626,914.556024455268,0.0,9.8803e-320,295.7
568.5,3.750844e-44,0.01800049,926.7166912337908,921.4604133819026,914.5857454518093,0.0,9.8803e-320,295.7
569.0,3.733444e-44,0.01800049,926.7337411932975,921.4830628940426,914.6152689968493,0.0,9.8803e-320,295.7
569.5,3.7166690000000003e-44,0.01800049,926.7505911528044,921.5055124061827,914.6446899933906,0.0,9.8803e-320,295.7
570.0,3.700504e-44,0.01800049,926.7673636102865,921.5277644427157,914.6739135384304,0.0,9.8803e-320,295.7
570.5,3.68493e-44,0.01800049,926.7841135697932,921.5500114304626,914.7029370834705,0.0,9.8803e-320,295.7
571.0,3.6699279999999997e-44,0.01800049,926.8006860272753,921.5720634669957,914.7318606285104,0.0,9.8803e-320,295.7
571.5,3.65548e-44,0.01800049,926.8172134888068,921.5940129791358,914.7605841735502,0.0,9.8803e-320,295.7
572.0,3.641564e-44,0.01800049,926.8336634483136,921.6158650156686,914.7891102670889,0.0,9.8803e-320,295.7
572.5,3.628164e-44,0.01800049,926.8500134078204,921.6376145278086,914.8175338121288,0.0,9.8803e-320,295.7
573.0,3.615258e-44,0.01800049,926.8662633673272,921.6591665643417,914.8458599056675,0.0,9.8803e-320,295.7
573.5,3.60283e-44,0.01800049,926.8823908288587,921.6807186008748,914.8739834507073,0.0,9.8803e-320,295.7
574.0,3.59086e-44,0.01800049,926.8984407883654,921.7020706374077,914.9019120927446,0.0,9.8803e-320,295.7
574.5,3.579331e-44,0.01800049,926.9144682498968,921.7233226739407,914.9297381862833,0.0,9.8803e-320,295.7
575.0,3.568226e-44,0.01800049,926.9303957114282,921.7444747104738,914.9574617313232,0.0,9.8803e-320,295.7
575.5,3.557529e-44,0.01800049,926.946145670935,921.7654292713997,914.9849903733605,0.0,9.8803e-320,295.7
576.0,3.5472239999999997e-44,0.01800049,926.9618731324664,921.7863813079327,915.0123190153978,0.0,9.8803e-320,295.7
576.5,3.537295e-44,0.01800049,926.9775780960225,921.8071358688587,915.039547657435,0.0,9.8803e-320,295.7
577.0,3.5277279999999995e-44,0.01800049,926.993105557554,921.8278853809987,915.0666737509737,0.0,9.8803e-320,295.7
577.5,3.5185089999999997e-44,0.01800049,927.0086330190854,921.8484399419248,915.093602393011,0.0,9.8803e-320,295.7
578.0,3.509624e-44,0.01800049,927.0239604806169,921.8688945028507,915.1204310350482,0.0,9.8803e-320,295.7
578.5,3.5010599999999997e-44,0.01800049,927.0392879421483,921.8892490637768,915.1470622255841,0.0,9.8803e-320,295.7
579.0,3.492806e-44,0.01800049,927.0544929057044,921.9095036247028,915.1735908676216,0.0,9.8803e-320,295.7
579.5,3.4848489999999997e-44,0.01800049,927.0696978692605,921.9296581856288,915.2000195096588,0.0,9.8803e-320,295.7
580.0,3.477178e-44,0.01800049,927.0847253307919,921.9497127465548,915.2262507001947,0.0,9.8803e-320,295.7
580.5,3.469782e-44,0.01800049,927.099730294348,921.9696673074808,915.2523818907306,0.0,9.8803e-320,295.7
581.0,3.462652e-44,0.01800049,927.1146352579042,921.9895218684068,915.2783130812666,0.0,9.8803e-320,295.7
581.5,3.455776e-44,0.01800049,927.129517723485,922.0091789537258,915.3042417233039,0.0,9.8803e-320,295.7
582.0,3.4491459999999995e-44,0.01800049,927.1442451850163,922.0288335146518,915.3298754623385,0.0,9.8803e-320,295.7
582.5,3.442753e-44,0.01800049,927.1589501485726,922.0483905999707,915.3555066528744,0.0,9.8803e-320,295.7
583.0,3.4365879999999997e-44,0.01800049,927.1735326141533,922.0677476852898,915.3809403919091,0.0,9.8803e-320,295.7
583.5,3.430643e-44,0.01800049,927.188115079734,922.0871022462159,915.406271582445,0.0,9.8803e-320,295.7
584.0,3.4249089999999997e-44,0.01800049,927.2025425412654,922.1063593315348,915.4315053214797,0.0,9.8803e-320,295.7
584.5,3.4193799999999996e-44,0.01800049,927.2169250068462,922.1254189412468,915.4565390605142,0.0,9.8803e-320,295.7
585.0,3.414047e-44,0.01800049,927.231207472427,922.1444735021728,915.4814727995488,0.0,9.8803e-320,295.7
585.5,3.4089049999999997e-44,0.01800049,927.2454899380077,922.1634305874918,915.5063065385834,0.0,9.8803e-320,295.7
586.0,3.403946e-44,0.01800049,927.2596724035885,922.1822876728108,915.5309402776181,0.0,9.8803e-320,295.7
586.5,3.3991629999999997e-44,0.01800049,927.2737548691692,922.2009472825229,915.5554765651514,0.0,9.8803e-320,295.7
587.0,3.3945509999999997e-44,0.01800049,927.2877598327253,922.2196043678418,915.579910304186,0.0,9.8803e-320,295.7
587.5,3.3901039999999995e-44,0.01800049,927.3017198003307,922.2381639775538,915.6042465917193,0.0,9.8803e-320,295.7
588.0,3.3858159999999996e-44,0.01800049,927.3156022659115,922.2566210628728,915.6284803307539,0.0,9.8803e-320,295.7
588.5,3.381681e-44,0.01800049,927.3293847314923,922.2749806725849,915.6525166182872,0.0,9.8803e-320,295.7
589.0,3.377694e-44,0.01800049,927.3431446990977,922.2932402822968,915.6764529058205,0.0,9.8803e-320,295.7
589.5,3.373851e-44,0.01800049,927.3568271646785,922.3114973676159,915.7002891933538,0.0,9.8803e-320,295.7
590.0,3.370145e-44,0.01800049,927.3704096302592,922.3295569773279,915.724025480887,0.0,9.8803e-320,295.7
590.5,3.366573e-44,0.01800049,927.38389209584,922.3475165870399,915.7476617684204,0.0,9.8803e-320,295.7
591.0,3.36313e-44,0.01800049,927.3973520634455,922.3654761967518,915.7711006044522,0.0,9.8803e-320,295.7
591.5,3.3598109999999995e-44,0.01800049,927.4108120310509,922.3832358064639,915.7944394404842,0.0,9.8803e-320,295.7
592.0,3.3566129999999997e-44,0.01800049,927.4240719986562,922.4009954161759,915.8176782765162,0.0,9.8803e-320,295.7
592.5,3.353531e-44,0.01800049,927.437354464237,922.4186550258879,915.8408145640494,0.0,9.8803e-320,295.7
593.0,3.350561e-44,0.01800049,927.4505919338671,922.4362146356,915.8638534000814,0.0,9.8803e-320,295.7
593.5,3.347699e-44,0.01800049,927.4637519014725,922.4536767697049,915.8867922361134,0.0,9.8803e-320,295.7
594.0,3.3449429999999997e-44,0.01800049,927.4768118690779,922.4710389038099,915.909533620644,0.0,9.8803e-320,295.7
594.5,3.3422869999999996e-44,0.01800049,927.4897718366834,922.4883959891289,915.9322699081772,0.0,9.8803e-320,295.7
595.0,3.3397289999999997e-44,0.01800049,927.5027318042888,922.5055606476269,915.9548112927079,0.0,9.8803e-320,295.7
595.5,3.337266e-44,0.01800049,927.5155692739189,922.5227202573388,915.9772526772385,0.0,9.8803e-320,295.7
596.0,3.334894e-44,0.01800049,927.5284292415242,922.539782391444,915.9996889647718,0.0,9.8803e-320,295.7
596.5,3.33261e-44,0.01800049,927.5411667111545,922.5567420011558,916.0219303493025,0.0,9.8803e-320,295.7
597.0,3.330411e-44,0.01800049,927.5538266787598,922.573604135261,916.0440717338331,0.0,9.8803e-320,295.7
597.5,3.3282939999999996e-44,0.01800049,927.5664641483899,922.5903687937589,916.0661131183637,0.0,9.8803e-320,295.7
598.0,3.326257e-44,0.01800049,927.5790791200446,922.6071284034709,916.0879570513929,0.0,9.8803e-320,295.7
598.5,3.3242969999999996e-44,0.01800049,927.5915390876501,922.6236930619689,916.1097958874249,0.0,9.8803e-320,295.7
599.0,3.32241e-44,0.01800049,927.6039765572802,922.6402551960739,916.1315372719555,0.0,9.8803e-320,295.7
599.5,3.3205959999999997e-44,0.01800049,927.6164140269102,922.656719854572,916.1531786564861,0.0,9.8803e-320,295.7
600.0,3.31885e-44,0.01800049,927.6287514965403,922.673179464284,916.1746225895155,0.0,9.8803e-320,295.7
600.5,3.3171712e-44,0.01800049,927.6409889661704,922.689444122782,916.1960665225447,0.0,9.8803e-320,295.7
601.0,3.3155568e-44,0.01800049,927.6532039378252,922.705706256887,916.217310455574,0.0,9.8803e-320,295.7
601.5,3.3140047e-44,0.01800049,927.6653414074552,922.721870915385,916.2385518401046,0.0,9.8803e-320,295.7
602.0,3.3125127e-44,0.01800049,927.6774013750606,922.737935573883,916.2595983216326,0.0,9.8803e-320,295.7
602.5,3.3110786e-44,0.01800049,927.6894163467153,922.7539002323809,916.2806397061632,0.0,9.8803e-320,295.7
603.0,3.3097006e-44,0.01800049,927.7014313183702,922.769862366486,916.3015836391925,0.0,9.8803e-320,295.7
603.5,3.3083765999999996e-44,0.01800049,927.7133687880001,922.785727024984,916.3223275722219,0.0,9.8803e-320,295.7
604.0,3.3071047999999995e-44,0.01800049,927.725183759655,922.8014916834819,916.3430715052511,0.0,9.8803e-320,295.7
