s,C,C,C,kg/m2/s,m,kW/m2,kW/m2
Time,"Tz0","Tz3","Tz6","MLR","thick","radiative hf","incident hf"
 8.5500000E+001, 4.2822932E+002, 2.3105922E+002, 1.0392599E+002, 2.2728678E-002, 1.8000000E-002, 3.6726277E+001, 5.0448075E+001
 8.6000000E+001, 4.2873546E+002, 2.3229718E+002, 1.0497218E+002, 2.2724186E-002, 1.8000000E-002, 3.6686625E+001, 5.0448075E+001
 8.6500000E+001, 4.2923596E+002, 2.3353271E+002, 1.0602195E+002, 2.2722626E-002, 1.8000000E-002, 3.6647324E+001, 5.0448075E+001
 8.7000000E+001, 4.2973326E+002, 2.3476551E+002, 1.0707504E+002, 2.2720316E-002, 1.8000000E-002, 3.6608195E+001, 5.0448075E+001
 8.7500000E+001, 4.3022522E+002, 2.3599492E+002, 1.0813157E+002, 2.2718959E-002, 1.8000000E-002, 3.6569405E+001, 5.0448075E+001
 8.8000000E+001, 4.3071505E+002, 2.3722202E+002, 1.0919132E+002, 2.2717615E-002, 1.8000000E-002, 3.6530701E+001, 5.0448075E+001
 8.8500000E+001, 4.3119929E+002, 2.3844591E+002, 1.1025434E+002, 2.2718070E-002, 1.8000000E-002, 3.6492357E+001, 5.0448075E+001
 8.9000000E+001, 4.3168010E+002, 2.3966678E+002, 1.1132049E+002, 2.2719862E-002, 1.8000000E-002, 3.6454212E+001, 5.0448075E+001
 8.9500000E+001, 4.3215618E+002, 2.4088539E+002, 1.1238979E+002, 2.2719989E-002, 1.8000000E-002, 3.6416357E+001, 5.0448075E+001
 9.0000000E+001, 4.3262944E+002, 2.4210000E+002, 1.1346212E+002, 2.2722725E-002, 1.8000000E-002, 3.6378658E+001, 5.0448075E+001
 9.0500000E+001, 4.3309824E+002, 2.4331235E+002, 1.1453740E+002, 2.2724952E-002, 1.8000000E-002, 3.6341232E+001, 5.0448075E+001
 9.1000000E+001, 4.3356235E+002, 2.4452136E+002, 1.1561564E+002, 2.2730025E-002, 1.8000000E-002, 3.6304115E+001, 5.0448075E+001
 9.1500000E+001, 4.3402335E+002, 2.4572718E+002, 1.1669668E+002, 2.2734124E-002, 1.8000000E-002, 3.6267167E+001, 5.0448075E+001
 9.2000000E+001, 4.3448006E+002, 2.4693060E+002, 1.1778060E+002, 2.2738932E-002, 1.8000000E-002, 3.6230497E+001, 5.0448075E+001
 9.2500000E+001, 4.3493404E+002, 2.4812993E+002, 1.1886719E+002, 2.2745320E-002, 1.8000000E-002, 3.6193975E+001, 5.0448075E+001
 9.3000000E+001, 4.3538163E+002, 2.4932686E+002, 1.1995655E+002, 2.2752150E-002, 1.8000000E-002, 3.6157892E+001, 5.0448075E+001
 9.3500000E+001, 4.3582756E+002, 2.5052030E+002, 1.2104841E+002, 2.2760581E-002, 1.8000000E-002, 3.6121882E+001, 5.0448075E+001
 9.4000000E+001, 4.3626897E+002, 2.5171036E+002, 1.2214292E+002, 2.2768217E-002, 1.8000000E-002, 3.6086166E+001, 5.0448075E+001
 9.4500000E+001, 4.3670648E+002, 2.5289789E+002, 1.2323987E+002, 2.2777675E-002, 1.8000000E-002, 3.6050704E+001, 5.0448075E+001
 9.5000000E+001, 4.3714066E+002, 2.5408112E+002, 1.2433930E+002, 2.2787895E-002, 1.8000000E-002, 3.6015442E+001, 5.0448075E+001
 9.5500000E+001, 4.3757033E+002, 2.5526197E+002, 1.2544109E+002, 2.2799217E-002, 1.8000000E-002, 3.5980483E+001, 5.0448075E+001
 9.6000000E+001, 4.3799647E+002, 2.5643901E+002, 1.2654518E+002, 2.2810829E-002, 1.8000000E-002, 3.5945754E+001, 5.0448075E+001
 9.6500000E+001, 4.3841855E+002, 2.5761257E+002, 1.2765157E+002, 2.2823020E-002, 1.8000000E-002, 3.5911288E+001, 5.0448075E+001
 9.7000000E+001, 4.3883841E+002, 2.5878329E+002, 1.2876010E+002, 2.2836833E-002, 1.8000000E-002, 3.5876946E+001, 5.0448075E+001
 9.7500000E+001, 4.3925302E+002, 2.5994998E+002, 1.2987087E+002, 2.2851439E-002, 1.8000000E-002, 3.5842971E+001, 5.0448075E+001
 9.8000000E+001, 4.3966419E+002, 2.6111360E+002, 1.3098362E+002, 2.2866613E-002, 1.8000000E-002, 3.5809222E+001, 5.0448075E+001
 9.8500000E+001, 4.4007249E+002, 2.6227329E+002, 1.3209849E+002, 2.2882515E-002, 1.8000000E-002, 3.5775648E+001, 5.0448075E+001
 9.9000000E+001, 4.4047649E+002, 2.6342976E+002, 1.3321524E+002, 2.2899446E-002, 1.8000000E-002, 3.5742375E+001, 5.0448075E+001
 9.9500000E+001, 4.4087773E+002, 2.6458255E+002, 1.3433394E+002, 2.2917501E-002, 1.8000000E-002, 3.5709271E+001, 5.0448075E+001
 1.0000000E+002, 4.4127375E+002, 2.6573138E+002, 1.3545448E+002, 2.2936373E-002, 1.8000000E-002, 3.5676539E+001, 5.0448075E+001
 1.0050000E+002, 4.4166762E+002, 2.6687718E+002, 1.3657682E+002, 2.2955885E-002, 1.8000000E-002, 3.5643935E+001, 5.0448075E+001
 1.0100000E+002, 4.4205796E+002, 2.6801833E+002, 1.3770090E+002, 2.2976276E-002, 1.8000000E-002, 3.5611569E+001, 5.0448075E+001
 1.0150000E+002, 4.4244440E+002, 2.6915638E+002, 1.3882663E+002, 2.2997758E-002, 1.8000000E-002, 3.5579476E+001, 5.0448075E+001
 1.0200000E+002, 4.4282765E+002, 2.7029018E+002, 1.3995404E+002, 2.3020397E-002, 1.8000000E-002, 3.5547597E+001, 5.0448075E+001
 1.0250000E+002, 4.4320672E+002, 2.7142024E+002, 1.4108289E+002, 2.3043648E-002, 1.8000000E-002, 3.5516008E+001, 5.0448075E+001
 1.0300000E+002, 4.4358303E+002, 2.7254636E+002, 1.4221331E+002, 2.3067700E-002, 1.8000000E-002, 3.5484606E+001, 5.0448075E+001
 1.0350000E+002, 4.4395655E+002, 2.7366817E+002, 1.4334516E+002, 2.3092820E-002, 1.8000000E-002, 3.5453386E+001, 5.0448075E+001
 1.0400000E+002, 4.4432565E+002, 2.7478631E+002, 1.4447841E+002, 2.3119129E-002, 1.8000000E-002, 3.5422491E+001, 5.0448075E+001
 1.0450000E+002, 4.4469163E+002, 2.7589968E+002, 1.4561299E+002, 2.3146305E-002, 1.8000000E-002, 3.5391806E+001, 5.0448075E+001
 1.0500000E+002, 4.4505477E+002, 2.7700944E+002, 1.4674880E+002, 2.3174141E-002, 1.8000000E-002, 3.5361309E+001, 5.0448075E+001
 1.0550000E+002, 4.4541408E+002, 2.7811432E+002, 1.4788592E+002, 2.3203048E-002, 1.8000000E-002, 3.5331094E+001, 5.0448075E+001
 1.0600000E+002, 4.4577081E+002, 2.7921518E+002, 1.4902407E+002, 2.3233047E-002, 1.8000000E-002, 3.5301051E+001, 5.0448075E+001
 1.0650000E+002, 4.4612373E+002, 2.8031117E+002, 1.5016339E+002, 2.3264045E-002, 1.8000000E-002, 3.5271285E+001, 5.0448075E+001
 1.0700000E+002, 4.4647325E+002, 2.8140270E+002, 1.5130374E+002, 2.3295975E-002, 1.8000000E-002, 3.5241760E+001, 5.0448075E+001
 1.0750000E+002, 4.4682090E+002, 2.8248966E+002, 1.5244509E+002, 2.3328699E-002, 1.8000000E-002, 3.5212351E+001, 5.0448075E+001
 1.0800000E+002, 4.4716405E+002, 2.8357160E+002, 1.5358735E+002, 2.3362564E-002, 1.8000000E-002, 3.5183279E+001, 5.0448075E+001
 1.0850000E+002, 4.4750417E+002, 2.8464879E+002, 1.5473043E+002, 2.3397562E-002, 1.8000000E-002, 3.5154426E+001, 5.0448075E+001
 1.0900000E+002, 4.4784228E+002, 2.8572056E+002, 1.5587442E+002, 2.3433502E-002, 1.8000000E-002, 3.5125702E+001, 5.0448075E+001
 1.0950000E+002, 4.4817621E+002, 2.8678758E+002, 1.5701907E+002, 2.3470352E-002, 1.8000000E-002, 3.5097294E+001, 5.0448075E+001
 1.1000000E+002, 4.4850762E+002, 2.8784876E+002, 1.5816449E+002, 2.3508176E-002, 1.8000000E-002, 3.5069060E+001, 5.0448075E+001
 1.1050000E+002, 4.4883709E+002, 2.8890510E+002, 1.5931051E+002, 2.3547101E-002, 1.8000000E-002, 3.5040954E+001, 5.0448075E+001
 1.1100000E+002, 4.4916176E+002, 2.8995523E+002, 1.6045716E+002, 2.3587184E-002, 1.8000000E-002, 3.5013216E+001, 5.0448075E+001
 1.1150000E+002, 4.4948368E+002, 2.9100021E+002, 1.6160430E+002, 2.3628187E-002, 1.8000000E-002, 3.4985680E+001, 5.0448075E+001
 1.1200000E+002, 4.4980393E+002, 2.9203854E+002, 1.6275191E+002, 2.3670243E-002, 1.8000000E-002, 3.4958250E+001, 5.0448075E+001
 1.1250000E+002, 4.5012045E+002, 2.9307130E+002, 1.6389998E+002, 2.3713274E-002, 1.8000000E-002, 3.4931103E+001, 5.0448075E+001
 1.1300000E+002, 4.5043417E+002, 2.9409734E+002, 1.6504834E+002, 2.3757527E-002, 1.8000000E-002, 3.4904160E+001, 5.0448075E+001
 1.1350000E+002, 4.5074633E+002, 2.9511725E+002, 1.6619706E+002, 2.3802794E-002, 1.8000000E-002, 3.4877319E+001, 5.0448075E+001
 1.1400000E+002, 4.5105457E+002, 2.9613018E+002, 1.6734598E+002, 2.3849153E-002, 1.8000000E-002, 3.4850777E+001, 5.0448075E+001
 1.1450000E+002, 4.5135908E+002, 2.9713644E+002, 1.6849512E+002, 2.3896564E-002, 1.8000000E-002, 3.4824525E+001, 5.0448075E+001
 1.1500000E+002, 4.5166198E+002, 2.9813536E+002, 1.6964438E+002, 2.3944935E-002, 1.8000000E-002, 3.4798380E+001, 5.0448075E+001
 1.1550000E+002, 4.5196260E+002, 2.9912705E+002, 1.7079371E+002, 2.3994593E-002, 1.8000000E-002, 3.4772398E+001, 5.0448075E+001
 1.1600000E+002, 4.5225965E+002, 3.0011106E+002, 1.7194309E+002, 2.4045351E-002, 1.8000000E-002, 3.4746694E+001, 5.0448075E+001
 1.1650000E+002, 4.5255516E+002, 3.0108753E+002, 1.7309240E+002, 2.4097259E-002, 1.8000000E-002, 3.4721090E+001, 5.0448075E+001
 1.1700000E+002, 4.5284873E+002, 3.0205583E+002, 1.7424163E+002, 2.4150188E-002, 1.8000000E-002, 3.4695624E+001, 5.0448075E+001
 1.1750000E+002, 4.5313695E+002, 3.0301618E+002, 1.7539070E+002, 2.4204148E-002, 1.8000000E-002, 3.4670591E+001, 5.0448075E+001
 1.1800000E+002, 4.5342375E+002, 3.0396794E+002, 1.7653956E+002, 2.4259288E-002, 1.8000000E-002, 3.4645655E+001, 5.0448075E+001
 1.1850000E+002, 4.5370892E+002, 3.0491102E+002, 1.7768817E+002, 2.4315712E-002, 1.8000000E-002, 3.4620828E+001, 5.0448075E+001
 1.1900000E+002, 4.5399147E+002, 3.0584516E+002, 1.7883645E+002, 2.4373165E-002, 1.8000000E-002, 3.4596201E+001, 5.0448075E+001
 1.1950000E+002, 4.5427050E+002, 3.0677033E+002, 1.7998439E+002, 2.4431769E-002, 1.8000000E-002, 3.4571855E+001, 5.0448075E+001
 1.2000000E+002, 4.5454896E+002, 3.0768627E+002, 1.8113185E+002, 2.4491757E-002, 1.8000000E-002, 3.4547529E+001, 5.0448075E+001
 1.2050000E+002, 4.5482547E+002, 3.0859288E+002, 1.8227884E+002, 2.4552695E-002, 1.8000000E-002, 3.4523343E+001, 5.0448075E+001
 1.2100000E+002, 4.5509650E+002, 3.0949012E+002, 1.8342527E+002, 2.4614733E-002, 1.8000000E-002, 3.4499612E+001, 5.0448075E+001
 1.2150000E+002, 4.5536558E+002, 3.1037770E+002, 1.8457109E+002, 2.4677881E-002, 1.8000000E-002, 3.4476027E+001, 5.0448075E+001
 1.2200000E+002, 4.5563444E+002, 3.1125541E+002, 1.8571629E+002, 2.4742700E-002, 1.8000000E-002, 3.4452434E+001, 5.0448075E+001
 1.2250000E+002, 4.5590102E+002, 3.1212327E+002, 1.8686070E+002, 2.4808588E-002, 1.8000000E-002, 3.4429014E+001, 5.0448075E+001
 1.2300000E+002, 4.5616350E+002, 3.1298122E+002, 1.8800440E+002, 2.4875487E-002, 1.8000000E-002, 3.4405932E+001, 5.0448075E+001
 1.2350000E+002, 4.5642536E+002, 3.1382939E+002, 1.8914722E+002, 2.4943885E-002, 1.8000000E-002, 3.4382878E+001, 5.0448075E+001
 1.2400000E+002, 4.5668653E+002, 3.1466779E+002, 1.9028916E+002, 2.5013508E-002, 1.8000000E-002, 3.4359861E+001, 5.0448075E+001
 1.2450000E+002, 4.5694384E+002, 3.1549639E+002, 1.9143015E+002, 2.5084097E-002, 1.8000000E-002, 3.4337156E+001, 5.0448075E+001
 1.2500000E+002, 4.5719572E+002, 3.1631474E+002, 1.9257013E+002, 2.5156093E-002, 1.8000000E-002, 3.4314908E+001, 5.0448075E+001
 1.2550000E+002, 4.5744854E+002, 3.1712317E+002, 1.9370906E+002, 2.5229374E-002, 1.8000000E-002, 3.4292560E+001, 5.0448075E+001
 1.2600000E+002, 4.5770101E+002, 3.1792218E+002, 1.9484681E+002, 2.5303777E-002, 1.8000000E-002, 3.4270215E+001, 5.0448075E+001
 1.2650000E+002, 4.5794978E+002, 3.1871167E+002, 1.9598345E+002, 2.5379663E-002, 1.8000000E-002, 3.4248171E+001, 5.0448075E+001
 1.2700000E+002, 4.5819520E+002, 3.1949240E+002, 1.9711881E+002, 2.5456883E-002, 1.8000000E-002, 3.4226408E+001, 5.0448075E+001
 1.2750000E+002, 4.5844160E+002, 3.2026336E+002, 1.9825287E+002, 2.5535233E-002, 1.8000000E-002, 3.4204536E+001, 5.0448075E+001
 1.2800000E+002, 4.5868743E+002, 3.2102543E+002, 1.9938555E+002, 2.5615112E-002, 1.8000000E-002, 3.4182692E+001, 5.0448075E+001
 1.2850000E+002, 4.5892661E+002, 3.2177899E+002, 2.0051682E+002, 2.5696310E-002, 1.8000000E-002, 3.4161407E+001, 5.0448075E+001
 1.2900000E+002, 4.5916182E+002, 3.2252385E+002, 2.0164660E+002, 2.5778744E-002, 1.8000000E-002, 3.4140470E+001, 5.0448075E+001
 1.2950000E+002, 4.5940001E+002, 3.2326074E+002, 2.0277483E+002, 2.5862592E-002, 1.8000000E-002, 3.4119243E+001, 5.0448075E+001
 1.3000000E+002, 4.5963813E+002, 3.2398953E+002, 2.0390150E+002, 2.5947793E-002, 1.8000000E-002, 3.4098002E+001, 5.0448075E+001
 1.3050000E+002, 4.5987121E+002, 3.2471066E+002, 2.0502644E+002, 2.6034440E-002, 1.8000000E-002, 3.4077180E+001, 5.0448075E+001
 1.3100000E+002, 4.6010092E+002, 3.2542450E+002, 2.0614970E+002, 2.6122473E-002, 1.8000000E-002, 3.4056654E+001, 5.0448075E+001
 1.3150000E+002, 4.6033353E+002, 3.2613132E+002, 2.0727112E+002, 2.6211854E-002, 1.8000000E-002, 3.4035845E+001, 5.0448075E+001
 1.3200000E+002, 4.6056603E+002, 3.2683100E+002, 2.0839071E+002, 2.6302806E-002, 1.8000000E-002, 3.4015025E+001, 5.0448075E+001
 1.3250000E+002, 4.6079061E+002, 3.2752484E+002, 2.0950836E+002, 2.6395079E-002, 1.8000000E-002, 3.3994880E+001, 5.0448075E+001
 1.3300000E+002, 4.6100877E+002, 3.2821196E+002, 2.1062401E+002, 2.6488810E-002, 1.8000000E-002, 3.3975318E+001, 5.0448075E+001
 1.3350000E+002, 4.6123407E+002, 3.2889327E+002, 2.1173768E+002, 2.6584030E-002, 1.8000000E-002, 3.3955089E+001, 5.0448075E+001
 1.3400000E+002, 4.6145974E+002, 3.2956926E+002, 2.1284916E+002, 2.6680752E-002, 1.8000000E-002, 3.3934807E+001, 5.0448075E+001
 1.3450000E+002, 4.6168011E+002, 3.3023974E+002, 2.1395851E+002, 2.6779111E-002, 1.8000000E-002, 3.3914972E+001, 5.0448075E+001
 1.3500000E+002, 4.6189461E+002, 3.3090511E+002, 2.1506558E+002, 2.6878880E-002, 1.8000000E-002, 3.3895664E+001, 5.0448075E+001
 1.3550000E+002, 4.6211514E+002, 3.3156591E+002, 2.1617033E+002, 2.6980190E-002, 1.8000000E-002, 3.3875792E+001, 5.0448075E+001
 1.3600000E+002, 4.6233611E+002, 3.3222201E+002, 2.1727264E+002, 2.7083154E-002, 1.8000000E-002, 3.3855861E+001, 5.0448075E+001
 1.3650000E+002, 4.6254779E+002, 3.3287351E+002, 2.1837256E+002, 2.7187568E-002, 1.8000000E-002, 3.3836735E+001, 5.0448075E+001
 1.3700000E+002, 4.6275230E+002, 3.3352141E+002, 2.1946991E+002, 2.7293417E-002, 1.8000000E-002, 3.3818262E+001, 5.0448075E+001
 1.3750000E+002, 4.6296441E+002, 3.3416516E+002, 2.2056464E+002, 2.7401014E-002, 1.8000000E-002, 3.3799087E+001, 5.0448075E+001
 1.3800000E+002, 4.6317949E+002, 3.3480495E+002, 2.2165672E+002, 2.7510409E-002, 1.8000000E-002, 3.3779619E+001, 5.0448075E+001
 1.3850000E+002, 4.6338675E+002, 3.3544169E+002, 2.2274602E+002, 2.7621334E-002, 1.8000000E-002, 3.3760833E+001, 5.0448075E+001
 1.3900000E+002, 4.6359209E+002, 3.3607534E+002, 2.2383255E+002, 2.7733907E-002, 1.8000000E-002, 3.3742220E+001, 5.0448075E+001
 1.3950000E+002, 4.6380056E+002, 3.3670475E+002, 2.2491606E+002, 2.7848292E-002, 1.8000000E-002, 3.3723306E+001, 5.0448075E+001
 1.4000000E+002, 4.6400983E+002, 3.3733167E+002, 2.2599664E+002, 2.7964431E-002, 1.8000000E-002, 3.3704296E+001, 5.0448075E+001
 1.4050000E+002, 4.6420672E+002, 3.3795657E+002, 2.2707410E+002, 2.8081996E-002, 1.8000000E-002, 3.3686394E+001, 5.0448075E+001
 1.4100000E+002, 4.6440553E+002, 3.3857663E+002, 2.2814842E+002, 2.8201197E-002, 1.8000000E-002, 3.3668312E+001, 5.0448075E+001
 1.4150000E+002, 4.6460764E+002, 3.3919489E+002, 2.2921948E+002, 2.8322519E-002, 1.8000000E-002, 3.3649915E+001, 5.0448075E+001
 1.4200000E+002, 4.6480811E+002, 3.3981199E+002, 2.3028723E+002, 2.8445624E-002, 1.8000000E-002, 3.3631642E+001, 5.0448075E+001
 1.4250000E+002, 4.6500396E+002, 3.4042380E+002, 2.3135152E+002, 2.8570459E-002, 1.8000000E-002, 3.3613785E+001, 5.0448075E+001
 1.4300000E+002, 4.6520331E+002, 3.4103447E+002, 2.3241232E+002, 2.8697241E-002, 1.8000000E-002, 3.3595595E+001, 5.0448075E+001
 1.4350000E+002, 4.6540396E+002, 3.4164354E+002, 2.3346947E+002, 2.8825909E-002, 1.8000000E-002, 3.3577267E+001, 5.0448075E+001
 1.4400000E+002, 4.6559468E+002, 3.4224844E+002, 2.3452294E+002, 2.8956011E-002, 1.8000000E-002, 3.3559822E+001, 5.0448075E+001
 1.4450000E+002, 4.6578411E+002, 3.4285140E+002, 2.3557260E+002, 2.9088120E-002, 1.8000000E-002, 3.3542498E+001, 5.0448075E+001
 1.4500000E+002, 4.6597784E+002, 3.4345238E+002, 2.3661831E+002, 2.9222232E-002, 1.8000000E-002, 3.3524766E+001, 5.0448075E+001
 1.4550000E+002, 4.6617092E+002, 3.4405204E+002, 2.3766006E+002, 2.9358403E-002, 1.8000000E-002, 3.3507070E+001, 5.0448075E+001
 1.4600000E+002, 4.6635871E+002, 3.4464712E+002, 2.3869763E+002, 2.9496448E-002, 1.8000000E-002, 3.3489851E+001, 5.0448075E+001
 1.4650000E+002, 4.6654902E+002, 3.4524087E+002, 2.3973106E+002, 2.9636690E-002, 1.8000000E-002, 3.3472390E+001, 5.0448075E+001
 1.4700000E+002, 4.6674045E+002, 3.4583458E+002, 2.4076004E+002, 2.9778716E-002, 1.8000000E-002, 3.3454806E+001, 5.0448075E+001
 1.4750000E+002, 4.6692343E+002, 3.4642172E+002, 2.4178463E+002, 2.9922311E-002, 1.8000000E-002, 3.3437985E+001, 5.0448075E+001
 1.4800000E+002, 4.6710772E+002, 3.4700908E+002, 2.4280457E+002, 3.0068290E-002, 1.8000000E-002, 3.3421039E+001, 5.0448075E+001
 1.4850000E+002, 4.6729446E+002, 3.4759521E+002, 2.4381989E+002, 3.0216162E-002, 1.8000000E-002, 3.3403853E+001, 5.0448075E+001
 1.4900000E+002, 4.6747810E+002, 3.4817781E+002, 2.4483028E+002, 3.0365988E-002, 1.8000000E-002, 3.3386932E+001, 5.0448075E+001
 1.4950000E+002, 4.6766082E+002, 3.4875768E+002, 2.4583580E+002, 3.0518311E-002, 1.8000000E-002, 3.3370091E+001, 5.0448075E+001
 1.5000000E+002, 4.6784510E+002, 3.4933542E+002, 2.4683614E+002, 3.0672790E-002, 1.8000000E-002, 3.3353093E+001, 5.0448075E+001
 1.5050000E+002, 4.6802696E+002, 3.4991409E+002, 2.4783135E+002, 3.0827935E-002, 1.8000000E-002, 3.3336298E+001, 5.0448075E+001
 1.5100000E+002, 4.6820337E+002, 3.5048476E+002, 2.4882110E+002, 3.0985886E-002, 1.8000000E-002, 3.3320002E+001, 5.0448075E+001
 1.5150000E+002, 4.6838304E+002, 3.5105717E+002, 2.4980542E+002, 3.1146437E-002, 1.8000000E-002, 3.3303392E+001, 5.0448075E+001
 1.5200000E+002, 4.6856198E+002, 3.5162858E+002, 2.5078401E+002, 3.1307882E-002, 1.8000000E-002, 3.3286835E+001, 5.0448075E+001
 1.5250000E+002, 4.6873816E+002, 3.5219580E+002, 2.5175686E+002, 3.1471671E-002, 1.8000000E-002, 3.3270523E+001, 5.0448075E+001
 1.5300000E+002, 4.6891713E+002, 3.5275991E+002, 2.5272368E+002, 3.1639270E-002, 1.8000000E-002, 3.3253946E+001, 5.0448075E+001
 1.5350000E+002, 4.6909331E+002, 3.5331947E+002, 2.5368449E+002, 3.1806036E-002, 1.8000000E-002, 3.3237604E+001, 5.0448075E+001
 1.5400000E+002, 4.6926658E+002, 3.5388733E+002, 2.5463893E+002, 3.1973329E-002, 1.8000000E-002, 3.3221529E+001, 5.0448075E+001
 1.5450000E+002, 4.6944041E+002, 3.5444133E+002, 2.5558702E+002, 3.2147689E-002, 1.8000000E-002, 3.3205390E+001, 5.0448075E+001
 1.5500000E+002, 4.6961453E+002, 3.5500029E+002, 2.5652848E+002, 3.2320949E-002, 1.8000000E-002, 3.3189208E+001, 5.0448075E+001
 1.5550000E+002, 4.6978630E+002, 3.5555032E+002, 2.5746320E+002, 3.2495021E-002, 1.8000000E-002, 3.3173242E+001, 5.0448075E+001
 1.5600000E+002, 4.6996005E+002, 3.5610797E+002, 2.5839101E+002, 3.2669282E-002, 1.8000000E-002, 3.3157072E+001, 5.0448075E+001
 1.5650000E+002, 4.7013032E+002, 3.5665530E+002, 2.5931173E+002, 3.2850893E-002, 1.8000000E-002, 3.3141219E+001, 5.0448075E+001
 1.5700000E+002, 4.7029963E+002, 3.5720394E+002, 2.6022522E+002, 3.3029298E-002, 1.8000000E-002, 3.3125442E+001, 5.0448075E+001
 1.5750000E+002, 4.7046947E+002, 3.5774909E+002, 2.6113126E+002, 3.3207459E-002, 1.8000000E-002, 3.3109609E+001, 5.0448075E+001
 1.5800000E+002, 4.7063794E+002, 3.5829282E+002, 2.6202976E+002, 3.3392441E-002, 1.8000000E-002, 3.3093889E+001, 5.0448075E+001
 1.5850000E+002, 4.7080663E+002, 3.5883446E+002, 2.6292048E+002, 3.3574828E-002, 1.8000000E-002, 3.3078139E+001, 5.0448075E+001
 1.5900000E+002, 4.7097338E+002, 3.5937551E+002, 2.6380333E+002, 3.3757456E-002, 1.8000000E-002, 3.3062562E+001, 5.0448075E+001
 1.5951000E+002, 4.7114227E+002, 3.5991465E+002, 2.6468676E+002, 3.3945112E-002, 1.8000000E-002, 3.3046771E+001, 5.0448075E+001
 1.6001000E+002, 4.7130965E+002, 3.6045790E+002, 2.6556190E+002, 3.4132394E-002, 1.8000000E-002, 3.3031113E+001, 5.0448075E+001
 1.6051000E+002, 4.7147509E+002, 3.6098931E+002, 2.6641990E+002, 3.4317156E-002, 1.8000000E-002, 3.3015624E+001, 5.0448075E+001
 1.6101000E+002, 4.7164060E+002, 3.6152288E+002, 2.6726941E+002, 3.4503848E-002, 1.8000000E-002, 3.3000119E+001, 5.0448075E+001
 1.6151000E+002, 4.7180336E+002, 3.6204650E+002, 2.6811024E+002, 3.4690048E-002, 1.8000000E-002, 3.2984862E+001, 5.0448075E+001
 1.6201000E+002, 4.7196699E+002, 3.6257648E+002, 2.6894227E+002, 3.4874859E-002, 1.8000000E-002, 3.2969512E+001, 5.0448075E+001
 1.6251000E+002, 4.7213074E+002, 3.6310126E+002, 2.6976545E+002, 3.5060724E-002, 1.8000000E-002, 3.2954143E+001, 5.0448075E+001
 1.6301000E+002, 4.7229138E+002, 3.6362186E+002, 2.7057958E+002, 3.5245591E-002, 1.8000000E-002, 3.2939055E+001, 5.0448075E+001
 1.6351000E+002, 4.7245398E+002, 3.6414125E+002, 2.7138463E+002, 3.5428336E-002, 1.8000000E-002, 3.2923773E+001, 5.0448075E+001
 1.6401000E+002, 4.7261460E+002, 3.6466082E+002, 2.7218046E+002, 3.5611158E-002, 1.8000000E-002, 3.2908667E+001, 5.0448075E+001
 1.6451000E+002, 4.7277383E+002, 3.6517705E+002, 2.7296699E+002, 3.5792191E-002, 1.8000000E-002, 3.2893679E+001, 5.0448075E+001
 1.6501000E+002, 4.7293388E+002, 3.6568830E+002, 2.7374428E+002, 3.5970447E-002, 1.8000000E-002, 3.2878611E+001, 5.0448075E+001
 1.6551000E+002, 4.7309361E+002, 3.6620084E+002, 2.7451216E+002, 3.6147604E-002, 1.8000000E-002, 3.2863559E+001, 5.0448075E+001
 1.6601000E+002, 4.7325158E+002, 3.6671051E+002, 2.7527065E+002, 3.6322106E-002, 1.8000000E-002, 3.2848662E+001, 5.0448075E+001
 1.6651000E+002, 4.7341016E+002, 3.6721820E+002, 2.7601974E+002, 3.6493206E-002, 1.8000000E-002, 3.2833703E+001, 5.0448075E+001
 1.6701000E+002, 4.7356818E+002, 3.6772112E+002, 2.7675943E+002, 3.6661984E-002, 1.8000000E-002, 3.2818781E+001, 5.0448075E+001
 1.6751000E+002, 4.7372346E+002, 3.6822516E+002, 2.7748985E+002, 3.6827103E-002, 1.8000000E-002, 3.2804114E+001, 5.0448075E+001
 1.6801000E+002, 4.7388039E+002, 3.6872591E+002, 2.7821092E+002, 3.6988160E-002, 1.8000000E-002, 3.2789280E+001, 5.0448075E+001
 1.6851000E+002, 4.7403705E+002, 3.6922489E+002, 2.7892272E+002, 3.7145680E-002, 1.8000000E-002, 3.2774461E+001, 5.0448075E+001
 1.6901000E+002, 4.7419082E+002, 3.6971951E+002, 2.7962558E+002, 3.7298674E-002, 1.8000000E-002, 3.2759906E+001, 5.0448075E+001
 1.6951000E+002, 4.7434622E+002, 3.7021466E+002, 2.8031927E+002, 3.7446900E-002, 1.8000000E-002, 3.2745192E+001, 5.0448075E+001
 1.7001000E+002, 4.7450191E+002, 3.7070688E+002, 2.8100413E+002, 3.7590494E-002, 1.8000000E-002, 3.2730437E+001, 5.0448075E+001
 1.7051000E+002, 4.7465298E+002, 3.7119709E+002, 2.8168040E+002, 3.7728725E-002, 1.8000000E-002, 3.2716108E+001, 5.0448075E+001
 1.7101000E+002, 4.7480681E+002, 3.7168362E+002, 2.8234802E+002, 3.7861432E-002, 1.8000000E-002, 3.2701517E+001, 5.0448075E+001
 1.7151000E+002, 4.7496103E+002, 3.7216967E+002, 2.8300737E+002, 3.7988618E-002, 1.8000000E-002, 3.2686875E+001, 5.0448075E+001
 1.7201000E+002, 4.7511121E+002, 3.7265365E+002, 2.8365877E+002, 3.8109700E-002, 1.8000000E-002, 3.2672605E+001, 5.0448075E+001
