s,C,C,C,kg/m2/s,m,kW/m2,kW/m2
Time,"Tz0","Tz3","Tz6","MLR","thick","radiative hf","incident hf"
 2.5951000E+002, 5.0626454E+002, 4.4845339E+002, 4.1843450E+002, 9.1469160E-003, 1.8000000E-002, 2.9522268E+001, 5.0448075E+001
 2.6001000E+002, 5.0641596E+002, 4.4864480E+002, 4.1863885E+002, 9.1476820E-003, 1.8000000E-002, 2.9505996E+001, 5.0448075E+001
 2.6051000E+002, 5.0656643E+002, 4.4883521E+002, 4.1884161E+002, 9.1483524E-003, 1.8000000E-002, 2.9489828E+001, 5.0448075E+001
 2.6101000E+002, 5.0671995E+002, 4.4902522E+002, 4.1904318E+002, 9.1487955E-003, 1.8000000E-002, 2.9473318E+001, 5.0448075E+001
 2.6151000E+002, 5.0687399E+002, 4.4921535E+002, 4.1924318E+002, 9.1489419E-003, 1.8000000E-002, 2.9456741E+001, 5.0448075E+001
 2.6201000E+002, 5.0702647E+002, 4.4940585E+002, 4.1944216E+002, 9.1487292E-003, 1.8000000E-002, 2.9440321E+001, 5.0448075E+001
 2.6251000E+002, 5.0718118E+002, 4.4959612E+002, 4.1963989E+002, 9.1483511E-003, 1.8000000E-002, 2.9423658E+001, 5.0448075E+001
 2.6301000E+002, 5.0733765E+002, 4.4978482E+002, 4.1983636E+002, 9.1478574E-003, 1.8000000E-002, 2.9406783E+001, 5.0448075E+001
 2.6351000E+002, 5.0748591E+002, 4.4997282E+002, 4.2003182E+002, 9.1473164E-003, 1.8000000E-002, 2.9390789E+001, 5.0448075E+001
 2.6401000E+002, 5.0763786E+002, 4.5016135E+002, 4.2022609E+002, 9.1466222E-003, 1.8000000E-002, 2.9374392E+001, 5.0448075E+001
 2.6451000E+002, 5.0778990E+002, 4.5035031E+002, 4.2041949E+002, 9.1456222E-003, 1.8000000E-002, 2.9357971E+001, 5.0448075E+001
 2.6501000E+002, 5.0794223E+002, 4.5053955E+002, 4.2061190E+002, 9.1443780E-003, 1.8000000E-002, 2.9341516E+001, 5.0448075E+001
 2.6551000E+002, 5.0809990E+002, 4.5072723E+002, 4.2080344E+002, 9.1430169E-003, 1.8000000E-002, 2.9324471E+001, 5.0448075E+001
 2.6601000E+002, 5.0825900E+002, 4.5091444E+002, 4.2099398E+002, 9.1415133E-003, 1.8000000E-002, 2.9307259E+001, 5.0448075E+001
 2.6651000E+002, 5.0840696E+002, 4.5110179E+002, 4.2118395E+002, 9.1400000E-003, 1.8000000E-002, 2.9291224E+001, 5.0448075E+001
 2.6701000E+002, 5.0855538E+002, 4.5128913E+002, 4.2137296E+002, 9.1384216E-003, 1.8000000E-002, 2.9275157E+001, 5.0448075E+001
 2.6751000E+002, 5.0870512E+002, 4.5147761E+002, 4.2156124E+002, 9.1365377E-003, 1.8000000E-002, 2.9258931E+001, 5.0448075E+001
 2.6801000E+002, 5.0886103E+002, 4.5166543E+002, 4.2174896E+002, 9.1344893E-003, 1.8000000E-002, 2.9242032E+001, 5.0448075E+001
 2.6851000E+002, 5.0902003E+002, 4.5185224E+002, 4.2193581E+002, 9.1323270E-003, 1.8000000E-002, 2.9224782E+001, 5.0448075E+001
 2.6901000E+002, 5.0917955E+002, 4.5203853E+002, 4.2212206E+002, 9.1300034E-003, 1.8000000E-002, 2.9207463E+001, 5.0448075E+001
 2.6951000E+002, 5.0933105E+002, 4.5222518E+002, 4.2230765E+002, 9.1276559E-003, 1.8000000E-002, 2.9190984E+001, 5.0448075E+001
 2.7001000E+002, 5.0947213E+002, 4.5241265E+002, 4.2249272E+002, 9.1254275E-003, 1.8000000E-002, 2.9175657E+001, 5.0448075E+001
 2.7051000E+002, 5.0962401E+002, 4.5260071E+002, 4.2267722E+002, 9.1228611E-003, 1.8000000E-002, 2.9159149E+001, 5.0448075E+001
 2.7101000E+002, 5.0978250E+002, 4.5278724E+002, 4.2286126E+002, 9.1201307E-003, 1.8000000E-002, 2.9141905E+001, 5.0448075E+001
 2.7151000E+002, 5.0994215E+002, 4.5297350E+002, 4.2304457E+002, 9.1172988E-003, 1.8000000E-002, 2.9124522E+001, 5.0448075E+001
 2.7201000E+002, 5.1010185E+002, 4.5316017E+002, 4.2322771E+002, 9.1143296E-003, 1.8000000E-002, 2.9107122E+001, 5.0448075E+001
 2.7251000E+002, 5.1025559E+002, 4.5334656E+002, 4.2341025E+002, 9.1113331E-003, 1.8000000E-002, 2.9090337E+001, 5.0448075E+001
 2.7301000E+002, 5.1039069E+002, 4.5353427E+002, 4.2359239E+002, 9.1085944E-003, 1.8000000E-002, 2.9075612E+001, 5.0448075E+001
 2.7351000E+002, 5.1054639E+002, 4.5372155E+002, 4.2377414E+002, 9.1054425E-003, 1.8000000E-002, 2.9058631E+001, 5.0448075E+001
 2.7401000E+002, 5.1070599E+002, 4.5390820E+002, 4.2395548E+002, 9.1021632E-003, 1.8000000E-002, 2.9041203E+001, 5.0448075E+001
 2.7451000E+002, 5.1086600E+002, 4.5409452E+002, 4.2413634E+002, 9.0987585E-003, 1.8000000E-002, 2.9023718E+001, 5.0448075E+001
 2.7501000E+002, 5.1102560E+002, 4.5428103E+002, 4.2431694E+002, 9.0952527E-003, 1.8000000E-002, 2.9006267E+001, 5.0448075E+001
 2.7551000E+002, 5.1117767E+002, 4.5446804E+002, 4.2449721E+002, 9.0918227E-003, 1.8000000E-002, 2.8989608E+001, 5.0448075E+001
 2.7601000E+002, 5.1131582E+002, 4.5465579E+002, 4.2467720E+002, 9.0885511E-003, 1.8000000E-002, 2.8974495E+001, 5.0448075E+001
 2.7651000E+002, 5.1147168E+002, 4.5484274E+002, 4.2485689E+002, 9.0849167E-003, 1.8000000E-002, 2.8957437E+001, 5.0448075E+001
 2.7701000E+002, 5.1163181E+002, 4.5502958E+002, 4.2503618E+002, 9.0811655E-003, 1.8000000E-002, 2.8939888E+001, 5.0448075E+001
 2.7751000E+002, 5.1179193E+002, 4.5521661E+002, 4.2521541E+002, 9.0773071E-003, 1.8000000E-002, 2.8922329E+001, 5.0448075E+001
 2.7801000E+002, 5.1195089E+002, 4.5540345E+002, 4.2539431E+002, 9.0733702E-003, 1.8000000E-002, 2.8904885E+001, 5.0448075E+001
 2.7851000E+002, 5.1209998E+002, 4.5559108E+002, 4.2557301E+002, 9.0696272E-003, 1.8000000E-002, 2.8888498E+001, 5.0448075E+001
 2.7901000E+002, 5.1224493E+002, 4.5577876E+002, 4.2575151E+002, 9.0658296E-003, 1.8000000E-002, 2.8872584E+001, 5.0448075E+001
 2.7951000E+002, 5.1239953E+002, 4.5596616E+002, 4.2592987E+002, 9.0618071E-003, 1.8000000E-002, 2.8855601E+001, 5.0448075E+001
 2.8001000E+002, 5.1255957E+002, 4.5615355E+002, 4.2610775E+002, 9.0576502E-003, 1.8000000E-002, 2.8838001E+001, 5.0448075E+001
 2.8051000E+002, 5.1271943E+002, 4.5634110E+002, 4.2628568E+002, 9.0534055E-003, 1.8000000E-002, 2.8820407E+001, 5.0448075E+001
 2.8101000E+002, 5.1287643E+002, 4.5652873E+002, 4.2646344E+002, 9.0491782E-003, 1.8000000E-002, 2.8803113E+001, 5.0448075E+001
 2.8151000E+002, 5.1302556E+002, 4.5671673E+002, 4.2664105E+002, 9.0451012E-003, 1.8000000E-002, 2.8786675E+001, 5.0448075E+001
 2.8201000E+002, 5.1317582E+002, 4.5690472E+002, 4.2681842E+002, 9.0408469E-003, 1.8000000E-002, 2.8770115E+001, 5.0448075E+001
 2.8251000E+002, 5.1333018E+002, 4.5709284E+002, 4.2699591E+002, 9.0364501E-003, 1.8000000E-002, 2.8753093E+001, 5.0448075E+001
 2.8301000E+002, 5.1348945E+002, 4.5728108E+002, 4.2717299E+002, 9.0319694E-003, 1.8000000E-002, 2.8735517E+001, 5.0448075E+001
 2.8351000E+002, 5.1364860E+002, 4.5746910E+002, 4.2735021E+002, 9.0274217E-003, 1.8000000E-002, 2.8717939E+001, 5.0448075E+001
 2.8401000E+002, 5.1380365E+002, 4.5765762E+002, 4.2752722E+002, 9.0229556E-003, 1.8000000E-002, 2.8700798E+001, 5.0448075E+001
 2.8451000E+002, 5.1395537E+002, 4.5784633E+002, 4.2770433E+002, 9.0184935E-003, 1.8000000E-002, 2.8684022E+001, 5.0448075E+001
 2.8501000E+002, 5.1410871E+002, 4.5803508E+002, 4.2788121E+002, 9.0138833E-003, 1.8000000E-002, 2.8667060E+001, 5.0448075E+001
 2.8551000E+002, 5.1426372E+002, 4.5822381E+002, 4.2805798E+002, 9.0091600E-003, 1.8000000E-002, 2.8649902E+001, 5.0448075E+001
 2.8601000E+002, 5.1442108E+002, 4.5841290E+002, 4.2823471E+002, 9.0044018E-003, 1.8000000E-002, 2.8632473E+001, 5.0448075E+001
 2.8651000E+002, 5.1457901E+002, 4.5860186E+002, 4.2841149E+002, 8.9996301E-003, 1.8000000E-002, 2.8614968E+001, 5.0448075E+001
 2.8701000E+002, 5.1473392E+002, 4.5879096E+002, 4.2858811E+002, 8.9948980E-003, 1.8000000E-002, 2.8597787E+001, 5.0448075E+001
 2.8751000E+002, 5.1488810E+002, 4.5898055E+002, 4.2876486E+002, 8.9900795E-003, 1.8000000E-002, 2.8580678E+001, 5.0448075E+001
 2.8801000E+002, 5.1504324E+002, 4.5917040E+002, 4.2894160E+002, 8.9851588E-003, 1.8000000E-002, 2.8563455E+001, 5.0448075E+001
 2.8851000E+002, 5.1519883E+002, 4.5936017E+002, 4.2911818E+002, 8.9801752E-003, 1.8000000E-002, 2.8546169E+001, 5.0448075E+001
 2.8901000E+002, 5.1535487E+002, 4.5954974E+002, 4.2929483E+002, 8.9751572E-003, 1.8000000E-002, 2.8528824E+001, 5.0448075E+001
 2.8951000E+002, 5.1551186E+002, 4.5973973E+002, 4.2947165E+002, 8.9701694E-003, 1.8000000E-002, 2.8511362E+001, 5.0448075E+001
 2.9001000E+002, 5.1566779E+002, 4.5993006E+002, 4.2964836E+002, 8.9651491E-003, 1.8000000E-002, 2.8494007E+001, 5.0448075E+001
 2.9051000E+002, 5.1582367E+002, 4.6012071E+002, 4.2982511E+002, 8.9600369E-003, 1.8000000E-002, 2.8476649E+001, 5.0448075E+001
 2.9101000E+002, 5.1597988E+002, 4.6031118E+002, 4.3000196E+002, 8.9548432E-003, 1.8000000E-002, 2.8459243E+001, 5.0448075E+001
 2.9151000E+002, 5.1613591E+002, 4.6050203E+002, 4.3017862E+002, 8.9496247E-003, 1.8000000E-002, 2.8441847E+001, 5.0448075E+001
 2.9201000E+002, 5.1629133E+002, 4.6069270E+002, 4.3035548E+002, 8.9443917E-003, 1.8000000E-002, 2.8424508E+001, 5.0448075E+001
 2.9251000E+002, 5.1644752E+002, 4.6088368E+002, 4.3053240E+002, 8.9391765E-003, 1.8000000E-002, 2.8407075E+001, 5.0448075E+001
 2.9301000E+002, 5.1660453E+002, 4.6107527E+002, 4.3070944E+002, 8.9338775E-003, 1.8000000E-002, 2.8389540E+001, 5.0448075E+001
 2.9351000E+002, 5.1676152E+002, 4.6126696E+002, 4.3088646E+002, 8.9285075E-003, 1.8000000E-002, 2.8371994E+001, 5.0448075E+001
 2.9401000E+002, 5.1691836E+002, 4.6145874E+002, 4.3106367E+002, 8.9230974E-003, 1.8000000E-002, 2.8354456E+001, 5.0448075E+001
 2.9451000E+002, 5.1707471E+002, 4.6165024E+002, 4.3124077E+002, 8.9176504E-003, 1.8000000E-002, 2.8336961E+001, 5.0448075E+001
 2.9501000E+002, 5.1723016E+002, 4.6184222E+002, 4.3141824E+002, 8.9121967E-003, 1.8000000E-002, 2.8319556E+001, 5.0448075E+001
 2.9551000E+002, 5.1738651E+002, 4.6203469E+002, 4.3159560E+002, 8.9067302E-003, 1.8000000E-002, 2.8302044E+001, 5.0448075E+001
 2.9601000E+002, 5.1754429E+002, 4.6222753E+002, 4.3177328E+002, 8.9011940E-003, 1.8000000E-002, 2.8284360E+001, 5.0448075E+001
 2.9651000E+002, 5.1770201E+002, 4.6242002E+002, 4.3195093E+002, 8.8955849E-003, 1.8000000E-002, 2.8266669E+001, 5.0448075E+001
 2.9701000E+002, 5.1785929E+002, 4.6261288E+002, 4.3212860E+002, 8.8899679E-003, 1.8000000E-002, 2.8249018E+001, 5.0448075E+001
 2.9751000E+002, 5.1801605E+002, 4.6280572E+002, 4.3230642E+002, 8.8843164E-003, 1.8000000E-002, 2.8231415E+001, 5.0448075E+001
 2.9801000E+002, 5.1817227E+002, 4.6299909E+002, 4.3248454E+002, 8.8786376E-003, 1.8000000E-002, 2.8213863E+001, 5.0448075E+001
 2.9851000E+002, 5.1832878E+002, 4.6319304E+002, 4.3266260E+002, 8.8729273E-003, 1.8000000E-002, 2.8196268E+001, 5.0448075E+001
 2.9901000E+002, 5.1848670E+002, 4.6338691E+002, 4.3284101E+002, 8.8671770E-003, 1.8000000E-002, 2.8178504E+001, 5.0448075E+001
 2.9951000E+002, 5.1864490E+002, 4.6358076E+002, 4.3301948E+002, 8.8613811E-003, 1.8000000E-002, 2.8160698E+001, 5.0448075E+001
 3.0001000E+002, 5.1880274E+002, 4.6377472E+002, 4.3319801E+002, 8.8555437E-003, 1.8000000E-002, 2.8142920E+001, 5.0448075E+001
 3.0051000E+002, 5.1895998E+002, 4.6396922E+002, 4.3337682E+002, 8.8496775E-003, 1.8000000E-002, 2.8125200E+001, 5.0448075E+001
 3.0101000E+002, 5.1911704E+002, 4.6416420E+002, 4.3355587E+002, 8.8437869E-003, 1.8000000E-002, 2.8107489E+001, 5.0448075E+001
 3.0151000E+002, 5.1927407E+002, 4.6435920E+002, 4.3373508E+002, 8.8378483E-003, 1.8000000E-002, 2.8089773E+001, 5.0448075E+001
 3.0201000E+002, 5.1943219E+002, 4.6455431E+002, 4.3391442E+002, 8.8318852E-003, 1.8000000E-002, 2.8071924E+001, 5.0448075E+001
 3.0251000E+002, 5.1959097E+002, 4.6474933E+002, 4.3409387E+002, 8.8258880E-003, 1.8000000E-002, 2.8053988E+001, 5.0448075E+001
 3.0301000E+002, 5.1974934E+002, 4.6494510E+002, 4.3427349E+002, 8.8198528E-003, 1.8000000E-002, 2.8036087E+001, 5.0448075E+001
 3.0351000E+002, 5.1990737E+002, 4.6514114E+002, 4.3445345E+002, 8.8137655E-003, 1.8000000E-002, 2.8018213E+001, 5.0448075E+001
 3.0401000E+002, 5.2006516E+002, 4.6533760E+002, 4.3463347E+002, 8.8076694E-003, 1.8000000E-002, 2.8000357E+001, 5.0448075E+001
 3.0451000E+002, 5.2022279E+002, 4.6553388E+002, 4.3481395E+002, 8.8015205E-003, 1.8000000E-002, 2.7982508E+001, 5.0448075E+001
 3.0501000E+002, 5.2038105E+002, 4.6573027E+002, 4.3499444E+002, 8.7953658E-003, 1.8000000E-002, 2.7964578E+001, 5.0448075E+001
 3.0551000E+002, 5.2054010E+002, 4.6592708E+002, 4.3517517E+002, 8.7891644E-003, 1.8000000E-002, 2.7946547E+001, 5.0448075E+001
 3.0601000E+002, 5.2069914E+002, 4.6612460E+002, 4.3535615E+002, 8.7829217E-003, 1.8000000E-002, 2.7928506E+001, 5.0448075E+001
 3.0651000E+002, 5.2085794E+002, 4.6632236E+002, 4.3553757E+002, 8.7766458E-003, 1.8000000E-002, 2.7910480E+001, 5.0448075E+001
 3.0701000E+002, 5.2101646E+002, 4.6651993E+002, 4.3571900E+002, 8.7703268E-003, 1.8000000E-002, 2.7892478E+001, 5.0448075E+001
 3.0751000E+002, 5.2117483E+002, 4.6671745E+002, 4.3590085E+002, 8.7639775E-003, 1.8000000E-002, 2.7874481E+001, 5.0448075E+001
 3.0801000E+002, 5.2133342E+002, 4.6691573E+002, 4.3608277E+002, 8.7576162E-003, 1.8000000E-002, 2.7856449E+001, 5.0448075E+001
 3.0851000E+002, 5.2149308E+002, 4.6711468E+002, 4.3626492E+002, 8.7512150E-003, 1.8000000E-002, 2.7838283E+001, 5.0448075E+001
 3.0901000E+002, 5.2165287E+002, 4.6731371E+002, 4.3644748E+002, 8.7447637E-003, 1.8000001E-002, 2.7820092E+001, 5.0448075E+001
 3.0951000E+002, 5.2181241E+002, 4.6751279E+002, 4.3663023E+002, 8.7382880E-003, 1.8000001E-002, 2.7801917E+001, 5.0448075E+001
 3.1001000E+002, 5.2197172E+002, 4.6771191E+002, 4.3681341E+002, 8.7317716E-003, 1.8000001E-002, 2.7783759E+001, 5.0448075E+001
 3.1051000E+002, 5.2213088E+002, 4.6791132E+002, 4.3699671E+002, 8.7252159E-003, 1.8000001E-002, 2.7765606E+001, 5.0448075E+001
 3.1101000E+002, 5.2229013E+002, 4.6811174E+002, 4.3718033E+002, 8.7186506E-003, 1.8000001E-002, 2.7747433E+001, 5.0448075E+001
 3.1151000E+002, 5.2245006E+002, 4.6831237E+002, 4.3736427E+002, 8.7120501E-003, 1.8000002E-002, 2.7729173E+001, 5.0448075E+001
 3.1201000E+002, 5.2261060E+002, 4.6851290E+002, 4.3754865E+002, 8.7054042E-003, 1.8000002E-002, 2.7710829E+001, 5.0448075E+001
 3.1251000E+002, 5.2277090E+002, 4.6871333E+002, 4.3773319E+002, 8.6987177E-003, 1.8000003E-002, 2.7692502E+001, 5.0448075E+001
 3.1301000E+002, 5.2293099E+002, 4.6891449E+002, 4.3791819E+002, 8.6919966E-003, 1.8000003E-002, 2.7674188E+001, 5.0448075E+001
 3.1351000E+002, 5.2309101E+002, 4.6911650E+002, 4.3810326E+002, 8.6852562E-003, 1.8000003E-002, 2.7655871E+001, 5.0448075E+001
 3.1401000E+002, 5.2325100E+002, 4.6931844E+002, 4.3828874E+002, 8.6784582E-003, 1.8000004E-002, 2.7637547E+001, 5.0448075E+001
 3.1451000E+002, 5.2341163E+002, 4.6952054E+002, 4.3847462E+002, 8.6716571E-003, 1.8000004E-002, 2.7619140E+001, 5.0448075E+001
 3.1501000E+002, 5.2357297E+002, 4.6972289E+002, 4.3866075E+002, 8.6648167E-003, 1.8000005E-002, 2.7600640E+001, 5.0448075E+001
 3.1551000E+002, 5.2373418E+002, 4.6992545E+002, 4.3884744E+002, 8.6579120E-003, 1.8000005E-002, 2.7582141E+001, 5.0448075E+001
 3.1601000E+002, 5.2389516E+002, 4.7012903E+002, 4.3903425E+002, 8.6509982E-003, 1.8000006E-002, 2.7563658E+001, 5.0448075E+001
 3.1651000E+002, 5.2405609E+002, 4.7033276E+002, 4.3922149E+002, 8.6440373E-003, 1.8000006E-002, 2.7545171E+001, 5.0448075E+001
 3.1701000E+002, 5.2421695E+002, 4.7053651E+002, 4.3940913E+002, 8.6370443E-003, 1.8000006E-002, 2.7526680E+001, 5.0448075E+001
 3.1751000E+002, 5.2437832E+002, 4.7074014E+002, 4.3959721E+002, 8.6300291E-003, 1.8000007E-002, 2.7508119E+001, 5.0448075E+001
 3.1801000E+002, 5.2454033E+002, 4.7094481E+002, 4.3978565E+002, 8.6229771E-003, 1.8000007E-002, 2.7489475E+001, 5.0448075E+001
 3.1851000E+002, 5.2470242E+002, 4.7115017E+002, 4.3997444E+002, 8.6158818E-003, 1.8000008E-002, 2.7470809E+001, 5.0448075E+001
 3.1901000E+002, 5.2486441E+002, 4.7135549E+002, 4.4016341E+002, 8.6087426E-003, 1.8000009E-002, 2.7452142E+001, 5.0448075E+001
 3.1951000E+002, 5.2502632E+002, 4.7156088E+002, 4.4035303E+002, 8.6015691E-003, 1.8000009E-002, 2.7433473E+001, 5.0448075E+001
 3.2001000E+002, 5.2518810E+002, 4.7176668E+002, 4.4054298E+002, 8.5943739E-003, 1.8000010E-002, 2.7414809E+001, 5.0448075E+001
 3.2051000E+002, 5.2535045E+002, 4.7197291E+002, 4.4073326E+002, 8.5871331E-003, 1.8000010E-002, 2.7396067E+001, 5.0448075E+001
 3.2101000E+002, 5.2551345E+002, 4.7218009E+002, 4.4092420E+002, 8.5798658E-003, 1.8000011E-002, 2.7377239E+001, 5.0448075E+001
 3.2151000E+002, 5.2567658E+002, 4.7238724E+002, 4.4111527E+002, 8.5725603E-003, 1.8000011E-002, 2.7358385E+001, 5.0448075E+001
 3.2201000E+002, 5.2583965E+002, 4.7259467E+002, 4.4130697E+002, 8.5652020E-003, 1.8000012E-002, 2.7339525E+001, 5.0448075E+001
 3.2251000E+002, 5.2600275E+002, 4.7280194E+002, 4.4149905E+002, 8.5578106E-003, 1.8000013E-002, 2.7320649E+001, 5.0448075E+001
 3.2301000E+002, 5.2616551E+002, 4.7301048E+002, 4.4169161E+002, 8.5503912E-003, 1.8000013E-002, 2.7301804E+001, 5.0448075E+001
 3.2351000E+002, 5.2632893E+002, 4.7321946E+002, 4.4188474E+002, 8.5429373E-003, 1.8000014E-002, 2.7282869E+001, 5.0448075E+001
 3.2401000E+002, 5.2649280E+002, 4.7342863E+002, 4.4207799E+002, 8.5354522E-003, 1.8000014E-002, 2.7263871E+001, 5.0448075E+001
 3.2451000E+002, 5.2665712E+002, 4.7363789E+002, 4.4227190E+002, 8.5279146E-003, 1.8000015E-002, 2.7244808E+001, 5.0448075E+001
 3.2501000E+002, 5.2682118E+002, 4.7384756E+002, 4.4246623E+002, 8.5203463E-003, 1.8000016E-002, 2.7225764E+001, 5.0448075E+001
 3.2551000E+002, 5.2698551E+002, 4.7405798E+002, 4.4266108E+002, 8.5127264E-003, 1.8000016E-002, 2.7206676E+001, 5.0448075E+001
 3.2601000E+002, 5.2714953E+002, 4.7426895E+002, 4.4285656E+002, 8.5050720E-003, 1.8000017E-002, 2.7187614E+001, 5.0448075E+001
 3.2651000E+002, 5.2731412E+002, 4.7448017E+002, 4.4305225E+002, 8.4973973E-003, 1.8000017E-002, 2.7168474E+001, 5.0448075E+001
 3.2701000E+002, 5.2747930E+002, 4.7469143E+002, 4.4324861E+002, 8.4896699E-003, 1.8000018E-002, 2.7149253E+001, 5.0448075E+001
 3.2751000E+002, 5.2764481E+002, 4.7490323E+002, 4.4344547E+002, 8.4819050E-003, 1.8000019E-002, 2.7129980E+001, 5.0448075E+001
 3.2801000E+002, 5.2781030E+002, 4.7511616E+002, 4.4364292E+002, 8.4740992E-003, 1.8000019E-002, 2.7110701E+001, 5.0448075E+001
 3.2851000E+002, 5.2797590E+002, 4.7532926E+002, 4.4384092E+002, 8.4662437E-003, 1.8000020E-002, 2.7091393E+001, 5.0448075E+001
 3.2901000E+002, 5.2814127E+002, 4.7554233E+002, 4.4403925E+002, 8.4583548E-003, 1.8000021E-002, 2.7072103E+001, 5.0448075E+001
 3.2951000E+002, 5.2830711E+002, 4.7575599E+002, 4.4423816E+002, 8.4504318E-003, 1.8000021E-002, 2.7052746E+001, 5.0448075E+001
 3.3001000E+002, 5.2847354E+002, 4.7597034E+002, 4.4443768E+002, 8.4424797E-003, 1.8000022E-002, 2.7033306E+001, 5.0448075E+001
 3.3051000E+002, 5.2864039E+002, 4.7618543E+002, 4.4463775E+002, 8.4344645E-003, 1.8000023E-002, 2.7013807E+001, 5.0448075E+001
 3.3101000E+002, 5.2880732E+002, 4.7640064E+002, 4.4483851E+002, 8.4264096E-003, 1.8000023E-002, 2.6994285E+001, 5.0448075E+001
 3.3151000E+002, 5.2897425E+002, 4.7661641E+002, 4.4503963E+002, 8.4183232E-003, 1.8000024E-002, 2.6974749E+001, 5.0448075E+001
 3.3201000E+002, 5.2914115E+002, 4.7683199E+002, 4.4524145E+002, 8.4101673E-003, 1.8000025E-002, 2.6955208E+001, 5.0448075E+001
 3.3251000E+002, 5.2930852E+002, 4.7704905E+002, 4.4544386E+002, 8.4020033E-003, 1.8000025E-002, 2.6935599E+001, 5.0448075E+001
 3.3301000E+002, 5.2947655E+002, 4.7726665E+002, 4.4564694E+002, 8.3937896E-003, 1.8000026E-002, 2.6915899E+001, 5.0448075E+001
 3.3351000E+002, 5.2964504E+002, 4.7748432E+002, 4.4585063E+002, 8.3855114E-003, 1.8000027E-002, 2.6896135E+001, 5.0448075E+001
 3.3401000E+002, 5.2981347E+002, 4.7770231E+002, 4.4605476E+002, 8.3772080E-003, 1.8000027E-002, 2.6876361E+001, 5.0448075E+001
 3.3451000E+002, 5.2998192E+002, 4.7792089E+002, 4.4625959E+002, 8.3688445E-003, 1.8000028E-002, 2.6856576E+001, 5.0448075E+001
 3.3501000E+002, 5.3015061E+002, 4.7814054E+002, 4.4646501E+002, 8.3604453E-003, 1.8000029E-002, 2.6836749E+001, 5.0448075E+001
 3.3551000E+002, 5.3031964E+002, 4.7836056E+002, 4.4667121E+002, 8.3520032E-003, 1.8000029E-002, 2.6816870E+001, 5.0448075E+001
 3.3601000E+002, 5.3048926E+002, 4.7858084E+002, 4.4687806E+002, 8.3435231E-003, 1.8000030E-002, 2.6796911E+001, 5.0448075E+001
 3.3651000E+002, 5.3065930E+002, 4.7880128E+002, 4.4708534E+002, 8.3349849E-003, 1.8000031E-002, 2.6776886E+001, 5.0448075E+001
 3.3701000E+002, 5.3082947E+002, 4.7902295E+002, 4.4729362E+002, 8.3263942E-003, 1.8000031E-002, 2.6756835E+001, 5.0448075E+001
 3.3751000E+002, 5.3099969E+002, 4.7924534E+002, 4.4750234E+002, 8.3177693E-003, 1.8000032E-002, 2.6736765E+001, 5.0448075E+001
 3.3801000E+002, 5.3117024E+002, 4.7946799E+002, 4.4771200E+002, 8.3090737E-003, 1.8000033E-002, 2.6716644E+001, 5.0448075E+001
 3.3851000E+002, 5.3134116E+002, 4.7969089E+002, 4.4792228E+002, 8.3003568E-003, 1.8000033E-002, 2.6696466E+001, 5.0448075E+001
 3.3901000E+002, 5.3151276E+002, 4.7991458E+002, 4.4813302E+002, 8.2915831E-003, 1.8000034E-002, 2.6676195E+001, 5.0448075E+001
 3.3951000E+002, 5.3168472E+002, 4.8013933E+002, 4.4834473E+002, 8.2827538E-003, 1.8000035E-002, 2.6655868E+001, 5.0448075E+001
 3.4001000E+002, 5.3185680E+002, 4.8036443E+002, 4.4855699E+002, 8.2738796E-003, 1.8000036E-002, 2.6635514E+001, 5.0448075E+001
 3.4051000E+002, 5.3202903E+002, 4.8058983E+002, 4.4877026E+002, 8.2649433E-003, 1.8000036E-002, 2.6615129E+001, 5.0448075E+001
 3.4101000E+002, 5.3220173E+002, 4.8081563E+002, 4.4898408E+002, 8.2559678E-003, 1.8000037E-002, 2.6594674E+001, 5.0448075E+001
 3.4151000E+002, 5.3237432E+002, 4.8104272E+002, 4.4919873E+002, 8.2469381E-003, 1.8000038E-002, 2.6574222E+001, 5.0448075E+001
 3.4201000E+002, 5.3254812E+002, 4.8127060E+002, 4.4941417E+002, 8.2378701E-003, 1.8000038E-002, 2.6553611E+001, 5.0448075E+001
 3.4251000E+002, 5.3272239E+002, 4.8149876E+002, 4.4963046E+002, 8.2287262E-003, 1.8000039E-002, 2.6532933E+001, 5.0448075E+001
 3.4301000E+002, 5.3289627E+002, 4.8172715E+002, 4.4984758E+002, 8.2195334E-003, 1.8000040E-002, 2.6512284E+001, 5.0448075E+001
 3.4351000E+002, 5.3307076E+002, 4.8195658E+002, 4.5006531E+002, 8.2102882E-003, 1.8000041E-002, 2.6491552E+001, 5.0448075E+001
 3.4401000E+002, 5.3324557E+002, 4.8218702E+002, 4.5028395E+002, 8.2009841E-003, 1.8000041E-002, 2.6470770E+001, 5.0448075E+001
 3.4451000E+002, 5.3342087E+002, 4.8241792E+002, 4.5050335E+002, 8.1916449E-003, 1.8000042E-002, 2.6449913E+001, 5.0448075E+001
 3.4501000E+002, 5.3359706E+002, 4.8264924E+002, 4.5072385E+002, 8.1822254E-003, 1.8000043E-002, 2.6428936E+001, 5.0448075E+001
 3.4551000E+002, 5.3377333E+002, 4.8288113E+002, 4.5094500E+002, 8.1727611E-003, 1.8000044E-002, 2.6407940E+001, 5.0448075E+001
 3.4601000E+002, 5.3394984E+002, 4.8311437E+002, 4.5116706E+002, 8.1632242E-003, 1.8000044E-002, 2.6386897E+001, 5.0448075E+001
